Working_Year,Designation,Experience,Employment_Status,Salary_In_Rupees,Employee_Location,Company_Location,Company_Size,Remote_Working_Ratio,Salary_USD,Job_Category
2021,Applied Machine Learning Scientist,MI,FT,33657899.0,US,US,L,50.0,403894.788,Machine Learning
2021,Data Analytics Manager,SE,FT,9548340.0,US,US,M,100.0,114580.08,Data Analytics
2021,Machine Learning Engineer,EN,FT,9946188.0,US,US,S,100.0,119354.256,Machine Learning
2021,Head of Data Science,EX,FT,6763408.0,RU,RU,M,0.0,81160.89600000001,Managerial
2021,Data Science Consultant,EN,FT,5079001.0,DE,DE,L,50.0,60948.012,Other
2021,Director of Data Science,EX,FT,10346104.0,DE,DE,M,50.0,124153.248,Managerial
2021,Data Engineer,EN,FT,6365560.0,US,US,L,100.0,76386.72,Data Engineering
2021,Director of Data Science,EX,FT,19892375.0,US,US,L,0.0,238708.5,Managerial
2021,Data Architect,MI,FT,11935425.0,US,US,L,100.0,143225.1,Data Engineering
2021,Data Analyst,EN,FT,4774170.0,US,US,S,100.0,57290.04,Data Analytics
2021,Principal Data Scientist,SE,FT,18698833.0,US,US,L,100.0,224385.996,Data Science
2021,Research Scientist,SE,FT,4834404.0,PT,PT,L,50.0,58012.848,Other
2021,Data Scientist,MI,FT,3185804.0,CL,CL,L,100.0,38229.648,Data Science
2021,Machine Learning Engineer,EN,FT,6445130.0,US,US,S,50.0,77341.56,Machine Learning
2021,Data Scientist,MI,FT,451875.0,IN,US,S,100.0,5422.5,Data Science
2021,Data Scientist,MI,FT,7219659.0,DE,DE,L,50.0,86635.908,Data Science
2021,Finance Data Analyst,SE,FT,4925034.0,GB,GB,L,50.0,59100.408,Data Analytics
2021,Machine Learning Scientist,MI,FL,954834.0,PK,PK,M,50.0,11458.008,Machine Learning
2021,Data Engineer,MI,FT,318278.0,IR,IR,M,100.0,3819.336,Data Engineering
2021,Data Analytics Engineer,SE,FT,3978475.0,VN,GB,M,100.0,47741.7,Data Analytics
2021,Data Science Consultant,EX,FT,5549256.0,FR,ES,S,100.0,66591.072,Other
2021,Machine Learning Engineer,EN,FT,1738116.0,CO,CO,M,50.0,20857.392,Machine Learning
2021,Big Data Engineer,MI,FT,1432251.0,MD,MD,S,0.0,17187.012,Data Engineering
2021,Data Science Manager,SE,FT,13845093.0,US,US,L,100.0,166141.116,Managerial
2021,Research Scientist,SE,FT,7647663.0,CA,CA,L,50.0,91771.956,Other
2021,BI Data Analyst,EN,FT,737768.0,KE,KE,S,100.0,8853.216,Data Analytics
2021,Machine Learning Engineer,SE,FT,1936881.0,IN,IN,L,100.0,23242.572,Machine Learning
2021,Data Science Consultant,EN,FT,7161255.0,US,US,S,100.0,85935.06,Other
2021,Machine Learning Infrastructure Engineer,SE,FT,15516053.0,US,US,M,100.0,186192.636,Data Engineering
2021,Data Scientist,MI,FT,3009716.0,ES,ES,L,100.0,36116.592,Data Science
2021,Research Scientist,SE,FT,3978475.0,FR,US,S,100.0,47741.7,Other
2021,Data Scientist,MI,FT,12731120.0,US,US,L,100.0,152773.44,Data Science
2021,Data Scientist,MI,FT,1026526.0,BR,BR,S,0.0,12318.312,Data Science
2021,Machine Learning Engineer,SE,FT,15913900.0,US,US,L,100.0,190966.8,Machine Learning
2021,Data Engineer,SE,FT,13128968.0,US,US,M,0.0,157547.616,Data Engineering
2021,Research Scientist,MI,FT,4514614.0,FR,FR,S,50.0,54175.368,Other
2021,Data Engineer,MI,FT,5253338.0,HK,GB,S,50.0,63040.056,Data Engineering
2021,Big Data Engineer,EN,FT,468028.0,IN,CH,L,0.0,5616.336,Data Engineering
2021,Machine Learning Engineer,EN,FT,1975154.0,DE,DE,M,50.0,23701.848,Machine Learning
2021,Principal Data Engineer,SE,FT,14720358.0,US,US,L,100.0,176644.296,Data Engineering
2021,Data Scientist,MI,FT,7219659.0,DE,DE,L,50.0,86635.908,Data Science
2021,Machine Learning Engineer,MI,FT,7054154.0,BE,BE,M,100.0,84649.848,Machine Learning
2021,Data Analytics Manager,SE,FT,11139730.0,US,US,L,100.0,133676.76,Data Analytics
2021,Data Scientist,MI,FT,9302789.0,GB,GB,L,50.0,111633.468,Data Science
2021,Data Scientist,MI,FT,2690086.0,IN,IN,M,0.0,32281.032,Data Science
2021,Data Scientist,MI,FT,4476262.0,GB,GB,L,50.0,53715.144,Data Science
2021,Machine Learning Scientist,SE,FT,17903138.0,US,CA,L,100.0,214837.656,Machine Learning
2021,Data Scientist,SE,FT,6981269.0,CA,CA,S,100.0,83775.228,Data Science
2021,Data Scientist,MI,FT,7054154.0,DE,DE,L,50.0,84649.848,Data Science
2021,Data Analyst,SE,FT,5711976.0,CA,CA,M,100.0,68543.712,Data Analytics
2021,Director of Data Engineering,SE,FT,15913900.0,US,US,L,100.0,190966.8,Data Engineering
2021,Data Analyst,SE,FT,15913900.0,US,US,L,100.0,190966.8,Data Analytics
2021,Research Scientist,MI,FT,5077330.0,CA,CA,M,100.0,60927.96,Other
2021,Data Scientist,MI,FT,3724569.0,ES,ES,M,100.0,44694.828,Data Science
2021,Data Scientist,EN,FT,318278.0,VN,VN,M,0.0,3819.336,Data Science
2021,Data Engineer,EN,FT,1721645.0,IN,IN,M,50.0,20659.74,Data Engineering
2021,Data Analyst,MI,FT,6365560.0,US,US,L,100.0,76386.72,Data Analytics
2021,Data Scientist,SE,FT,13128968.0,US,US,L,100.0,157547.616,Data Science
2021,AI Scientist,EN,FT,1436468.0,IN,AS,S,100.0,17237.616,Machine Learning
2021,Data Engineer,MI,FT,5745873.0,GB,GB,L,50.0,68950.476,Data Engineering
2021,Data Scientist,EN,FT,2915665.0,FR,FR,L,50.0,34987.98,Data Science
2021,Data Engineer,SE,FT,7661111.0,GB,GB,L,50.0,91933.332,Data Engineering
2021,Principal Data Analyst,SE,FT,13526815.0,US,US,M,100.0,162321.78,Data Analytics
2021,Data Scientist,EN,FT,7161255.0,US,US,S,100.0,85935.06,Data Science
2021,Data Scientist,EN,FT,2259694.0,IN,IN,M,100.0,27116.328,Data Science
2021,Data Analyst,MI,FT,7399964.0,US,US,L,100.0,88799.568,Data Analytics
2021,Data Engineer,MI,FT,15913900.0,US,US,L,100.0,190966.8,Data Engineering
2021,Principal Data Scientist,SE,FT,13826155.0,DE,DE,M,100.0,165913.86000000002,Data Science
2021,Machine Learning Engineer,SE,FT,14720358.0,US,US,L,50.0,176644.296,Machine Learning
2021,Director of Data Science,EX,FT,11286615.0,DE,DE,L,0.0,135439.38,Managerial
2021,Data Analyst,SE,FT,5079001.0,DE,DE,L,50.0,60948.012,Data Analytics
2021,Data Scientist,MI,FT,1345043.0,IN,IN,S,100.0,16140.516,Data Science
2021,Machine Learning Engineer,SE,FT,5272673.0,IN,IN,L,0.0,63272.076,Machine Learning
2021,Lead Data Engineer,SE,FT,12731120.0,PR,US,S,50.0,152773.44,Data Engineering
2021,Data Engineer,MI,FT,8893881.0,US,US,M,0.0,106726.572,Data Engineering
2021,Data Engineer,MI,FT,2229219.0,TR,TR,M,100.0,26750.628,Data Engineering
2021,Data Engineer,EN,FT,5173052.0,DE,DE,M,50.0,62076.624,Data Engineering
2021,Computer Vision Engineer,SE,FT,1504421.0,BR,BR,M,0.0,18053.052,Other
2021,Data Science Consultant,EN,FT,6113563.0,DE,DE,L,0.0,73362.75600000001,Other
2021,Data Scientist,SE,FT,6181277.0,FR,FR,M,50.0,74175.32400000001,Data Science
2021,Data Scientist,EN,FT,4615031.0,US,US,L,50.0,55380.372,Data Science
2021,AI Scientist,SE,FT,4376323.0,ES,ES,L,100.0,52515.876,Machine Learning
2021,Data Scientist,SE,FT,1604996.0,TR,TR,L,50.0,19259.952,Data Science
2021,Business Data Analyst,EN,FT,4702717.0,LU,LU,L,100.0,56432.604,Data Analytics
2021,Research Scientist,EN,FT,7956950.0,JE,CN,L,0.0,95483.4,Other
2021,Staff Data Scientist,SE,CT,8354798.0,US,US,M,100.0,100257.576,Data Science
2021,Research Scientist,MI,FT,5569785.0,CZ,CZ,L,50.0,66837.42,Other
2021,Data Scientist,MI,FT,8673076.0,US,US,L,50.0,104076.912,Data Science
2022,Data Engineer,SE,FT,10741883.0,US,US,M,100.0,128902.596,Data Engineering
2022,Data Analyst,SE,FT,9596082.0,US,US,M,100.0,115152.984,Data Analytics
2022,Data Scientist,MI,FT,10344035.0,US,US,M,0.0,124128.42,Data Science
2022,Data Scientist,MI,FT,7161255.0,US,US,M,0.0,85935.06,Data Science
2022,Data Engineer,MI,FT,11935425.0,US,US,M,100.0,143225.1,Data Engineering
2022,Data Analyst,SE,FT,8124046.0,US,US,M,100.0,97488.552,Data Analytics
2022,Data Analyst,SE,FT,6755451.0,US,US,M,100.0,81065.412,Data Analytics
2022,Data Scientist,SE,FT,10870785.0,US,US,M,100.0,130449.42,Data Science
2022,Data Scientist,SE,FT,7906026.0,US,US,M,100.0,94872.312,Data Science
2022,Data Scientist,SE,FT,8331086.0,GB,GB,M,0.0,99973.032,Data Science
2022,Data Scientist,SE,FT,11617147.0,US,US,M,100.0,139405.764,Data Science
2022,Data Scientist,SE,FT,9787049.0,US,US,M,100.0,117444.588,Data Science
2022,Data Analyst,SE,FT,7877381.0,US,US,M,0.0,94528.572,Data Analytics
2022,Data Analyst,MI,FT,8455055.0,US,US,M,0.0,101460.66,Data Analytics
2022,Data Engineer,EX,FT,19255819.0,US,US,M,100.0,231069.828,Data Engineering
2022,Data Scientist,MI,FT,5206869.0,GB,GB,M,0.0,62482.428,Data Science
2022,Data Engineer,MI,FT,6248275.0,GB,GB,M,0.0,74979.3,Data Engineering
2022,Data Engineer,MI,FT,4165543.0,GB,GB,M,0.0,49986.516,Data Engineering
2022,Data Engineer,EN,FT,3644840.0,GB,GB,M,100.0,43738.08,Data Engineering
2022,Data Scientist,SE,FT,9561071.0,US,US,M,100.0,114732.852,Data Science
2022,Data Analyst,SE,FT,7186717.0,US,US,M,100.0,86240.604,Data Analytics
2022,Data Engineer,SE,FT,14476875.0,US,US,M,0.0,173722.5,Data Engineering
2022,Data Engineer,SE,FT,17514043.0,US,US,M,0.0,210168.516,Data Engineering
2022,Data Engineer,SE,FT,12737486.0,US,US,M,0.0,152849.832,Data Engineering
2022,Data Analyst,EX,FT,10344035.0,US,US,M,100.0,124128.42,Data Analytics
2022,Data Analyst,EX,FT,8752645.0,US,US,M,100.0,105031.74,Data Analytics
2022,Data Analyst,SE,FT,13526815.0,US,US,M,100.0,162321.78,Data Analytics
2022,Data Analyst,SE,FT,7186717.0,US,US,M,100.0,86240.604,Data Analytics
2022,Data Analyst,SE,FT,8983397.0,US,US,M,100.0,107800.764,Data Analytics
2022,Data Analyst,SE,FT,7186717.0,US,US,M,100.0,86240.604,Data Analytics
2022,Data Engineer,SE,FT,13160795.0,US,US,M,100.0,157929.54,Data Engineering
2022,Data Engineer,SE,FT,10528636.0,US,US,M,100.0,126343.632,Data Engineering
2022,Data Engineer,SE,FT,19407001.0,US,US,M,100.0,232884.012,Data Engineering
2022,Data Analyst,SE,FT,8695355.0,US,US,M,100.0,104344.26,Data Analytics
2022,Data Engineer,SE,FT,7455662.0,US,US,M,100.0,89467.944,Data Engineering
2022,Head of Data Science,EX,FT,13357730.0,US,US,M,100.0,160292.76,Managerial
2022,Analytics Engineer,EX,FT,13924663.0,US,US,M,100.0,167095.956,Data Analytics
2022,Data Engineer,SE,FT,8657162.0,US,US,M,0.0,103885.944,Data Engineering
2022,Data Scientist,SE,FT,7602866.0,US,US,M,0.0,91234.392,Data Science
2022,Data Engineer,SE,FT,8991354.0,US,US,L,0.0,107896.248,Data Engineering
2022,Data Analyst,SE,FT,10741883.0,US,US,M,100.0,128902.596,Data Analytics
2022,Data Science Manager,SE,FT,10912241.0,US,US,M,100.0,130946.892,Managerial
2022,Data Scientist,SE,FT,9787049.0,US,US,M,100.0,117444.588,Data Science
2022,Data Engineer,SE,FT,6248275.0,GB,GB,M,0.0,74979.3,Data Engineering
2022,Data Engineer,SE,FT,5206869.0,GB,GB,M,0.0,62482.428,Data Engineering
2022,Data Scientist,SE,FT,11935425.0,US,US,M,0.0,143225.1,Data Science
2022,Data Architect,SE,FT,15309172.0,CA,CA,M,100.0,183710.064,Data Engineering
2022,Data Architect,SE,FT,7216954.0,CA,CA,M,100.0,86603.448,Data Engineering
2022,Data Analyst,SE,FT,10344035.0,CA,CA,M,100.0,124128.42,Data Analytics
2022,Data Analyst,SE,FT,4877610.0,CA,CA,M,100.0,58531.32,Data Analytics
2022,Data Scientist,SE,FT,11028333.0,US,US,M,100.0,132339.996,Data Science
2022,Data Engineer,SE,FT,10821452.0,US,US,M,0.0,129857.424,Data Engineering
2022,Data Analyst,MI,FT,4615031.0,US,US,S,0.0,55380.372,Data Analytics
2022,Analytics Engineer,EX,FT,10741883.0,US,US,M,100.0,128902.596,Data Analytics
2022,Data Scientist,SE,FT,13526815.0,US,US,M,100.0,162321.78,Data Science
2022,Machine Learning Engineer,SE,FT,15090356.0,US,US,M,0.0,181084.272,Machine Learning
2022,Machine Learning Engineer,SE,FT,13128649.0,US,US,M,0.0,157543.788,Machine Learning
2022,ETL Developer,MI,FT,4372901.0,GR,GR,M,0.0,52474.812,Data Engineering
2022,Data Engineer,SE,FT,13160795.0,US,US,M,100.0,157929.54,Data Engineering
2022,Data Architect,SE,FT,11760372.0,US,US,M,100.0,141124.464,Data Engineering
2022,Data Engineer,SE,FT,8081874.0,US,US,M,100.0,96982.488,Data Engineering
2022,Data Analyst,SE,FT,10254519.0,US,US,M,100.0,123054.228,Data Analytics
2022,Data Analyst,SE,FT,7455662.0,US,US,M,100.0,89467.944,Data Analytics
2022,Head of Machine Learning,EX,FT,6289094.0,IN,IN,L,50.0,75469.128,Machine Learning
2022,Data Engineer,SE,FT,10528636.0,US,US,M,100.0,126343.632,Data Engineering
2022,Machine Learning Engineer,EN,FT,2967942.0,GB,GB,L,100.0,35615.304000000004,Machine Learning
2022,Data Analyst,SE,FT,13049398.0,US,US,M,0.0,156592.776,Data Analytics
2022,Data Engineer,SE,FT,12333273.0,US,US,M,100.0,147999.276,Data Engineering
2022,Machine Learning Engineer,MI,FT,9893115.0,GB,GB,M,0.0,118717.38,Machine Learning
2022,AI Scientist,MI,FT,9548340.0,US,US,M,0.0,114580.08,Machine Learning
2022,Data Analyst,SE,FT,8983397.0,US,US,M,100.0,107800.764,Data Analytics
2022,Data Analyst,SE,FT,7186717.0,US,US,M,100.0,86240.604,Data Analytics
2022,Data Analytics Manager,SE,FT,11537578.0,US,US,M,100.0,138450.93600000002,Data Analytics
2022,Data Analytics Manager,SE,FT,8386625.0,US,US,M,100.0,100639.5,Data Analytics
2022,Data Engineer,MI,FT,9372412.0,GB,GB,M,0.0,112468.944,Data Engineering
2022,Data Scientist,SE,FT,17131313.0,US,US,L,100.0,205575.756,Data Science
2022,Data Engineer,SE,FT,12301445.0,US,US,L,100.0,147617.34,Data Engineering
2022,Data Analyst,SE,FT,9224810.0,US,US,M,0.0,110697.72,Data Analytics
2022,Data Analyst,SE,FT,6498123.0,US,US,M,0.0,77977.476,Data Analytics
2022,Data Engineer,SE,FT,13924663.0,US,US,M,100.0,167095.956,Data Engineering
2022,Data Analyst,MI,FT,4615031.0,US,US,S,0.0,55380.372,Data Analytics
2022,Data Engineer,SE,FT,14608960.0,US,US,L,100.0,175307.52,Data Engineering
2022,Data Analyst,MI,FT,4165543.0,GB,GB,M,100.0,49986.516,Data Analytics
2022,Data Scientist,SE,FT,14322510.0,US,US,M,100.0,171870.12,Data Science
2022,Data Scientist,MI,FT,3644840.0,GB,GB,M,0.0,43738.08,Data Science
2022,Data Engineer,MI,FT,5247529.0,GR,GR,M,100.0,62970.348,Data Engineering
2022,Data Engineer,MI,FT,3935587.0,GR,GR,M,100.0,47227.044,Data Engineering
2022,Data Engineer,MI,FT,4686166.0,GB,GB,M,100.0,56233.992,Data Engineering
2022,Data Science Engineer,SE,FT,4774170.0,AR,MX,L,100.0,57290.04,Other
2022,Machine Learning Scientist,MI,FT,12731120.0,US,US,L,100.0,152773.44,Machine Learning
2022,Data Science Manager,MI,FT,19176250.0,US,US,M,100.0,230115.0,Managerial
2022,Data Science Manager,MI,FT,12651551.0,US,US,M,100.0,151818.612,Managerial
2022,Data Scientist,SE,FT,6365560.0,US,US,M,0.0,76386.72,Data Science
2022,Data Engineer,SE,FT,8020606.0,US,US,L,100.0,96247.272,Data Engineering
2022,Data Engineer,MI,FT,3935587.0,ES,ES,M,100.0,47227.044,Data Engineering
2022,Data Scientist,SE,FT,11171558.0,US,US,L,0.0,134058.696,Data Science
2022,Data Analyst,MI,FT,3124137.0,GB,GB,M,100.0,37489.644,Data Analytics
2022,Data Analyst,MI,FT,2623725.0,ES,ES,M,100.0,31484.7,Data Analytics
2022,Data Engineer,MI,FT,6122077.0,ES,ES,M,100.0,73464.924,Data Engineering
2022,Data Engineer,MI,FT,8331086.0,GB,GB,M,100.0,99973.032,Data Engineering
2022,Data Engineer,MI,FT,5247529.0,ES,ES,M,100.0,62970.348,Data Engineering
2022,Machine Learning Engineer,SE,FT,15090356.0,US,US,M,0.0,181084.272,Machine Learning
2022,Machine Learning Engineer,SE,FT,13128649.0,US,US,M,0.0,157543.788,Machine Learning
2022,Data Engineer,MI,FT,6248275.0,GB,GB,M,100.0,74979.3,Data Engineering
2022,Data Scientist,SE,FT,17131313.0,US,US,L,0.0,205575.756,Data Science
2022,Data Engineer,MI,FT,6122077.0,GR,GR,M,100.0,73464.924,Data Engineering
2022,Data Engineer,SE,FT,16637982.0,US,US,L,100.0,199655.784,Data Engineering
2022,Data Engineer,SE,FT,12301445.0,US,US,L,100.0,147617.34,Data Engineering
2022,Data Engineer,SE,FT,14322510.0,US,US,M,100.0,171870.12,Data Engineering
2022,ML Engineer,EN,FT,1749176.0,PT,PT,L,100.0,20990.112,Machine Learning
2022,Machine Learning Developer,MI,FT,6269360.0,CA,CA,M,100.0,75232.32,Machine Learning
2022,Director of Data Science,EX,FT,15673521.0,CA,CA,L,50.0,188082.252,Managerial
2022,Machine Learning Engineer,MI,FT,9548340.0,US,US,S,100.0,114580.08,Machine Learning
2022,Computer Vision Engineer,EN,FT,9946188.0,US,US,M,0.0,119354.256,Other
2022,NLP Engineer,MI,FT,2962850.0,US,US,L,50.0,35554.200000000004,Data Science
2022,Lead Machine Learning Engineer,SE,FT,6996705.0,DE,DE,M,0.0,83960.46,Machine Learning
2022,Business Data Analyst,MI,FT,1467421.0,IN,IN,M,100.0,17609.052,Data Analytics
2022,Data Scientist,MI,FT,2515590.0,IN,IN,L,100.0,30187.08,Data Science
