index,max_depth,learn_rate,accuracy
533,11,0.673795918,36
534,11,0.694183673,61
535,11,0.714571429,49
536,11,0.734959184,73
537,11,0.755346939,72
538,11,0.775734694,46
539,11,0.796122449,71
540,11,0.816510204,48
541,11,0.836897959,38
542,11,0.857285714,68
543,11,0.877673469,41
544,11,0.898061224,45
545,11,0.91844898,40
546,11,0.938836735,58
547,11,0.95922449,45
548,11,0.979612245,37
549,11,1,48
550,12,0.001,88
551,12,0.021387755,67
552,12,0.04177551,84
553,12,0.062163265,64
554,12,0.08255102,63
555,12,0.102938776,87
556,12,0.123326531,78
557,12,0.143714286,57
558,12,0.164102041,65
559,12,0.184489796,58
560,12,0.204877551,69
561,12,0.225265306,47
562,12,0.245653061,70
563,12,0.266040816,70
564,12,0.286428571,36
565,12,0.306816327,75
566,12,0.327204082,57
567,12,0.347591837,64
568,12,0.367979592,43
569,12,0.388367347,46
570,12,0.408755102,76
571,12,0.429142857,72
572,12,0.449530612,49
573,12,0.469918367,65
574,12,0.490306122,70
575,12,0.510693878,56
576,12,0.531081633,72
577,12,0.551469388,40
578,12,0.571857143,54
579,12,0.592244898,49
580,12,0.612632653,61
581,12,0.633020408,39
582,12,0.653408163,60
583,12,0.673795918,77
584,12,0.694183673,60
585,12,0.714571429,53
586,12,0.734959184,75
587,12,0.755346939,43
588,12,0.775734694,74
589,12,0.796122449,75
590,12,0.816510204,49
591,12,0.836897959,67
592,12,0.857285714,73
593,12,0.877673469,68
594,12,0.898061224,58
595,12,0.91844898,50
596,12,0.938836735,68
597,12,0.95922449,60
598,12,0.979612245,52
599,12,1,68
600,13,0.001,54
601,13,0.021387755,89
602,13,0.04177551,88
603,13,0.062163265,58
604,13,0.08255102,52
605,13,0.102938776,56
606,13,0.123326531,66
607,13,0.143714286,83
608,13,0.164102041,79
609,13,0.184489796,87
610,13,0.204877551,73
611,13,0.225265306,68
612,13,0.245653061,72
613,13,0.266040816,62
614,13,0.286428571,68
615,13,0.306816327,39
616,13,0.327204082,57
617,13,0.347591837,37
618,13,0.367979592,45
619,13,0.388367347,40
620,13,0.408755102,45
621,13,0.429142857,68
622,13,0.449530612,73
623,13,0.469918367,48
624,13,0.490306122,66
625,13,0.510693878,71
626,13,0.531081633,59
627,13,0.551469388,50
628,13,0.571857143,64
629,13,0.592244898,43
630,13,0.612632653,40
631,13,0.633020408,64
632,13,0.653408163,39
633,13,0.673795918,47
634,13,0.694183673,37
635,13,0.714571429,62
636,13,0.734959184,66
637,13,0.755346939,71
638,13,0.775734694,71
639,13,0.796122449,61
640,13,0.816510204,62
641,13,0.836897959,40
642,13,0.857285714,55
643,13,0.877673469,46
644,13,0.898061224,45
645,13,0.91844898,75
646,13,0.938836735,73
647,13,0.95922449,41
648,13,0.979612245,43
649,13,1,58
650,14,0.001,78
651,14,0.021387755,60
652,14,0.04177551,65
653,14,0.062163265,65
654,14,0.08255102,83
655,14,0.102938776,62
656,14,0.123326531,86
657,14,0.143714286,56
658,14,0.164102041,56
659,14,0.184489796,76
660,14,0.204877551,44
661,14,0.225265306,64
662,14,0.245653061,49
663,14,0.266040816,75
664,14,0.286428571,76
665,14,0.306816327,57
666,14,0.327204082,46
667,14,0.347591837,58
668,14,0.367979592,36
669,14,0.388367347,72
670,14,0.408755102,56
671,14,0.429142857,61
672,14,0.449530612,71
673,14,0.469918367,58
674,14,0.490306122,36
675,14,0.510693878,75
676,14,0.531081633,50
677,14,0.551469388,56
678,14,0.571857143,44
679,14,0.592244898,44
680,14,0.612632653,45
681,14,0.633020408,61
682,14,0.653408163,76
683,14,0.673795918,70
684,14,0.694183673,60
685,14,0.714571429,61
686,14,0.734959184,46
687,14,0.755346939,73
688,14,0.775734694,37
689,14,0.796122449,42
690,14,0.816510204,53
691,14,0.836897959,62
692,14,0.857285714,69
693,14,0.877673469,62
694,14,0.898061224,52
695,14,0.91844898,59
696,14,0.938836735,60
697,14,0.95922449,42
698,14,0.979612245,41
699,14,1,59
700,15,0.001,80
701,15,0.021387755,78
702,15,0.04177551,70
703,15,0.062163265,76
704,15,0.08255102,68
705,15,0.102938776,54
706,15,0.123326531,67
707,15,0.143714286,72
708,15,0.164102041,72
709,15,0.184489796,87
710,15,0.204877551,42
711,15,0.225265306,36
712,15,0.245653061,67
713,15,0.266040816,48
714,15,0.286428571,65
715,15,0.306816327,58
716,15,0.327204082,54
717,15,0.347591837,67
718,15,0.367979592,65
719,15,0.388367347,64
720,15,0.408755102,64
721,15,0.429142857,65
722,15,0.449530612,51
723,15,0.469918367,75
724,15,0.490306122,54
725,15,0.510693878,53
726,15,0.531081633,36
727,15,0.551469388,49
728,15,0.571857143,37
729,15,0.592244898,63
730,15,0.612632653,65
731,15,0.633020408,73
732,15,0.653408163,39
733,15,0.673795918,36
734,15,0.694183673,43
735,15,0.714571429,64
736,15,0.734959184,74
737,15,0.755346939,38
738,15,0.775734694,67
739,15,0.796122449,45
740,15,0.816510204,45
741,15,0.836897959,54
742,15,0.857285714,69
743,15,0.877673469,68
744,15,0.898061224,58
745,15,0.91844898,63
746,15,0.938836735,67
747,15,0.95922449,42
748,15,0.979612245,64
749,15,1,43
750,16,0.001,48
751,16,0.021387755,52
752,16,0.04177551,60
753,16,0.062163265,86
754,16,0.08255102,83
755,16,0.102938776,56
756,16,0.123326531,87
757,16,0.143714286,84
758,16,0.164102041,66
759,16,0.184489796,89
760,16,0.204877551,56
761,16,0.225265306,49
762,16,0.245653061,66
763,16,0.266040816,53
764,16,0.286428571,42
765,16,0.306816327,45
766,16,0.327204082,42
767,16,0.347591837,68
768,16,0.367979592,58
769,16,0.388367347,56
770,16,0.408755102,54
771,16,0.429142857,54
772,16,0.449530612,71
773,16,0.469918367,64
774,16,0.490306122,53
775,16,0.510693878,37
776,16,0.531081633,36
777,16,0.551469388,40
778,16,0.571857143,55
779,16,0.592244898,46
780,16,0.612632653,77
781,16,0.633020408,37
782,16,0.653408163,38
783,16,0.673795918,58
784,16,0.694183673,47
785,16,0.714571429,55
786,16,0.734959184,40
787,16,0.755346939,72
788,16,0.775734694,73
789,16,0.796122449,65
790,16,0.816510204,44
791,16,0.836897959,69
792,16,0.857285714,70
793,16,0.877673469,57
794,16,0.898061224,59
795,16,0.91844898,52
796,16,0.938836735,45
797,16,0.95922449,65
798,16,0.979612245,58
799,16,1,67
800,17,0.001,65
801,17,0.021387755,69
802,17,0.04177551,57
803,17,0.062163265,72
804,17,0.08255102,71
805,17,0.102938776,52
806,17,0.123326531,80
807,17,0.143714286,85
808,17,0.164102041,63
809,17,0.184489796,69
810,17,0.204877551,77
811,17,0.225265306,71
812,17,0.245653061,76
813,17,0.266040816,73
814,17,0.286428571,69
815,17,0.306816327,52
816,17,0.327204082,72
817,17,0.347591837,60
818,17,0.367979592,73
819,17,0.388367347,47
820,17,0.408755102,58
821,17,0.429142857,77
822,17,0.449530612,57
823,17,0.469918367,56
824,17,0.490306122,62
825,17,0.510693878,66
826,17,0.531081633,41
827,17,0.551469388,62
828,17,0.571857143,75
829,17,0.592244898,69
830,17,0.612632653,47
831,17,0.633020408,42
832,17,0.653408163,45
833,17,0.673795918,52
834,17,0.694183673,61
835,17,0.714571429,56
836,17,0.734959184,63
837,17,0.755346939,37
838,17,0.775734694,36
839,17,0.796122449,71
840,17,0.816510204,61
841,17,0.836897959,64
842,17,0.857285714,56
843,17,0.877673469,46
844,17,0.898061224,75
845,17,0.91844898,46
846,17,0.938836735,71
847,17,0.95922449,74
848,17,0.979612245,75
849,17,1,70
850,18,0.001,86
851,18,0.021387755,73
852,18,0.04177551,81
853,18,0.062163265,86
854,18,0.08255102,68
855,18,0.102938776,69
856,18,0.123326531,81
857,18,0.143714286,74
858,18,0.164102041,56
859,18,0.184489796,87
860,18,0.204877551,36
861,18,0.225265306,60
862,18,0.245653061,75
863,18,0.266040816,77
864,18,0.286428571,60
865,18,0.306816327,74
866,18,0.327204082,70
867,18,0.347591837,38
868,18,0.367979592,72
869,18,0.388367347,65
870,18,0.408755102,73
871,18,0.429142857,69
872,18,0.449530612,47
873,18,0.469918367,54
874,18,0.490306122,72
875,18,0.510693878,52
876,18,0.531081633,45
877,18,0.551469388,47
878,18,0.571857143,51
879,18,0.592244898,59
880,18,0.612632653,54
881,18,0.633020408,43
882,18,0.653408163,66
883,18,0.673795918,56
884,18,0.694183673,52
885,18,0.714571429,58
886,18,0.734959184,72
887,18,0.755346939,51
888,18,0.775734694,41
889,18,0.796122449,43
890,18,0.816510204,60
891,18,0.836897959,53
892,18,0.857285714,60
893,18,0.877673469,47
894,18,0.898061224,50
895,18,0.91844898,61
896,18,0.938836735,76
897,18,0.95922449,61
898,18,0.979612245,67
899,18,1,45
900,19,0.001,63
901,19,0.021387755,71
902,19,0.04177551,73
903,19,0.062163265,59
904,19,0.08255102,66
905,19,0.102938776,54
906,19,0.123326531,56
907,19,0.143714286,74
908,19,0.164102041,70
909,19,0.184489796,88
910,19,0.204877551,53
911,19,0.225265306,77
912,19,0.245653061,74
913,19,0.266040816,52
914,19,0.286428571,49
915,19,0.306816327,66
916,19,0.327204082,59
917,19,0.347591837,70
918,19,0.367979592,69
919,19,0.388367347,38
920,19,0.408755102,72
921,19,0.429142857,75
922,19,0.449530612,61
923,19,0.469918367,58
924,19,0.490306122,74
925,19,0.510693878,50
926,19,0.531081633,39
927,19,0.551469388,64
928,19,0.571857143,57
929,19,0.592244898,60
930,19,0.612632653,48
931,19,0.633020408,53
932,19,0.653408163,68
933,19,0.673795918,51
934,19,0.694183673,77
935,19,0.714571429,37
936,19,0.734959184,70
937,19,0.755346939,77
938,19,0.775734694,69
939,19,0.796122449,65
940,19,0.816510204,48
941,19,0.836897959,48
942,19,0.857285714,53
943,19,0.877673469,67
944,19,0.898061224,67
945,19,0.91844898,70
946,19,0.938836735,74
947,19,0.95922449,64
948,19,0.979612245,64
949,19,1,51
950,20,0.001,62
951,20,0.021387755,75
952,20,0.04177551,52
953,20,0.062163265,77
954,20,0.08255102,54
955,20,0.102938776,66
956,20,0.123326531,52
957,20,0.143714286,84
958,20,0.164102041,52
959,20,0.184489796,62
960,20,0.204877551,50
961,20,0.225265306,59
962,20,0.245653061,39
963,20,0.266040816,47
964,20,0.286428571,72
965,20,0.306816327,72
966,20,0.327204082,41
967,20,0.347591837,74
968,20,0.367979592,59
969,20,0.388367347,46
970,20,0.408755102,48
971,20,0.429142857,69
972,20,0.449530612,60
973,20,0.469918367,42
974,20,0.490306122,39
975,20,0.510693878,43
976,20,0.531081633,55
977,20,0.551469388,64
978,20,0.571857143,45
979,20,0.592244898,69
980,20,0.612632653,61
981,20,0.633020408,76
982,20,0.653408163,38
983,20,0.673795918,41
984,20,0.694183673,40
985,20,0.714571429,40
986,20,0.734959184,58
987,20,0.755346939,44
988,20,0.775734694,70
989,20,0.796122449,55
990,20,0.816510204,77
991,20,0.836897959,70
992,20,0.857285714,53
993,20,0.877673469,52
994,20,0.898061224,59
995,20,0.91844898,38
996,20,0.938836735,67
997,20,0.95922449,70
998,20,0.979612245,73
999,20,1,48
