0.84, 11
0.84, 12
0.84, 13
0.84, 14
0.84, 15
0.84, 16
0.84, 17
0.84, 18
0.84, 19
0.84, 20
0.84, 21
0.84, 22
0.84, 23
0.84, 24
0.84, 25
0.84, 26
0.84, 27
0.84, 28
0.84, 29
0.85, 10
0.85, 11
0.85, 12
0.85, 13
0.85, 14
0.85, 15
0.85, 16
0.85, 17
0.85, 18
0.85, 19
0.85, 20
0.85, 21
0.85, 22
0.85, 23
0.85, 24
0.85, 25
0.85, 26
0.85, 27
0.85, 28
0.85, 29
0.87, 10
0.87, 11
0.87, 12
0.87, 13
0.87, 14
0.87, 15
0.87, 16
0.87, 17
0.87, 18
0.87, 19
0.87, 20
0.87, 21
0.87, 22
0.87, 23
0.87, 24
0.87, 25
0.87, 26
0.87, 27
0.87, 28
0.87, 29
0.88, 10
0.88, 11
0.88, 12
0.88, 13
0.88, 14
0.88, 15
0.88, 16
0.88, 17
0.88, 18
0.88, 19
0.88, 20
0.88, 21
0.88, 22
0.88, 23
0.88, 24
0.88, 25
0.88, 26
0.88, 27
0.88, 28
0.88, 29
0.90, 10
0.90, 11
0.90, 12
0.90, 13
0.90, 14
0.90, 15
0.90, 16
0.90, 17
0.90, 18
0.90, 19
0.90, 20
0.90, 21
0.90, 22
0.90, 23
0.90, 24
0.90, 25
0.90, 26
0.90, 27
0.90, 28
0.90, 29
0.91, 10
0.91, 11
0.91, 12
0.91, 13
0.91, 14
0.91, 15
0.91, 16
0.91, 17
0.91, 18
0.91, 19
0.91, 20
0.91, 21
0.91, 22
0.91, 23
0.91, 24
0.91, 25
0.91, 26
0.91, 27
0.91, 28
0.91, 29
0.93, 10
0.93, 11
0.93, 12
0.93, 13
0.93, 14
0.93, 15
0.93, 16
0.93, 17
0.93, 18
0.93, 19
0.93, 20
0.93, 21
0.93, 22
0.93, 23
0.93, 24
0.93, 25
0.93, 26
0.93, 27
0.93, 28
0.93, 29
0.94, 10
0.94, 11
0.94, 12
0.94, 13
0.94, 14
0.94, 15
0.94, 16
0.94, 17
0.94, 18
0.94, 19
0.94, 20
0.94, 21
0.94, 22
0.94, 23
0.94, 24
0.94, 25
0.94, 26
0.94, 27
0.94, 28
0.94, 29
0.96, 10
0.96, 11
0.96, 12
0.96, 13
0.96, 14
0.96, 15
0.96, 16
0.96, 17
0.96, 18
0.96, 19
0.96, 20
0.96, 21
0.96, 22
0.96, 23
0.96, 24
0.96, 25
0.96, 26
0.96, 27
0.96, 28
0.96, 29
0.97, 10
0.97, 11
0.97, 12
0.97, 13
0.97, 14
0.97, 15
0.97, 16
0.97, 17
0.97, 18
0.97, 19
0.97, 20
0.97, 21
0.97, 22
0.97, 23
0.97, 24
0.97, 25
0.97, 26
0.97, 27
0.97, 28
0.97, 29
0.99, 10
0.99, 11
0.99, 12
0.99, 13
0.99, 14
0.99, 15
0.99, 16
0.99, 17
0.99, 18
0.99, 19
0.99, 20
0.99, 21
0.99, 22
0.99, 23
0.99, 24
0.99, 25
0.99, 26
0.99, 27
0.99, 28
0.99, 29
1.00, 10
1.00, 11
1.00, 12
1.00, 13
1.00, 14
1.00, 15
1.00, 16
1.00, 17
1.00, 18
1.00, 19
1.00, 20
1.00, 21
1.00, 22
1.00, 23
1.00, 24
1.00, 25
1.00, 26
1.00, 27
1.00, 28
1.00, 29
1.02, 10
1.02, 11
1.02, 12
1.02, 13
1.02, 14
1.02, 15
1.02, 16
1.02, 17
1.02, 18
1.02, 19
1.02, 20
1.02, 21
1.02, 22
1.02, 23
1.02, 24
1.02, 25
1.02, 26
1.02, 27
1.02, 28
1.02, 29
1.03, 10
1.03, 11
1.03, 12
1.03, 13
1.03, 14
1.03, 15
1.03, 16
1.03, 17
1.03, 18
1.03, 19
1.03, 20
1.03, 21
1.03, 22
1.03, 23
1.03, 24
1.03, 25
1.03, 26
1.03, 27
1.03, 28
1.03, 29
1.05, 10
1.05, 11
1.05, 12
1.05, 13
1.05, 14
1.05, 15
1.05, 16
1.05, 17
1.05, 18
1.05, 19
1.05, 20
1.05, 21
1.05, 22
1.05, 23
1.05, 24
1.05, 25
1.05, 26
1.05, 27
1.05, 28
1.05, 29
1.06, 10
1.06, 11
1.06, 12
1.06, 13
1.06, 14
1.06, 15
1.06, 16
1.06, 17
1.06, 18
1.06, 19
1.06, 20
1.06, 21
1.06, 22
1.06, 23
1.06, 24
1.06, 25
1.06, 26
1.06, 27
1.06, 28
1.06, 29
1.08, 10
1.08, 11
1.08, 12
1.08, 13
1.08, 14
1.08, 15
1.08, 16
1.08, 17
1.08, 18
1.08, 19
1.08, 20
1.08, 21
1.08, 22
1.08, 23
1.08, 24
1.08, 25
1.08, 26
1.08, 27
1.08, 28
1.08, 29
1.09, 10
1.09, 11
1.09, 12
1.09, 13
1.09, 14
1.09, 15
1.09, 16
1.09, 17
1.09, 18
1.09, 19
1.09, 20
1.09, 21
1.09, 22
1.09, 23
1.09, 24
1.09, 25
1.09, 26
1.09, 27
1.09, 28
1.09, 29
1.11, 10
1.11, 11
1.11, 12
1.11, 13
1.11, 14
1.11, 15
1.11, 16
1.11, 17
1.11, 18
1.11, 19
1.11, 20
1.11, 21
1.11, 22
1.11, 23
1.11, 24
1.11, 25
1.11, 26
1.11, 27
1.11, 28
1.11, 29
1.12, 10
1.12, 11
1.12, 12
1.12, 13
1.12, 14
1.12, 15
1.12, 16
1.12, 17
1.12, 18
1.12, 19
1.12, 20
1.12, 21
1.12, 22
1.12, 23
1.12, 24
1.12, 25
1.12, 26
1.12, 27
1.12, 28
1.12, 29
1.14, 10
1.14, 11
1.14, 12
1.14, 13
1.14, 14
1.14, 15
1.14, 16
1.14, 17
1.14, 18
1.14, 19
1.14, 20
1.14, 21
1.14, 22
1.14, 23
1.14, 24
1.14, 25
1.14, 26
1.14, 27
1.14, 28
1.14, 29
1.15, 10
1.15, 11
1.15, 12
1.15, 13
1.15, 14
1.15, 15
1.15, 16
1.15, 17
1.15, 18
1.15, 19
1.15, 20
1.15, 21
1.15, 22
1.15, 23
1.15, 24
1.15, 25
1.15, 26
1.15, 27
1.15, 28
1.15, 29
1.17, 10
1.17, 11
1.17, 12
1.17, 13
1.17, 14
1.17, 15
1.17, 16
1.17, 17
1.17, 18
1.17, 19
1.17, 20
1.17, 21
1.17, 22
1.17, 23
1.17, 24
1.17, 25
1.17, 26
1.17, 27
1.17, 28
1.17, 29
1.18, 10
1.18, 11
1.18, 12
1.18, 13
1.18, 14
1.18, 15
1.18, 16
1.18, 17
1.18, 18
1.18, 19
1.18, 20
1.18, 21
1.18, 22
1.18, 23
1.18, 24
1.18, 25
1.18, 26
1.18, 27
1.18, 28
1.18, 29
1.20, 10
1.20, 11
1.20, 12
1.20, 13
1.20, 14
1.20, 15
1.20, 16
1.20, 17
1.20, 18
1.20, 19
1.20, 20
1.20, 21
1.20, 22
1.20, 23
1.20, 24
1.20, 25
1.20, 26
1.20, 27
1.20, 28
1.20, 29
1.21, 10
1.21, 11
1.21, 12
1.21, 13
1.21, 14
1.21, 15
1.21, 16
1.21, 17
1.21, 18
1.21, 19
1.21, 20
1.21, 21
1.21, 22
1.21, 23
1.21, 24
1.21, 25
1.21, 26
1.21, 27
1.21, 28
1.21, 29
1.23, 10
1.23, 11
1.23, 12
1.23, 13
1.23, 14
1.23, 15
1.23, 16
1.23, 17
1.23, 18
1.23, 19
1.23, 20
1.23, 21
1.23, 22
1.23, 23
1.23, 24
1.23, 25
1.23, 26
1.23, 27
1.23, 28
1.23, 29
1.24, 10
1.24, 11
1.24, 12
1.24, 13
1.24, 14
1.24, 15
1.24, 16
1.24, 17
1.24, 18
1.24, 19
1.24, 20
1.24, 21
1.24, 22
1.24, 23
1.24, 24
1.24, 25
1.24, 26
1.24, 27
1.24, 28
1.24, 29
1.26, 10
1.26, 11
1.26, 12
1.26, 13
1.26, 14
1.26, 15
1.26, 16
1.26, 17
1.26, 18
1.26, 19
1.26, 20
1.26, 21
1.26, 22
1.26, 23
1.26, 24
1.26, 25
1.26, 26
1.26, 27
1.26, 28
1.26, 29
1.27, 10
1.27, 11
1.27, 12
1.27, 13
1.27, 14
1.27, 15
1.27, 16
1.27, 17
1.27, 18
1.27, 19
1.27, 20
1.27, 21
1.27, 22
1.27, 23
1.27, 24
1.27, 25
1.27, 26
1.27, 27
1.27, 28
1.27, 29
1.29, 10
1.29, 11
1.29, 12
1.29, 13
1.29, 14
1.29, 15
1.29, 16
1.29, 17
1.29, 18
1.29, 19
1.29, 20
1.29, 21
1.29, 22
1.29, 23
1.29, 24
1.29, 25
1.29, 26
1.29, 27
1.29, 28
1.29, 29
1.30, 10
1.30, 11
1.30, 12
1.30, 13
1.30, 14
1.30, 15
1.30, 16
1.30, 17
1.30, 18
1.30, 19
1.30, 20
1.30, 21
1.30, 22
1.30, 23
1.30, 24
1.30, 25
1.30, 26
1.30, 27
1.30, 28
1.30, 29
1.32, 10
1.32, 11
1.32, 12
1.32, 13
1.32, 14
1.32, 15
1.32, 16
1.32, 17
1.32, 18
1.32, 19
1.32, 20
1.32, 21
1.32, 22
1.32, 23
1.32, 24
1.32, 25
1.32, 26
1.32, 27
1.32, 28
1.32, 29
1.33, 10
1.33, 11
1.33, 12
1.33, 13
1.33, 14
1.33, 15
1.33, 16
1.33, 17
1.33, 18
1.33, 19
1.33, 20
1.33, 21
1.33, 22
1.33, 23
1.33, 24
1.33, 25
1.33, 26
1.33, 27
1.33, 28
1.33, 29
1.35, 10
1.35, 11
1.35, 12
1.35, 13
1.35, 14
1.35, 15
1.35, 16
1.35, 17
1.35, 18
1.35, 19
1.35, 20
1.35, 21
1.35, 22
1.35, 23
1.35, 24
1.35, 25
1.35, 26
1.35, 27
1.35, 28
1.35, 29
1.36, 10
1.36, 11
1.36, 12
1.36, 13
1.36, 14
1.36, 15
1.36, 16
1.36, 17
1.36, 18
1.36, 19
1.36, 20
1.36, 21
1.36, 22
1.36, 23
1.36, 24
1.36, 25
1.36, 26
1.36, 27
1.36, 28
1.36, 29
1.38, 10
1.38, 11
1.38, 12
1.38, 13
1.38, 14
1.38, 15
1.38, 16
1.38, 17
1.38, 18
1.38, 19
1.38, 20
1.38, 21
1.38, 22
1.38, 23
1.38, 24
1.38, 25
1.38, 26
1.38, 27
1.38, 28
1.38, 29
1.39, 10
1.39, 11
1.39, 12
1.39, 13
1.39, 14
1.39, 15
1.39, 16
1.39, 17
1.39, 18
1.39, 19
1.39, 20
1.39, 21
1.39, 22
1.39, 23
1.39, 24
1.39, 25
1.39, 26
1.39, 27
1.39, 28
1.39, 29
1.41, 10
1.41, 11
1.41, 12
1.41, 13
1.41, 14
1.41, 15
1.41, 16
1.41, 17
1.41, 18
1.41, 19
1.41, 20
1.41, 21
1.41, 22
1.41, 23
1.41, 24
1.41, 25
1.41, 26
1.41, 27
1.41, 28
1.41, 29
1.42, 10
1.42, 11
1.42, 12
1.42, 13
1.42, 14
1.42, 15
1.42, 16
1.42, 17
1.42, 18
1.42, 19
1.42, 20
1.42, 21
1.42, 22
1.42, 23
1.42, 24
1.42, 25
1.42, 26
1.42, 27
1.42, 28
1.42, 29
1.44, 10
1.44, 11
1.44, 12
1.44, 13
1.44, 14
1.44, 15
1.44, 16
1.44, 17
1.44, 18
1.44, 19
1.44, 20
1.44, 21
1.44, 22
1.44, 23
1.44, 24
1.44, 25
1.44, 26
1.44, 27
1.44, 28
1.44, 29
1.45, 10
1.45, 11
1.45, 12
1.45, 13
1.45, 14
1.45, 15
1.45, 16
1.45, 17
1.45, 18
1.45, 19
1.45, 20
1.45, 21
1.45, 22
1.45, 23
1.45, 24
1.45, 25
1.45, 26
1.45, 27
1.45, 28
1.45, 29
1.47, 10
1.47, 11
1.47, 12
1.47, 13
1.47, 14
1.47, 15
1.47, 16
1.47, 17
1.47, 18
1.47, 19
1.47, 20
1.47, 21
1.47, 22
1.47, 23
1.47, 24
1.47, 25
1.47, 26
1.47, 27
1.47, 28
1.47, 29
1.48, 10
1.48, 11
1.48, 12
1.48, 13
1.48, 14
1.48, 15
1.48, 16
1.48, 17
1.48, 18
1.48, 19
1.48, 20
1.48, 21
1.48, 22
1.48, 23
1.48, 24
1.48, 25
1.48, 26
1.48, 27
1.48, 28
1.48, 29
1.50, 10
1.50, 11
1.50, 12
1.50, 13
1.50, 14
1.50, 15
1.50, 16
1.50, 17
1.50, 18
1.50, 19
1.50, 20
1.50, 21
1.50, 22
1.50, 23
1.50, 24
1.50, 25
1.50, 26
1.50, 27
1.50, 28
1.50, 29
