sales_id,book_id,store_id,time_id,sales_amount,quantity
382,5583,821,3125,6949.8,2340
383,5620,809,3034,792,480
384,5555,822,2415,6019.2,2280
385,5617,825,2238,5643,1900
386,5614,814,2158,3801.6,1280
387,5580,802,2500,475.2,160
388,5633,827,2469,4171.2,1580
389,5593,814,2471,877.8,380
390,5572,824,2350,877.8,380
391,5633,820,2766,1089,660
392,5623,826,2761,5405.4,2340
393,5594,801,3318,739.2,320
394,5625,799,3708,594,200
395,5623,818,2544,1386,600
396,5617,805,3337,3333,2020
397,5605,800,3191,2079,1260
398,5551,825,2564,3300,2000
399,5607,800,2895,1623.6,820
400,5561,803,3505,2277,1380
401,5560,823,3329,1524.6,660
402,5633,830,3821,1155,700
403,5619,799,2060,7009.2,2360
404,5600,825,3263,4237.2,2140
405,5557,816,3505,3135,1900
406,5620,830,3721,4237.2,2140
407,5625,812,2123,772.2,260
408,5602,804,3335,2079,900
409,5612,807,2560,5266.8,2280
410,5565,804,2055,5266.8,2280
411,5583,809,3754,1056,400
412,5625,819,3496,4217.4,1420
413,5572,820,2482,1188,400
414,5625,802,2128,3531,2140
415,5605,812,3003,2534.4,1280
416,5612,826,2674,3643.2,1380
417,5553,802,3268,5860.8,2220
418,5602,806,3839,2098.8,1060
419,5602,800,2606,5332.8,2020
420,5562,822,2505,2956.8,1120
421,5631,828,2778,4158,2100
422,5614,806,3317,4078.8,2060
423,5571,811,3939,3405.6,1720
424,5618,817,2251,1108.8,420
425,5603,809,2613,4336.2,1460
426,5575,812,2023,4593.6,1740
427,5626,824,3316,2296.8,1160
428,5626,827,3051,2455.2,1240
429,5560,820,3790,1108.8,480
430,5620,830,2852,5313,2300
431,5625,800,2972,3069,1860
432,5589,806,3358,211.2,80
433,5609,809,3373,165,100
434,5588,799,3277,1366.2,460
435,5623,801,3385,4224,1600
436,5632,819,3578,4699.2,1780
437,5630,805,3761,4488,1700
438,5632,827,2487,3168,1600
439,5632,815,2736,891,300
440,5633,804,2924,2336.4,1180
441,5624,801,2624,462,280
442,5608,810,3152,3557.4,1540
443,5555,808,2366,1346.4,680
444,5594,804,3772,1425.6,540
445,5622,828,3630,3399,2060
446,5552,824,2004,1894.2,820
447,5566,809,2231,6890.4,2320
448,5599,823,2524,3973.2,1720
449,5627,799,2419,2508,1520
450,5566,814,2731,1339.8,580
451,5589,806,3039,5464.8,1840
452,5582,798,3210,1940.4,980
453,5585,826,3402,5702.4,2160
454,5566,825,3918,4395.6,2220
455,5624,822,2685,2633.4,1140
456,5619,816,3288,4158,1400
457,5629,824,3149,6890.4,2320
458,5565,822,2299,5280,2000
459,5591,801,2991,2587.2,980
460,5588,824,2049,3418.8,1480
461,5582,806,2374,6593.4,2220
462,5600,823,3999,4488,1700
463,5616,830,3759,1894.2,820
464,5590,800,2108,184.8,80
465,5620,823,2366,2541,1540
466,5626,819,2065,1201.2,520
467,5562,830,2800,2217.6,1120
468,5591,806,2911,990,500
469,5591,814,2720,5821.2,1960
470,5629,798,2270,2956.8,1280
471,5608,823,2184,2725.8,1180
472,5624,828,3726,2277,1380
473,5585,814,3550,1485,500
474,5593,800,3628,4620,2000
475,5577,800,2741,198,120
476,5613,813,3075,772.2,260
477,5574,808,3173,1069.2,360
478,5625,801,2014,4250.4,1840
479,5557,811,3181,831.6,420
480,5602,808,2136,2904,1760
481,5592,818,2560,3267,1100
482,5561,829,2254,2217.6,840
483,5602,805,3077,1709.4,740
484,5587,822,2346,4811.4,1620
485,5570,806,2335,4197.6,2120
486,5555,828,2986,396,240
487,5625,798,3418,5880.6,1980
488,5610,820,3367,990,500
489,5553,830,3759,712.8,360
490,5573,826,3616,2263.8,980
491,5574,810,3982,3445.2,1740
492,5605,810,2683,924,560
493,5584,808,3505,2732.4,920
494,5591,819,2665,3049.2,1320
495,5564,800,2596,3234,1400
496,5590,825,3391,3742.2,1620
497,5576,824,2764,2772,1200
498,5555,817,3488,297,100
499,5584,816,2269,4930.2,1660
500,5587,824,3907,2692.8,1020
501,5596,803,2780,3722.4,1880
502,5553,808,3237,5121.6,1940
503,5627,813,3588,4276.8,2160
504,5595,806,2854,3484.8,1320
505,5602,830,2908,2125.2,920
506,5568,813,2359,5702.4,1920
507,5589,828,3243,3102,1880
508,5558,810,2225,1346.4,680
509,5606,830,3954,5016,1900
510,5598,812,3583,5405.4,2340
511,5616,815,2920,4276.8,1440
512,5566,808,2688,4804.8,1820
513,5601,815,3838,5438.4,2060
514,5568,817,3799,594,360
515,5577,826,3278,2851.2,1080
516,5592,830,3643,3649.8,1580
517,5577,805,2476,4118.4,1560
518,5564,817,2126,1023,620
519,5609,803,3791,3696,2240
520,5553,814,2597,5438.4,2060
521,5610,811,2297,950.4,360
522,5611,818,2955,5174.4,1960
523,5627,818,3322,5359.2,2320
524,5597,816,3048,2098.8,1060
525,5569,805,2676,5405.4,1820
526,5583,829,2539,4481.4,1940
527,5568,820,3877,2244,1360
528,5585,804,2651,772.2,260
529,5555,798,2791,1188,400
530,5598,820,2925,1584,960
531,5574,805,2722,4699.2,1780
532,5555,824,3323,2494.8,1080
533,5559,812,3643,3557.4,1540
534,5555,799,3147,1603.8,540
535,5582,824,2259,693,420
536,5591,830,2291,4039.2,1360
537,5568,816,3655,6474.6,2180
538,5577,823,2262,323.4,140
539,5552,818,2288,2851.2,1440
540,5576,800,3611,4435.2,2240
541,5624,806,2205,891,540
542,5623,800,3040,5583.6,1880
543,5600,821,3386,633.6,240
544,5587,829,3180,6593.4,2220
545,5573,818,2527,1089,660
546,5624,816,2380,3999.6,2020
547,5589,824,3644,1623.6,820
548,5567,804,2046,1584,800
549,5551,826,3392,831.6,280
550,5568,825,2073,4573.8,1980
551,5552,828,3246,1841.4,620
552,5566,805,2361,475.2,180
553,5616,808,3418,6283.2,2380
554,5592,800,2661,363,220
555,5565,802,3866,356.4,120
556,5625,825,3959,165,100
557,5585,798,3579,3168,1920
558,5586,823,2449,739.2,280
559,5558,803,2388,2098.8,1060
560,5584,819,2186,772.2,260
561,5555,805,3895,2574,1300
562,5593,821,2920,2930.4,1480
563,5578,817,3998,3920.4,1980
564,5563,803,3356,3445.2,1160
565,5567,814,2893,4336.2,1460
566,5631,813,2030,2864.4,1240
567,5560,825,2267,3979.8,1340
568,5615,826,3183,158.4,80
569,5623,799,3105,1485,500
570,5582,827,3696,5702.4,1920
571,5569,819,2888,1716,1040
572,5607,815,3736,2316.6,780
573,5632,803,2438,1617,980
574,5615,809,3348,2046,1240
575,5588,800,3300,686.4,260
576,5628,817,3397,1029.6,520
577,5605,804,2633,3960,1500
578,5587,801,2153,2930.4,1480
579,5602,806,3520,1960.2,660
580,5556,817,2658,3537.6,1340
581,5561,806,3605,3168,1200
582,5599,808,2683,6949.8,2340
583,5618,812,3622,2197.8,740
584,5554,828,3187,323.4,140
585,5579,798,3101,1636.8,620
586,5592,814,3605,5016,1900
587,5605,828,2260,2851.2,960
588,5618,815,2337,871.2,440
589,5615,824,3189,2415.6,1220
590,5588,800,2383,297,100
591,5586,799,2297,1306.8,660
592,5628,807,3860,2079,700
593,5622,829,2536,3432,2080
594,5550,807,3661,5966.4,2260
595,5575,815,2749,4435.2,1920
596,5625,820,2108,4435.2,2240
597,5562,819,2899,1267.2,640
598,5596,813,2227,4039.2,2040
599,5558,825,3416,1636.8,620
600,5576,807,2288,4389,1900
601,5574,810,3772,198,100
602,5569,825,2147,1709.4,740
603,5587,829,2022,4019.4,1740
604,5599,816,3069,871.2,440
605,5624,821,2728,858,520
606,5590,807,3070,198,120
607,5563,803,3884,5280,2000
608,5556,827,2102,1716,1040
609,5562,807,3168,2739,1660
610,5586,830,2836,356.4,180
611,5579,804,3312,475.2,180
612,5570,824,3256,3511.2,1520
613,5625,825,3180,356.4,180
614,5623,799,3122,3623.4,1220
615,5625,809,2680,752.4,380
616,5596,821,2552,2376,1440
617,5568,826,2330,528,320
618,5594,817,3629,2534.4,1280
619,5592,811,2944,2904,1100
620,5631,827,2476,475.2,180
621,5584,818,3199,3003,1820
622,5596,824,3143,6593.4,2220
623,5597,829,2768,2178,1100
624,5597,823,2767,3003,1820
625,5553,827,3243,363,220
626,5577,811,2984,3009.6,1140
627,5611,807,3223,3795,2300
628,5558,814,3567,1425.6,480
629,5599,816,3394,3300,2000
630,5631,828,3465,3432,1300
631,5630,805,2579,1900.8,640
632,5600,809,2828,877.8,380
633,5551,806,3283,5220.6,2260
634,5603,820,3580,3207.6,1620
635,5600,820,2083,1485,500
636,5559,813,3805,3148.2,1060
637,5555,806,3726,4316.4,2180
638,5597,809,2273,6355.8,2140
639,5555,821,2250,2481.6,940
640,5624,812,3796,6230.4,2360
641,5604,801,2553,712.8,360
642,5604,798,2721,3088.8,1560
643,5572,803,3029,1940.4,840
644,5563,804,2963,2673,1620
645,5582,825,3733,6058.8,2040
646,5592,822,3938,2805,1700
647,5617,813,2777,1155,500
648,5634,817,3053,2613.6,1320
649,5587,801,3240,2481.6,940
650,5616,816,2256,1603.8,540
651,5590,800,3099,4752,1600
652,5583,820,2153,2079,700
653,5628,813,3287,5359.2,2320
654,5618,823,2920,1188,600
655,5578,808,3083,6415.2,2160
656,5615,807,3888,1221,740
657,5595,824,2462,2871,1740
658,5573,804,2279,1386,840
659,5613,802,3424,2435.4,820
660,5600,822,3391,792,480
661,5559,817,3369,4111.8,1780
662,5558,824,3775,1518,920
663,5557,817,3703,5313,2300
664,5579,817,3880,3141.6,1360
665,5580,820,2378,785.4,340
666,5553,829,2205,2574,1560
667,5632,812,3419,4593.6,1740
668,5574,827,2438,3729,2260
669,5578,819,3084,3036,1840
670,5603,798,3390,4382.4,1660
671,5609,801,3669,2415.6,1220
672,5599,815,3586,5121.6,1940
673,5561,828,2443,1544.4,520
674,5621,805,2201,1584,960
675,5567,826,3388,5497.8,2380
676,5598,810,2882,2798.4,1060
677,5581,823,2038,1848,700
678,5611,813,2802,4224,1600
679,5556,799,2673,5346,1800
680,5599,822,2688,1518,920
681,5612,828,2469,594,300
682,5606,830,3584,3696,1600
683,5602,825,2686,3504.6,1180
684,5594,810,3272,2112,1280
685,5631,799,3200,4395.6,1480
686,5591,825,3621,4316.4,2180
687,5608,806,3062,2376,800
688,5557,829,2045,1188,720
689,5563,818,2386,752.4,380
690,5625,807,2800,2059.2,1040
691,5608,807,3871,2244,1360
692,5586,827,3425,5035.8,2180
693,5615,802,2708,1894.2,820
694,5616,819,3882,6058.8,2040
695,5612,813,3884,2534.4,960
696,5623,808,3507,5880.6,1980
697,5605,829,3377,4395.6,2220
698,5609,806,3952,1749,1060
699,5571,822,3093,3465,1500
700,5617,806,3864,3696,2240
701,5565,824,3031,3465,2100
702,5587,829,2786,422.4,160
703,5571,808,3171,1465.2,740
704,5595,801,2186,2059.2,780
705,5569,803,2665,2970,1800
706,5567,822,3919,4712.4,2040
707,5608,801,2741,2211,1340
708,5595,813,2819,369.6,140
709,5570,818,2268,4329.6,1640
710,5634,813,3363,1188,720
711,5596,804,2304,1016.4,440
712,5585,817,3373,4395.6,2220
713,5600,813,3537,7068.6,2380
714,5551,827,2806,2970,1500
715,5582,799,2568,198,100
716,5598,798,3785,3267,1980
717,5610,813,2412,435.6,220
718,5565,800,3358,5174.4,2240
719,5607,828,3633,2851.2,1440
720,5612,799,2077,1188,400
721,5552,810,3476,3003,1820
722,5577,809,3582,739.2,280
723,5599,809,3911,6019.2,2280
724,5632,811,2128,4943.4,2140
725,5623,805,3997,2679.6,1160
726,5614,807,3806,3880.8,1960
727,5608,804,3379,508.2,220
728,5603,829,2019,4217.4,1420
729,5592,806,3661,1353,820
730,5573,812,3128,2970,1000
731,5623,823,3796,594,300
732,5589,822,3420,3280.2,1420
733,5612,804,3864,5220.6,2260
734,5580,803,2623,1544.4,520
735,5558,812,2480,2409,1460
736,5575,804,3461,6890.4,2320
737,5609,830,2086,2138.4,1080
738,5591,805,2685,3432,1300
739,5603,803,2360,1320,500
740,5566,817,3569,2798.4,1060
741,5582,830,2114,316.8,120
742,5565,830,2057,2059.2,780
743,5554,808,3956,1782,600
744,5567,819,2659,3187.8,1380
745,5551,824,2986,4488,1700
746,5610,821,2014,2079,900
747,5616,809,3575,2415.6,1220
748,5580,812,3595,4633.2,2340
749,5623,816,2049,3880.8,1680
750,5615,830,3652,1544.4,520
751,5593,819,3238,1617,700
752,5594,811,3388,3927,1700
753,5597,807,2636,693,420
754,5558,800,3970,4118.4,1560
755,5629,802,2882,158.4,80
756,5630,827,2858,2607,1580
757,5559,822,2097,4224,1600
758,5625,812,3792,2613.6,880
759,5629,811,3632,3927,1700
760,5585,821,3818,1023,620
761,5550,817,3843,6890.4,2320
762,5567,829,2661,5227.2,1980
763,5550,814,3479,3597,2180
764,5574,818,2521,2217.6,1120
765,5569,812,2291,3036,1840
766,5599,825,2732,4481.4,1940
767,5565,809,3159,3009.6,1520
768,5579,803,3071,3399,2060
769,5587,815,2878,4217.4,1420
770,5614,829,2357,4752,1800
771,5605,829,3851,3762,2280
772,5629,830,2673,693,420
773,5570,820,3150,4989.6,1680
774,5601,807,2701,2270.4,860
775,5614,827,2278,1148.4,580
776,5610,830,3561,950.4,320
777,5630,799,3717,3663,2220
778,5603,817,3790,5167.8,1740
779,5585,827,3479,4897.2,2120
780,5576,824,2711,1425.6,480
781,5563,828,3277,4065.6,1760
782,5570,820,2746,6712.2,2260
783,5604,823,2149,2772,1400
784,5627,820,2319,1221,740
785,5627,825,2718,5761.8,1940
786,5602,811,3415,363,220
787,5562,825,3160,2745.6,1040
788,5632,818,2290,2851.2,1080
789,5599,804,3861,1900.8,640
790,5592,817,2735,1531.2,580
791,5576,809,3943,4336.2,1460
792,5556,804,2202,739.2,280
793,5632,813,3455,3643.2,1380
794,5629,802,2488,633.6,240
795,5604,817,2657,4296.6,1860
796,5580,801,3978,4019.4,1740
797,5573,829,3174,1003.2,380
798,5609,801,2372,739.2,320
799,5582,820,2153,2376,900
800,5566,801,3210,4171.2,1580
801,5592,818,2368,5643,1900
802,5588,815,2767,3379.2,1280
803,5558,812,3051,990,500
804,5597,812,2870,1247.4,420
805,5631,810,2300,726,440
806,5617,829,2992,2811.6,1420
807,5592,804,3643,323.4,140
808,5560,811,3563,1267.2,480
809,5583,809,2006,2791.8,940
810,5560,810,2191,3630,2200
811,5630,798,2859,673.2,340
812,5557,829,2177,4435.2,1920
813,5590,828,2363,554.4,240
814,5588,813,3249,3841.2,1940
815,5550,803,2386,2534.4,1280
816,5609,811,3749,1782,900
817,5581,801,3454,2138.4,720
818,5569,801,2077,1267.2,640
819,5588,805,2479,2574,1560
820,5610,827,2895,1056,400
821,5608,804,3247,4699.2,1780
822,5555,801,3339,6712.2,2260
823,5556,799,2664,1551,940
824,5629,809,2559,1452,880
825,5626,817,3898,1663.2,560
826,5572,810,3210,2838,1720
827,5586,830,3805,5755.2,2180
828,5591,798,3778,3504.6,1180
829,5551,829,3158,3696,2240
830,5617,824,2743,5755.2,2180
831,5603,808,3457,792,400
832,5624,830,3219,3234,1960
833,5620,827,3822,1188,400
834,5559,812,2889,3630,2200
835,5590,815,3267,5643,1900
836,5626,828,2552,422.4,160
837,5616,819,3223,877.8,380
838,5627,827,3897,3682.8,1860
839,5601,798,2560,2112,1280
840,5621,826,2845,2838,1720
841,5552,805,2494,1848,1120
842,5557,801,3856,4217.4,1420
843,5613,801,2395,3049.2,1540
844,5581,825,2634,3960,2000
845,5563,809,3158,4455,1500
846,5587,811,3481,4455,1500
847,5589,822,2404,1524.6,660
848,5577,815,3968,5174.4,2240
849,5620,807,3165,396,240
850,5596,827,3875,3326.4,1120
851,5622,800,2658,1452,880
852,5594,818,3052,2805,1700
853,5598,821,3169,3326.4,1120
854,5581,816,3264,2791.8,940
855,5601,814,2252,1980,1000
856,5606,810,2929,369.6,140
857,5608,802,3824,4752,1800
858,5559,807,3160,752.4,380
859,5581,808,3839,5346,1800
860,5615,810,2400,4692.6,1580
861,5615,810,2387,2607,1580
862,5615,802,2227,2197.8,740
863,5569,819,2407,1504.8,760
864,5611,819,2350,4111.8,1780
865,5605,801,2628,910.8,460
866,5608,801,3166,5266.8,2280
867,5619,809,3501,2197.8,740
868,5633,799,3676,831.6,360
869,5600,801,3473,2508,1520
870,5571,801,2423,4065.6,1540
871,5579,823,2313,4989.6,2160
872,5583,819,3542,6124.8,2320
873,5613,820,2307,2343,1420
874,5634,805,2580,3267,1980
875,5560,828,2116,4276.8,1620
876,5560,808,2805,2428.8,920
877,5580,818,2216,3498,2120
878,5551,815,3713,2217.6,960
879,5606,828,3930,2613.6,1320
880,5631,799,3786,3445.2,1160
881,5583,825,2006,3801.6,1440
882,5615,827,2254,6771.6,2280
883,5594,800,2371,2112,1280
884,5624,823,2715,3187.8,1380
885,5612,827,3354,3049.2,1320
886,5610,822,3963,2376,800
887,5617,806,3890,3135,1900
888,5564,829,3427,4692.6,1580
889,5603,815,2266,2376,900
890,5556,811,3463,1089,660
891,5570,811,2093,580.8,220
892,5587,827,2637,356.4,120
893,5615,823,2780,3405.6,1720
894,5615,824,3734,3062.4,1160
895,5555,824,3545,4897.2,2120
896,5577,824,2844,4963.2,1880
897,5615,820,2533,6177.6,2340
898,5626,826,3562,6230.4,2360
899,5631,821,2336,2475,1500
900,5634,806,3348,6534,2200
901,5619,808,2505,6177.6,2080
902,5569,799,3001,6652.8,2240
903,5559,799,2759,1900.8,960
904,5633,820,2556,5128.2,2220
905,5631,809,2901,4514.4,1520
906,5571,812,3473,1432.2,620
907,5613,809,2713,6177.6,2340
908,5598,817,3912,3927,2380
909,5572,806,3551,970.2,420
910,5596,830,2386,3920.4,1980
911,5604,801,3898,5313,2300
912,5572,825,3233,3623.4,1220
913,5616,815,3991,4573.8,1980
914,5551,798,2211,4336.2,1460
915,5558,830,2512,3907.2,1480
916,5563,815,3302,3531,2140
917,5550,814,2000,3643.2,1380
918,5620,816,2099,2692.8,1360
919,5629,819,2214,1214.4,460
920,5633,807,2244,2739,1660
