sliding_tackle,aggression,scaled_sliding_tackle,scaled_aggression
80.0,78.0,3.3658138196264584,4.610472403114159
86.0,83.0,3.618249856098443,4.906015505877887
81.0,85.0,3.407886492371789,5.024232746983378
11.0,31.0,0.462799400198638,1.8323672371351143
86.0,81.0,3.618249856098443,4.787798264772396
84.0,87.0,3.534104510607781,5.142449988088869
88.0,70.0,3.702395201589104,4.137603438692194
85.0,87.0,3.5761771833531117,5.142449988088869
39.0,45.0,1.6408342370678983,2.659887924873553
35.0,58.0,1.4725435460865755,3.4282999920592463
85.0,72.0,3.5761771833531117,4.255820679797685
57.0,84.0,2.3981423464838514,4.9651241264306325
38.0,73.0,1.5987615643225677,4.31492930035043
86.0,81.0,3.618249856098443,4.787798264772396
26.0,48.0,1.093889491378599,2.83721378653179
21.0,55.0,0.8835261276519453,3.2509741304010094
85.0,87.0,3.5761771833531117,5.142449988088869
12.0,41.0,0.5048720729439687,2.4234534426625705
87.0,86.0,3.6603225288437735,5.083341367536123
85.0,79.0,3.5761771833531117,4.669581023666904
76.0,86.0,3.1975231286451353,5.083341367536123
75.0,83.0,3.1554504558998047,4.906015505877887
75.0,86.0,3.1554504558998047,5.083341367536123
31.0,56.0,1.3042528551052526,3.3100827509537547
16.0,35.0,0.6731627639252916,2.068801719346097
85.0,79.0,3.5761771833531117,4.669581023666904
45.0,59.0,1.8932702735398828,3.4874086126119916
16.0,51.0,0.6731627639252916,3.0145396481900266
51.0,44.0,2.145706310011867,2.6007793043208074
78.0,82.0,3.2816684741357967,4.846906885325141
10.0,36.0,0.4207267274533073,2.1279103398988424
14.0,20.0,0.5890174184346302,1.1821724110549126
21.0,52.0,0.8835261276519453,3.0736482687427724
84.0,82.0,3.534104510607781,4.846906885325141
19.0,75.0,0.7993807821612838,4.433146541455922
84.0,88.0,3.534104510607781,5.201558608641615
84.0,84.0,3.534104510607781,4.9651241264306325
83.0,78.0,3.4920318378624504,4.610472403114159
34.0,56.0,1.4304708733412448,3.3100827509537547
49.0,82.0,2.0615609645212056,4.846906885325141
40.0,62.0,1.6829069098132292,3.6647344742702286
33.0,54.0,1.3883982005959141,3.1918655098482636
61.0,77.0,2.5664330374651745,4.551363782561413
87.0,89.0,3.6603225288437735,5.26066722919436
17.0,26.0,0.7152354366706224,1.5368241343713862
63.0,63.0,2.650578382955836,3.7238430948229744
61.0,61.0,2.5664330374651745,3.6056258537174832
82.0,81.0,3.4499591651171198,4.787798264772396
8.0,35.0,0.3365813819626458,2.068801719346097
78.0,84.0,3.2816684741357967,4.9651241264306325
85.0,83.0,3.5761771833531117,4.906015505877887
41.0,63.0,1.7249795825585599,3.7238430948229744
32.0,83.0,1.3463255278505832,4.906015505877887
17.0,62.0,0.7152354366706224,3.6647344742702286
86.0,80.0,3.618249856098443,4.72868964421965
71.0,75.0,2.9871597649184816,4.433146541455922
83.0,80.0,3.4920318378624504,4.72868964421965
19.0,40.0,0.7993807821612838,2.364344822109825
83.0,78.0,3.4920318378624504,4.610472403114159
42.0,66.0,1.7670522553038905,3.9011689564812113
78.0,88.0,3.2816684741357967,5.201558608641615
23.0,61.0,0.9676714731426067,3.6056258537174832
13.0,38.0,0.5469447456892995,2.2461275810043335
82.0,74.0,3.4499591651171198,4.374037920903176
19.0,25.0,0.7993807821612838,1.4777155138186406
79.0,81.0,3.3237411468811273,4.787798264772396
85.0,84.0,3.5761771833531117,4.9651241264306325
18.0,63.0,0.7573081094159531,3.7238430948229744
32.0,77.0,1.3463255278505832,4.551363782561413
84.0,90.0,3.534104510607781,5.319775849747106
51.0,65.0,2.145706310011867,3.8420603359284655
51.0,58.0,2.145706310011867,3.4282999920592463
27.0,30.0,1.1359621641239297,1.7732586165823687
68.0,68.0,2.8609417466824896,4.0193861975867025
26.0,72.0,1.093889491378599,4.255820679797685
83.0,78.0,3.4920318378624504,4.610472403114159
47.0,31.0,1.9774156190305443,1.8323672371351143
78.0,87.0,3.2816684741357967,5.142449988088869
86.0,81.0,3.618249856098443,4.787798264772396
82.0,73.0,3.4499591651171198,4.31492930035043
32.0,54.0,1.3463255278505832,3.1918655098482636
73.0,79.0,3.0713051104091433,4.669581023666904
28.0,75.0,1.1780348368692604,4.433146541455922
43.0,57.0,1.8091249280492214,3.3691913715065005
64.0,88.0,2.6926510557011665,5.201558608641615
62.0,74.0,2.608505710210505,4.374037920903176
83.0,79.0,3.4920318378624504,4.669581023666904
61.0,69.0,2.5664330374651745,4.078494818139448
11.0,39.0,0.462799400198638,2.3052362015570793
12.0,38.0,0.5048720729439687,2.2461275810043335
39.0,57.0,1.6408342370678983,3.3691913715065005
80.0,83.0,3.3658138196264584,4.906015505877887
25.0,61.0,1.0518168186332681,3.6056258537174832
83.0,83.0,3.4920318378624504,4.906015505877887
82.0,74.0,3.4499591651171198,4.374037920903176
77.0,83.0,3.239595801390466,4.906015505877887
13.0,33.0,0.5469447456892995,1.9505844782406057
71.0,74.0,2.9871597649184816,4.374037920903176
62.0,52.0,2.608505710210505,3.0736482687427724
84.0,81.0,3.534104510607781,4.787798264772396
78.0,83.0,3.2816684741357967,4.906015505877887
14.0,36.0,0.5890174184346302,2.1279103398988424
52.0,64.0,2.187778982757198,3.7829517153757197
82.0,88.0,3.4499591651171198,5.201558608641615
37.0,55.0,1.556688891577237,3.2509741304010094
20.0,62.0,0.8414534549066146,3.6647344742702286
82.0,84.0,3.4499591651171198,4.9651241264306325
24.0,32.0,1.0097441458879375,1.8914758576878599
13.0,62.0,0.5469447456892995,3.6647344742702286
74.0,78.0,3.113377783154474,4.610472403114159
13.0,23.0,0.5469447456892995,1.3594982727131493
16.0,30.0,0.6731627639252916,1.7732586165823687
35.0,58.0,1.4725435460865755,3.4282999920592463
82.0,85.0,3.4499591651171198,5.024232746983378
71.0,81.0,2.9871597649184816,4.787798264772396
30.0,71.0,1.262180182359922,4.196712059244939
69.0,73.0,2.9030144194278202,4.31492930035043
28.0,54.0,1.1780348368692604,3.1918655098482636
80.0,70.0,3.3658138196264584,4.137603438692194
32.0,52.0,1.3463255278505832,3.0736482687427724
19.0,63.0,0.7993807821612838,3.7238430948229744
64.0,81.0,2.6926510557011665,4.787798264772396
36.0,59.0,1.5146162188319061,3.4874086126119916
27.0,60.0,1.1359621641239297,3.5465172331647374
44.0,65.0,1.851197600794552,3.8420603359284655
77.0,66.0,3.239595801390466,3.9011689564812113
79.0,84.0,3.3237411468811273,4.9651241264306325
14.0,62.0,0.5890174184346302,3.6647344742702286
37.0,80.0,1.556688891577237,4.72868964421965
63.0,71.0,2.650578382955836,4.196712059244939
11.0,27.0,0.462799400198638,1.5959327549241318
58.0,68.0,2.440215019229182,4.0193861975867025
81.0,89.0,3.407886492371789,5.26066722919436
31.0,56.0,1.3042528551052526,3.3100827509537547
84.0,83.0,3.534104510607781,4.906015505877887
84.0,86.0,3.534104510607781,5.083341367536123
80.0,92.0,3.3658138196264584,5.437993090852597
78.0,79.0,3.2816684741357967,4.669581023666904
62.0,76.0,2.608505710210505,4.492255162008667
33.0,59.0,1.3883982005959141,3.4874086126119916
54.0,34.0,2.2719243282478594,2.0096930987933512
18.0,23.0,0.7573081094159531,1.3594982727131493
22.0,40.0,0.925598800397276,2.364344822109825
83.0,90.0,3.4920318378624504,5.319775849747106
80.0,92.0,3.3658138196264584,5.437993090852597
51.0,67.0,2.145706310011867,3.9602775770339567
23.0,60.0,0.9676714731426067,3.5465172331647374
85.0,73.0,3.5761771833531117,4.31492930035043
68.0,92.0,2.8609417466824896,5.437993090852597
58.0,56.0,2.440215019229182,3.3100827509537547
52.0,68.0,2.187778982757198,4.0193861975867025
30.0,65.0,1.262180182359922,3.8420603359284655
23.0,73.0,0.9676714731426067,4.31492930035043
14.0,32.0,0.5890174184346302,1.8914758576878599
82.0,89.0,3.4499591651171198,5.26066722919436
85.0,82.0,3.5761771833531117,4.846906885325141
48.0,64.0,2.019488291775875,3.7829517153757197
68.0,70.0,2.8609417466824896,4.137603438692194
30.0,55.0,1.262180182359922,3.2509741304010094
86.0,76.0,3.618249856098443,4.492255162008667
75.0,78.0,3.1554504558998047,4.610472403114159
79.0,90.0,3.3237411468811273,5.319775849747106
40.0,56.0,1.6829069098132292,3.3100827509537547
42.0,58.0,1.7670522553038905,3.4282999920592463
57.0,74.0,2.3981423464838514,4.374037920903176
20.0,70.0,0.8414534549066146,4.137603438692194
67.0,73.0,2.818869073937159,4.31492930035043
12.0,40.0,0.5048720729439687,2.364344822109825
55.0,57.0,2.31399700099319,3.3691913715065005
25.0,46.0,1.0518168186332681,2.7189965454262985
30.0,81.0,1.262180182359922,4.787798264772396
76.0,80.0,3.1975231286451353,4.72868964421965
34.0,63.0,1.4304708733412448,3.7238430948229744
24.0,18.0,1.0097441458879375,1.0639551699494212
77.0,91.0,3.239595801390466,5.378884470299852
16.0,32.0,0.6731627639252916,1.8914758576878599
82.0,81.0,3.4499591651171198,4.787798264772396
64.0,64.0,2.6926510557011665,3.7829517153757197
79.0,84.0,3.3237411468811273,4.9651241264306325
20.0,76.0,0.8414534549066146,4.492255162008667
82.0,86.0,3.4499591651171198,5.083341367536123
25.0,59.0,1.0518168186332681,3.4874086126119916
65.0,79.0,2.734723728446497,4.669581023666904
82.0,78.0,3.4499591651171198,4.610472403114159
71.0,78.0,2.9871597649184816,4.610472403114159
39.0,66.0,1.6408342370678983,3.9011689564812113
19.0,40.0,0.7993807821612838,2.364344822109825
12.0,42.0,0.5048720729439687,2.4825620632153163
84.0,71.0,3.534104510607781,4.196712059244939
12.0,60.0,0.5048720729439687,3.5465172331647374
85.0,87.0,3.5761771833531117,5.142449988088869
14.0,57.0,0.5890174184346302,3.3691913715065005
12.0,18.0,0.5048720729439687,1.0639551699494212
81.0,64.0,3.407886492371789,3.7829517153757197
44.0,33.0,1.851197600794552,1.9505844782406057
80.0,83.0,3.3658138196264584,4.906015505877887
79.0,74.0,3.3237411468811273,4.374037920903176
19.0,11.0,0.7993807821612838,0.6501948260802018
68.0,74.0,2.8609417466824896,4.374037920903176
14.0,22.0,0.5890174184346302,1.3003896521604037
83.0,79.0,3.4920318378624504,4.669581023666904
13.0,28.0,0.5469447456892995,1.6550413754768774
20.0,72.0,0.8414534549066146,4.255820679797685
81.0,78.0,3.407886492371789,4.610472403114159
31.0,66.0,1.3042528551052526,3.9011689564812113
65.0,80.0,2.734723728446497,4.72868964421965
77.0,86.0,3.239595801390466,5.083341367536123
38.0,67.0,1.5987615643225677,3.9602775770339567
82.0,82.0,3.4499591651171198,4.846906885325141
13.0,34.0,0.5469447456892995,2.0096930987933512
33.0,67.0,1.3883982005959141,3.9602775770339567
19.0,56.0,0.7993807821612838,3.3100827509537547
78.0,77.0,3.2816684741357967,4.551363782561413
36.0,57.0,1.5146162188319061,3.3691913715065005
17.0,51.0,0.7152354366706224,3.0145396481900266
76.0,64.0,3.1975231286451353,3.7829517153757197
85.0,85.0,3.5761771833531117,5.024232746983378
24.0,86.0,1.0097441458879375,5.083341367536123
26.0,73.0,1.093889491378599,4.31492930035043
70.0,68.0,2.945087092173151,4.0193861975867025
31.0,66.0,1.3042528551052526,3.9011689564812113
75.0,88.0,3.1554504558998047,5.201558608641615
84.0,73.0,3.534104510607781,4.31492930035043
79.0,74.0,3.3237411468811273,4.374037920903176
28.0,64.0,1.1780348368692604,3.7829517153757197
30.0,80.0,1.262180182359922,4.72868964421965
69.0,74.0,2.9030144194278202,4.374037920903176
77.0,69.0,3.239595801390466,4.078494818139448
51.0,92.0,2.145706310011867,5.437993090852597
36.0,66.0,1.5146162188319061,3.9011689564812113
80.0,68.0,3.3658138196264584,4.0193861975867025
70.0,78.0,2.945087092173151,4.610472403114159
81.0,72.0,3.407886492371789,4.255820679797685
11.0,32.0,0.462799400198638,1.8914758576878599
40.0,85.0,1.6829069098132292,5.024232746983378
79.0,73.0,3.3237411468811273,4.31492930035043
58.0,67.0,2.440215019229182,3.9602775770339567
66.0,44.0,2.7767964011918282,2.6007793043208074
83.0,74.0,3.4920318378624504,4.374037920903176
11.0,25.0,0.462799400198638,1.4777155138186406
81.0,64.0,3.407886492371789,3.7829517153757197
26.0,55.0,1.093889491378599,3.2509741304010094
26.0,67.0,1.093889491378599,3.9602775770339567
52.0,73.0,2.187778982757198,4.31492930035043
21.0,62.0,0.8835261276519453,3.6647344742702286
34.0,68.0,1.4304708733412448,4.0193861975867025
84.0,79.0,3.534104510607781,4.669581023666904
82.0,83.0,3.4499591651171198,4.906015505877887
85.0,82.0,3.5761771833531117,4.846906885325141
72.0,87.0,3.0292324376638122,5.142449988088869
56.0,64.0,2.3560696737385207,3.7829517153757197
85.0,87.0,3.5761771833531117,5.142449988088869
52.0,75.0,2.187778982757198,4.433146541455922
84.0,77.0,3.534104510607781,4.551363782561413
81.0,75.0,3.407886492371789,4.433146541455922
31.0,45.0,1.3042528551052526,2.659887924873553
82.0,77.0,3.4499591651171198,4.551363782561413
78.0,72.0,3.2816684741357967,4.255820679797685
23.0,48.0,0.9676714731426067,2.83721378653179
13.0,31.0,0.5469447456892995,1.8323672371351143
79.0,77.0,3.3237411468811273,4.551363782561413
80.0,76.0,3.3658138196264584,4.492255162008667
80.0,83.0,3.3658138196264584,4.906015505877887
65.0,82.0,2.734723728446497,4.846906885325141
74.0,58.0,3.113377783154474,3.4282999920592463
25.0,47.0,1.0518168186332681,2.7781051659790443
10.0,30.0,0.4207267274533073,1.7732586165823687
30.0,58.0,1.262180182359922,3.4282999920592463
74.0,86.0,3.113377783154474,5.083341367536123
73.0,69.0,3.0713051104091433,4.078494818139448
28.0,70.0,1.1780348368692604,4.137603438692194
38.0,71.0,1.5987615643225677,4.196712059244939
22.0,51.0,0.925598800397276,3.0145396481900266
82.0,80.0,3.4499591651171198,4.72868964421965
10.0,83.0,0.4207267274533073,4.906015505877887
79.0,86.0,3.3237411468811273,5.083341367536123
78.0,83.0,3.2816684741357967,4.906015505877887
30.0,50.0,1.262180182359922,2.9554310276372813
83.0,78.0,3.4920318378624504,4.610472403114159
80.0,80.0,3.3658138196264584,4.72868964421965
18.0,41.0,0.7573081094159531,2.4234534426625705
34.0,52.0,1.4304708733412448,3.0736482687427724
16.0,34.0,0.6731627639252916,2.0096930987933512
80.0,77.0,3.3658138196264584,4.551363782561413
51.0,58.0,2.145706310011867,3.4282999920592463
72.0,72.0,3.0292324376638122,4.255820679797685
63.0,84.0,2.650578382955836,4.9651241264306325
81.0,80.0,3.407886492371789,4.72868964421965
13.0,37.0,0.5469447456892995,2.187018960451588
13.0,31.0,0.5469447456892995,1.8323672371351143
22.0,61.0,0.925598800397276,3.6056258537174832
84.0,73.0,3.534104510607781,4.31492930035043
23.0,80.0,0.9676714731426067,4.72868964421965
74.0,82.0,3.113377783154474,4.846906885325141
80.0,80.0,3.3658138196264584,4.72868964421965
77.0,83.0,3.239595801390466,4.906015505877887
75.0,80.0,3.1554504558998047,4.72868964421965
14.0,43.0,0.5890174184346302,2.5416706837680616
14.0,22.0,0.5890174184346302,1.3003896521604037
37.0,81.0,1.556688891577237,4.787798264772396
82.0,68.0,3.4499591651171198,4.0193861975867025
74.0,93.0,3.113377783154474,5.497101711405343
18.0,62.0,0.7573081094159531,3.6647344742702286
35.0,75.0,1.4725435460865755,4.433146541455922
69.0,73.0,2.9030144194278202,4.31492930035043
69.0,70.0,2.9030144194278202,4.137603438692194
80.0,76.0,3.3658138196264584,4.492255162008667
44.0,41.0,1.851197600794552,2.4234534426625705
60.0,74.0,2.524360364719844,4.374037920903176
16.0,27.0,0.6731627639252916,1.5959327549241318
76.0,78.0,3.1975231286451353,4.610472403114159
24.0,42.0,1.0097441458879375,2.4825620632153163
53.0,69.0,2.2298516555025287,4.078494818139448
82.0,70.0,3.4499591651171198,4.137603438692194
76.0,76.0,3.1975231286451353,4.492255162008667
25.0,48.0,1.0518168186332681,2.83721378653179
71.0,56.0,2.9871597649184816,3.3100827509537547
75.0,75.0,3.1554504558998047,4.433146541455922
77.0,65.0,3.239595801390466,3.8420603359284655
69.0,73.0,2.9030144194278202,4.31492930035043
81.0,72.0,3.407886492371789,4.255820679797685
79.0,83.0,3.3237411468811273,4.906015505877887
41.0,41.0,1.7249795825585599,2.4234534426625705
84.0,91.0,3.534104510607781,5.378884470299852
73.0,79.0,3.0713051104091433,4.669581023666904
16.0,18.0,0.6731627639252916,1.0639551699494212
30.0,59.0,1.262180182359922,3.4874086126119916
77.0,84.0,3.239595801390466,4.9651241264306325
42.0,70.0,1.7670522553038905,4.137603438692194
19.0,38.0,0.7993807821612838,2.2461275810043335
86.0,78.0,3.618249856098443,4.610472403114159
42.0,47.0,1.7670522553038905,2.7781051659790443
22.0,61.0,0.925598800397276,3.6056258537174832
80.0,76.0,3.3658138196264584,4.492255162008667
75.0,75.0,3.1554504558998047,4.433146541455922
75.0,76.0,3.1554504558998047,4.492255162008667
13.0,18.0,0.5469447456892995,1.0639551699494212
35.0,62.0,1.4725435460865755,3.6647344742702286
18.0,65.0,0.7573081094159531,3.8420603359284655
81.0,75.0,3.407886492371789,4.433146541455922
78.0,74.0,3.2816684741357967,4.374037920903176
26.0,58.0,1.093889491378599,3.4282999920592463
33.0,75.0,1.3883982005959141,4.433146541455922
80.0,85.0,3.3658138196264584,5.024232746983378
70.0,87.0,2.945087092173151,5.142449988088869
26.0,56.0,1.093889491378599,3.3100827509537547
22.0,50.0,0.925598800397276,2.9554310276372813
28.0,32.0,1.1780348368692604,1.8914758576878599
54.0,66.0,2.2719243282478594,3.9011689564812113
86.0,83.0,3.618249856098443,4.906015505877887
55.0,73.0,2.31399700099319,4.31492930035043
81.0,82.0,3.407886492371789,4.846906885325141
82.0,85.0,3.4499591651171198,5.024232746983378
31.0,66.0,1.3042528551052526,3.9011689564812113
15.0,40.0,0.631090091179961,2.364344822109825
82.0,76.0,3.4499591651171198,4.492255162008667
49.0,70.0,2.0615609645212056,4.137603438692194
67.0,77.0,2.818869073937159,4.551363782561413
42.0,66.0,1.7670522553038905,3.9011689564812113
75.0,85.0,3.1554504558998047,5.024232746983378
12.0,26.0,0.5048720729439687,1.5368241343713862
70.0,66.0,2.945087092173151,3.9011689564812113
78.0,81.0,3.2816684741357967,4.787798264772396
25.0,54.0,1.0518168186332681,3.1918655098482636
44.0,67.0,1.851197600794552,3.9602775770339567
77.0,88.0,3.239595801390466,5.201558608641615
33.0,67.0,1.3883982005959141,3.9602775770339567
76.0,70.0,3.1975231286451353,4.137603438692194
25.0,54.0,1.0518168186332681,3.1918655098482636
53.0,75.0,2.2298516555025287,4.433146541455922
32.0,48.0,1.3463255278505832,2.83721378653179
79.0,66.0,3.3237411468811273,3.9011689564812113
13.0,74.0,0.5469447456892995,4.374037920903176
80.0,88.0,3.3658138196264584,5.201558608641615
81.0,81.0,3.407886492371789,4.787798264772396
78.0,79.0,3.2816684741357967,4.669581023666904
70.0,69.0,2.945087092173151,4.078494818139448
35.0,56.0,1.4725435460865755,3.3100827509537547
24.0,67.0,1.0097441458879375,3.9602775770339567
33.0,75.0,1.3883982005959141,4.433146541455922
85.0,88.0,3.5761771833531117,5.201558608641615
74.0,74.0,3.113377783154474,4.374037920903176
82.0,76.0,3.4499591651171198,4.492255162008667
79.0,74.0,3.3237411468811273,4.374037920903176
18.0,63.0,0.7573081094159531,3.7238430948229744
40.0,53.0,1.6829069098132292,3.132756889295518
79.0,77.0,3.3237411468811273,4.551363782561413
32.0,53.0,1.3463255278505832,3.132756889295518
26.0,60.0,1.093889491378599,3.5465172331647374
11.0,45.0,0.462799400198638,2.659887924873553
81.0,75.0,3.407886492371789,4.433146541455922
88.0,82.0,3.702395201589104,4.846906885325141
64.0,80.0,2.6926510557011665,4.72868964421965
25.0,61.0,1.0518168186332681,3.6056258537174832
24.0,80.0,1.0097441458879375,4.72868964421965
40.0,55.0,1.6829069098132292,3.2509741304010094
36.0,55.0,1.5146162188319061,3.2509741304010094
72.0,82.0,3.0292324376638122,4.846906885325141
77.0,79.0,3.239595801390466,4.669581023666904
82.0,78.0,3.4499591651171198,4.610472403114159
15.0,33.0,0.631090091179961,1.9505844782406057
50.0,66.0,2.1036336372665363,3.9011689564812113
82.0,79.0,3.4499591651171198,4.669581023666904
68.0,59.0,2.8609417466824896,3.4874086126119916
55.0,59.0,2.31399700099319,3.4874086126119916
39.0,74.0,1.6408342370678983,4.374037920903176
82.0,73.0,3.4499591651171198,4.31492930035043
59.0,53.0,2.482287691974513,3.132756889295518
78.0,85.0,3.2816684741357967,5.024232746983378
83.0,82.0,3.4920318378624504,4.846906885325141
80.0,76.0,3.3658138196264584,4.492255162008667
84.0,84.0,3.534104510607781,4.9651241264306325
80.0,84.0,3.3658138196264584,4.9651241264306325
36.0,65.0,1.5146162188319061,3.8420603359284655
13.0,43.0,0.5469447456892995,2.5416706837680616
14.0,15.0,0.5890174184346302,0.8866293082911844
22.0,83.0,0.925598800397276,4.906015505877887
73.0,84.0,3.0713051104091433,4.9651241264306325
27.0,35.0,1.1359621641239297,2.068801719346097
68.0,68.0,2.8609417466824896,4.0193861975867025
79.0,81.0,3.3237411468811273,4.787798264772396
39.0,70.0,1.6408342370678983,4.137603438692194
81.0,87.0,3.407886492371789,5.142449988088869
59.0,73.0,2.482287691974513,4.31492930035043
12.0,32.0,0.5048720729439687,1.8914758576878599
11.0,39.0,0.462799400198638,2.3052362015570793
14.0,36.0,0.5890174184346302,2.1279103398988424
31.0,45.0,1.3042528551052526,2.659887924873553
79.0,79.0,3.3237411468811273,4.669581023666904
73.0,69.0,3.0713051104091433,4.078494818139448
79.0,70.0,3.3237411468811273,4.137603438692194
75.0,80.0,3.1554504558998047,4.72868964421965
12.0,34.0,0.5048720729439687,2.0096930987933512
81.0,79.0,3.407886492371789,4.669581023666904
11.0,63.0,0.462799400198638,3.7238430948229744
16.0,37.0,0.6731627639252916,2.187018960451588
70.0,64.0,2.945087092173151,3.7829517153757197
59.0,65.0,2.482287691974513,3.8420603359284655
30.0,40.0,1.262180182359922,2.364344822109825
35.0,90.0,1.4725435460865755,5.319775849747106
18.0,25.0,0.7573081094159531,1.4777155138186406
38.0,83.0,1.5987615643225677,4.906015505877887
54.0,74.0,2.2719243282478594,4.374037920903176
77.0,80.0,3.239595801390466,4.72868964421965
16.0,37.0,0.6731627639252916,2.187018960451588
79.0,80.0,3.3237411468811273,4.72868964421965
61.0,68.0,2.5664330374651745,4.0193861975867025
79.0,75.0,3.3237411468811273,4.433146541455922
79.0,77.0,3.3237411468811273,4.551363782561413
55.0,44.0,2.31399700099319,2.6007793043208074
71.0,81.0,2.9871597649184816,4.787798264772396
15.0,36.0,0.631090091179961,2.1279103398988424
13.0,27.0,0.5469447456892995,1.5959327549241318
68.0,78.0,2.8609417466824896,4.610472403114159
81.0,75.0,3.407886492371789,4.433146541455922
45.0,65.0,1.8932702735398828,3.8420603359284655
78.0,75.0,3.2816684741357967,4.433146541455922
27.0,61.0,1.1359621641239297,3.6056258537174832
79.0,74.0,3.3237411468811273,4.374037920903176
32.0,47.0,1.3463255278505832,2.7781051659790443
74.0,74.0,3.113377783154474,4.374037920903176
78.0,73.0,3.2816684741357967,4.31492930035043
80.0,79.0,3.3658138196264584,4.669581023666904
76.0,69.0,3.1975231286451353,4.078494818139448
78.0,82.0,3.2816684741357967,4.846906885325141
62.0,58.0,2.608505710210505,3.4282999920592463
45.0,57.0,1.8932702735398828,3.3691913715065005
