red,blue,green,scaled_red,scaled_blue,scaled_green
120.0,-31.0,-56.0,1.6860402719917098,-0.5477756028513204,-0.9155559116417308
120.0,-35.0,-58.0,1.6860402719917098,-0.6184563257998779,-0.9482543370575068
120.0,-35.0,-58.0,1.6860402719917098,-0.6184563257998779,-0.9482543370575068
127.0,-29.0,-53.0,1.7843926211912262,-0.5124352413770417,-0.8665082735180666
-125.0,-25.0,-49.0,-1.7562919499913643,-0.4417545184284842,-0.8011114226865145
124.0,-30.0,-56.0,1.7422416143914334,-0.530105422114181,-0.9155559116417308
123.0,-31.0,-57.0,1.7281912787915026,-0.5477756028513204,-0.9319051243496188
114.0,-38.0,-67.0,1.6017382583921242,-0.671466868011296,-1.0953972514284993
116.0,-34.0,-65.0,1.6298389295919862,-0.6007861450627385,-1.0626988260127233
114.0,-34.0,-66.0,1.6017382583921242,-0.6007861450627385,-1.0790480387206112
125.0,-19.0,-52.0,1.7562919499913643,-0.335733434005648,-0.8501590608101786
116.0,-21.0,-58.0,1.6298389295919862,-0.3710737954799267,-0.9482543370575068
111.0,-26.0,-63.0,1.5595872515923315,-0.45942469916562356,-1.0300004005969472
117.0,-33.0,-54.0,1.643889265191917,-0.5831159643255991,-0.8828574862259547
117.0,-27.0,-55.0,1.643889265191917,-0.47709487990276295,-0.8992066989338428
117.0,-22.0,-56.0,1.643889265191917,-0.3887439762170661,-0.9155559116417308
119.0,-20.0,-57.0,1.671989936391779,-0.35340361474278736,-0.9319051243496188
119.0,-22.0,-57.0,1.671989936391779,-0.3887439762170661,-0.9319051243496188
119.0,-27.0,-56.0,1.671989936391779,-0.47709487990276295,-0.9155559116417308
119.0,-31.0,-55.0,1.671989936391779,-0.5477756028513204,-0.8992066989338428
119.0,-31.0,-55.0,1.671989936391779,-0.5477756028513204,-0.8992066989338428
-125.0,-17.0,-44.0,-1.7562919499913643,-0.30039307253136927,-0.7193653591470742
-127.0,-23.0,-52.0,-1.7843926211912262,-0.40641415695420546,-0.8501590608101786
-116.0,-25.0,-52.0,-1.6298389295919862,-0.4417545184284842,-0.8501590608101786
114.0,-80.0,-99.0,1.6017382583921242,-1.4136144589711495,-1.6185720580809169
0.0,22.0,12.0,0.0,0.3887439762170661,0.19619055249465658
8.0,0.0,0.0,0.11240268479944732,0.0,0.0
80.0,39.0,42.0,1.1240268479944733,0.6891370487484353,0.6866669337312981
-100.0,99.0,103.0,-1.4050335599930914,1.7493478929767974,1.6839689089124692
-59.0,95.0,91.0,-0.8289698003959239,1.6786671700282398,1.4877783564178124
-59.0,95.0,91.0,-0.8289698003959239,1.6786671700282398,1.4877783564178124
-59.0,95.0,91.0,-0.8289698003959239,1.6786671700282398,1.4877783564178124
-56.0,95.0,89.0,-0.7868187935961313,1.6786671700282398,1.4550799310020364
-53.0,95.0,88.0,-0.7446677867963385,1.6786671700282398,1.4387307182941484
-52.0,95.0,87.0,-0.7306174511964075,1.6786671700282398,1.4223815055862603
-53.0,95.0,88.0,-0.7446677867963385,1.6786671700282398,1.4387307182941484
-57.0,95.0,90.0,-0.8008691291960621,1.6786671700282398,1.4714291437099245
-60.0,93.0,92.0,-0.8430201359958549,1.6433268085539612,1.5041275691257006
-59.0,95.0,94.0,-0.8289698003959239,1.6786671700282398,1.5368259945414766
-57.0,95.0,93.0,-0.8008691291960621,1.6786671700282398,1.5204767818335887
-54.0,93.0,89.0,-0.7587181223962693,1.6433268085539612,1.4550799310020364
-54.0,92.0,87.0,-0.7587181223962693,1.6256566278168219,1.4223815055862603
-56.0,93.0,90.0,-0.7868187935961313,1.6433268085539612,1.4714291437099245
-60.0,93.0,92.0,-0.8430201359958549,1.6433268085539612,1.5041275691257006
-66.0,91.0,92.0,-0.9273221495954403,1.6079864470796825,1.5041275691257006
-61.0,94.0,90.0,-0.8570704715957858,1.6609969892911005,1.4714291437099245
-61.0,92.0,91.0,-0.8570704715957858,1.6256566278168219,1.4877783564178124
-61.0,90.0,91.0,-0.8570704715957858,1.590316266342543,1.4877783564178124
-59.0,89.0,92.0,-0.8289698003959239,1.5726460856054036,1.5041275691257006
-57.0,91.0,91.0,-0.8008691291960621,1.6079864470796825,1.4877783564178124
-56.0,91.0,90.0,-0.7868187935961313,1.6079864470796825,1.4714291437099245
-52.0,94.0,89.0,-0.7306174511964075,1.6609969892911005,1.4550799310020364
-51.0,94.0,88.0,-0.7165671155964767,1.6609969892911005,1.4387307182941484
-47.0,94.0,90.0,-0.660365773196753,1.6609969892911005,1.4714291437099245
-52.0,86.0,86.0,-0.7306174511964075,1.5196355433939857,1.4060322928783722
-51.0,83.0,87.0,-0.7165671155964767,1.4666250011825674,1.4223815055862603
-48.0,84.0,91.0,-0.6744161087966839,1.4842951819197068,1.4877783564178124
-51.0,83.0,87.0,-0.7165671155964767,1.4666250011825674,1.4223815055862603
-52.0,87.0,85.0,-0.7306174511964075,1.537305724131125,1.3896830801704843
-49.0,94.0,88.0,-0.6884664443966149,1.6609969892911005,1.4387307182941484
-48.0,97.0,86.0,-0.6744161087966839,1.7140075315025187,1.4060322928783722
-57.0,93.0,90.0,-0.8008691291960621,1.6433268085539612,1.4714291437099245
-59.0,95.0,91.0,-0.8289698003959239,1.6786671700282398,1.4877783564178124
-61.0,95.0,90.0,-0.8570704715957858,1.6786671700282398,1.4714291437099245
-58.0,95.0,89.0,-0.8149194647959931,1.6786671700282398,1.4550799310020364
-55.0,92.0,88.0,-0.7727684579962003,1.6256566278168219,1.4387307182941484
-54.0,92.0,87.0,-0.7587181223962693,1.6256566278168219,1.4223815055862603
-60.0,95.0,91.0,-0.8430201359958549,1.6786671700282398,1.4877783564178124
-76.0,102.0,98.0,-1.0678255055947494,1.8023584351882156,1.602222845373029
-117.0,88.0,82.0,-1.643889265191917,1.5549759048682643,1.34063544204682
38.0,9.0,3.0,0.5339127527973747,0.1590316266342543,0.049047638123664146
0.0,16.0,9.0,0.0,0.2827228917942299,0.14714291437099244
36.0,81.0,68.0,0.5058120815975129,1.4312846397082888,1.1117464641363874
121.0,-55.0,-77.0,1.7000906075916407,-0.9718599405426652,-1.2588893785073798
115.0,-34.0,-64.0,1.615788593992055,-0.6007861450627385,-1.0463496133048351
105.0,-32.0,-65.0,1.4752852379927461,-0.5654457835884598,-1.0626988260127233
109.0,-28.0,-61.0,1.5314865803924698,-0.4947650606399023,-0.997301975181171
109.0,-34.0,-64.0,1.5314865803924698,-0.6007861450627385,-1.0463496133048351
111.0,-31.0,-60.0,1.5595872515923315,-0.5477756028513204,-0.980952762473283
114.0,-20.0,-51.0,1.6017382583921242,-0.35340361474278736,-0.8338098481022905
109.0,-15.0,-50.0,1.5314865803924698,-0.2650527110570905,-0.8174606353944025
97.0,-22.0,-61.0,1.3628825531932987,-0.3887439762170661,-0.997301975181171
94.0,-28.0,-69.0,1.320731546393506,-0.4947650606399023,-1.1280956768442754
111.0,-18.0,-55.0,1.5595872515923315,-0.3180632532685086,-0.8992066989338428
117.0,-17.0,-48.0,1.643889265191917,-0.30039307253136927,-0.7847622099786263
109.0,-27.0,-53.0,1.5314865803924698,-0.47709487990276295,-0.8665082735180666
110.0,-24.0,-47.0,1.5455369159924006,-0.4240843376913448,-0.7684129972707383
94.0,-39.0,-67.0,1.320731546393506,-0.6891370487484353,-1.0953972514284993
96.0,-40.0,-66.0,1.3488322175933678,-0.7068072294855747,-1.0790480387206112
112.0,-30.0,-54.0,1.5736375871922625,-0.530105422114181,-0.8828574862259547
122.0,-26.0,-50.0,1.7141409431915715,-0.45942469916562356,-0.8174606353944025
113.0,-40.0,-63.0,1.5876879227921934,-0.7068072294855747,-1.0300004005969472
107.0,-50.0,-73.0,1.5033859091926078,-0.8835090368569684,-1.1934925276758277
108.0,-49.0,-74.0,1.5174362447925387,-0.865838856119829,-1.2098417403837156
105.0,-52.0,-77.0,1.4752852379927461,-0.9188493983312471,-1.2588893785073798
-128.0,-27.0,-54.0,-1.798442956791157,-0.47709487990276295,-0.8828574862259547
-127.0,-24.0,-53.0,-1.7843926211912262,-0.4240843376913448,-0.8665082735180666
118.0,-32.0,-63.0,1.6579396007918479,-0.5654457835884598,-1.0300004005969472
117.0,-27.0,-60.0,1.643889265191917,-0.47709487990276295,-0.980952762473283
121.0,-16.0,-53.0,1.7000906075916407,-0.2827228917942299,-0.8665082735180666
115.0,-15.0,-53.0,1.615788593992055,-0.2650527110570905,-0.8665082735180666
103.0,-20.0,-61.0,1.4471845667928842,-0.35340361474278736,-0.997301975181171
106.0,-13.0,-57.0,1.489335573592677,-0.22971234958281178,-0.9319051243496188
104.0,-31.0,-56.0,1.461234902392815,-0.5477756028513204,-0.9155559116417308
104.0,-27.0,-57.0,1.461234902392815,-0.47709487990276295,-0.9319051243496188
104.0,-22.0,-58.0,1.461234902392815,-0.3887439762170661,-0.9482543370575068
105.0,-20.0,-59.0,1.4752852379927461,-0.35340361474278736,-0.9646035497653949
105.0,-22.0,-59.0,1.4752852379927461,-0.3887439762170661,-0.9646035497653949
107.0,-27.0,-58.0,1.5033859091926078,-0.47709487990276295,-0.9482543370575068
107.0,-32.0,-57.0,1.5033859091926078,-0.5654457835884598,-0.9319051243496188
107.0,-32.0,-57.0,1.5033859091926078,-0.5654457835884598,-0.9319051243496188
109.0,-30.0,-57.0,1.5314865803924698,-0.530105422114181,-0.9319051243496188
105.0,-39.0,-67.0,1.4752852379927461,-0.6891370487484353,-1.0953972514284993
125.0,-35.0,-61.0,1.7562919499913643,-0.6184563257998779,-0.997301975181171
109.0,-80.0,-100.0,1.5314865803924698,-1.4136144589711495,-1.634921270788805
0.0,20.0,10.0,0.0,0.35340361474278736,0.1634921270788805
11.0,0.0,0.0,0.15455369159924007,0.0,0.0
83.0,38.0,39.0,1.1661778547942658,0.671466868011296,0.637619295607634
-94.0,99.0,103.0,-1.320731546393506,1.7493478929767974,1.6839689089124692
-54.0,84.0,79.0,-0.7587181223962693,1.4842951819197068,1.2915878039231559
-54.0,84.0,79.0,-0.7587181223962693,1.4842951819197068,1.2915878039231559
-53.0,84.0,78.0,-0.7446677867963385,1.4842951819197068,1.275238591215268
-52.0,84.0,77.0,-0.7306174511964075,1.4842951819197068,1.2588893785073798
-49.0,84.0,76.0,-0.6884664443966149,1.4842951819197068,1.2425401657994917
-47.0,84.0,75.0,-0.660365773196753,1.4842951819197068,1.2261909530916038
-49.0,84.0,76.0,-0.6884664443966149,1.4842951819197068,1.2425401657994917
-53.0,84.0,78.0,-0.7446677867963385,1.4842951819197068,1.275238591215268
-54.0,86.0,81.0,-0.7587181223962693,1.5196355433939857,1.324286229338932
-54.0,87.0,83.0,-0.7587181223962693,1.537305724131125,1.3569846547547082
-51.0,85.0,82.0,-0.7165671155964767,1.5019653626568463,1.34063544204682
-50.0,84.0,80.0,-0.7025167799965457,1.4842951819197068,1.307937016631044
-48.0,83.0,77.0,-0.6744161087966839,1.4666250011825674,1.2588893785073798
-49.0,83.0,78.0,-0.6884664443966149,1.4666250011825674,1.275238591215268
-53.0,83.0,80.0,-0.7446677867963385,1.4666250011825674,1.307937016631044
-56.0,83.0,81.0,-0.7868187935961313,1.4666250011825674,1.324286229338932
-57.0,81.0,81.0,-0.8008691291960621,1.4312846397082888,1.324286229338932
-57.0,79.0,81.0,-0.8008691291960621,1.3959442782340101,1.324286229338932
-56.0,78.0,82.0,-0.7868187935961313,1.3782740974968706,1.34063544204682
-56.0,78.0,82.0,-0.7868187935961313,1.3782740974968706,1.34063544204682
-55.0,80.0,81.0,-0.7727684579962003,1.4136144589711495,1.324286229338932
-51.0,83.0,81.0,-0.7165671155964767,1.4666250011825674,1.324286229338932
-50.0,84.0,80.0,-0.7025167799965457,1.4842951819197068,1.307937016631044
