divorce_date,dob_man,education_man,income_man,dob_woman,education_woman,income_woman,marriage_date,marriage_duration,num_kids,marriage_year,man_age_marriage,woman_age_marriage
2009-01-12 00:00:00,1979-11-28 00:00:00,Professional,6000.0,1979-09-19 00:00:00,Professional,6000.0,2005-11-18 00:00:00,4.0,nan,2005,26,26
2001-02-01 00:00:00,1965-02-20 00:00:00,Primary,2400.0,1964-11-27 00:00:00,Professional,3000.0,1989-08-03 00:00:00,11.0,2.0,1989,24,25
2004-02-01 00:00:00,1973-11-12 00:00:00,Primary,3100.0,1976-04-25 00:00:00,Secondary,7900.0,2000-03-11 00:00:00,3.0,nan,2000,27,24
2009-02-01 00:00:00,1970-09-22 00:00:00,Secondary,20000.0,1974-09-06 00:00:00,Professional,8000.0,2003-07-23 00:00:00,5.0,nan,2003,33,29
2009-02-01 00:00:00,1981-02-02 00:00:00,Professional,11200.0,1984-11-20 00:00:00,Professional,6200.0,2007-08-12 00:00:00,1.0,nan,2007,26,23
2013-02-01 00:00:00,1981-02-16 00:00:00,Professional,10000.0,1979-09-15 00:00:00,Professional,12000.0,2005-02-04 00:00:00,7.0,nan,2005,24,26
2010-02-02 00:00:00,1973-03-25 00:00:00,Preparatory,3500.0,1971-02-12 00:00:00,Secondary,300.0,1994-02-09 00:00:00,12.0,2.0,1994,21,23
2011-02-02 00:00:00,1981-05-31 00:00:00,Preparatory,4000.0,1968-07-29 00:00:00,Professional,3600.0,2009-12-29 00:00:00,1.0,nan,2009,28,41
2012-02-02 00:00:00,1986-01-27 00:00:00,Professional,10000.0,1985-04-11 00:00:00,Preparatory,6000.0,2009-11-14 00:00:00,2.0,1.0,2009,23,24
2001-02-03 00:00:00,1960-09-10 00:00:00,Professional,9000.0,1973-03-30 00:00:00,Professional,2500.0,1999-12-31 00:00:00,1.0,nan,1999,39,26
2004-02-03 00:00:00,1971-12-27 00:00:00,Professional,6000.0,1977-01-29 00:00:00,Professional,6000.0,1998-07-31 00:00:00,5.0,nan,1998,27,21
2004-02-03 00:00:00,1972-02-21 00:00:00,Professional,6500.0,1974-10-16 00:00:00,Professional,5000.0,1998-11-27 00:00:00,5.0,1.0,1998,26,24
2004-02-03 00:00:00,1961-02-28 00:00:00,Professional,5000.0,1963-04-04 00:00:00,Professional,5000.0,1986-05-30 00:00:00,17.0,3.0,1986,25,23
2004-02-03 00:00:00,1979-08-12 00:00:00,Preparatory,4000.0,1983-10-10 00:00:00,Secondary,2000.0,2000-01-24 00:00:00,3.0,1.0,2000,21,17
2006-02-03 00:00:00,1975-12-17 00:00:00,Preparatory,3000.0,1971-09-10 00:00:00,Professional,5000.0,2002-04-13 00:00:00,3.0,1.0,2002,27,31
2009-02-03 00:00:00,1959-04-03 00:00:00,Professional,18000.0,1961-07-25 00:00:00,Professional,12000.0,1988-09-23 00:00:00,20.0,2.0,1988,29,27
2009-02-03 00:00:00,1968-02-04 00:00:00,Preparatory,10000.0,1983-10-29 00:00:00,Preparatory,3000.0,2006-08-12 00:00:00,2.0,nan,2006,38,23
2009-02-03 00:00:00,1969-10-29 00:00:00,Professional,10000.0,1969-08-22 00:00:00,Professional,8000.0,1994-09-09 00:00:00,14.0,2.0,1994,25,25
2001-02-04 00:00:00,1970-04-26 00:00:00,Secondary,2500.0,1971-05-30 00:00:00,Preparatory,2000.0,1992-11-28 00:00:00,8.0,1.0,1992,22,21
2001-02-04 00:00:00,1973-02-11 00:00:00,Professional,3500.0,1973-01-10 00:00:00,Preparatory,1000.0,1998-08-21 00:00:00,2.0,1.0,1998,25,25
2003-02-04 00:00:00,1974-12-15 00:00:00,Preparatory,8000.0,1975-09-23 00:00:00,Professional,4000.0,2000-03-14 00:00:00,2.0,nan,2000,26,25
2007-02-04 00:00:00,1951-10-17 00:00:00,Professional,12000.0,1957-10-20 00:00:00,Professional,14000.0,1989-12-23 00:00:00,14.0,2.0,1989,38,32
2007-02-04 00:00:00,1973-11-14 00:00:00,Professional,3500.0,1974-07-29 00:00:00,Professional,11000.0,2003-11-28 00:00:00,3.0,1.0,2003,30,29
2008-02-04 00:00:00,1977-01-20 00:00:00,Professional,2000.0,1980-03-19 00:00:00,Professional,1500.0,2005-11-18 00:00:00,2.0,nan,2005,28,25
2012-02-04 00:00:00,1972-06-11 00:00:00,Preparatory,6000.0,1970-04-06 00:00:00,Preparatory,6000.0,1988-08-10 00:00:00,25.0,1.0,1988,16,18
2014-02-04 00:00:00,1983-05-11 00:00:00,Secondary,2000.0,1988-04-28 00:00:00,Preparatory,6000.0,2012-01-31 00:00:00,2.0,nan,2012,29,24
2000-02-05 00:00:00,1970-03-18 00:00:00,Preparatory,6000.0,1970-12-13 00:00:00,Professional,3000.0,1991-08-24 00:00:00,8.0,2.0,1991,21,21
2003-02-05 00:00:00,1969-02-22 00:00:00,Professional,7000.0,1967-09-15 00:00:00,Professional,8000.0,1994-12-16 00:00:00,8.0,3.0,1994,25,27
2003-02-05 00:00:00,1968-11-04 00:00:00,Secondary,2400.0,1958-08-10 00:00:00,Secondary,3500.0,1991-02-15 00:00:00,12.0,nan,1991,23,33
2003-02-05 00:00:00,1968-05-13 00:00:00,Professional,10000.0,1973-06-03 00:00:00,Professional,6000.0,1996-07-13 00:00:00,6.0,nan,1996,28,23
2006-02-05 00:00:00,1956-04-19 00:00:00,Professional,5000.0,1964-07-17 00:00:00,Professional,10000.0,1994-05-25 00:00:00,11.0,1.0,1994,38,30
2006-02-05 00:00:00,1975-01-31 00:00:00,Preparatory,4000.0,1981-03-25 00:00:00,Professional,4000.0,2002-08-21 00:00:00,3.0,1.0,2002,27,21
2006-02-05 00:00:00,1967-05-02 00:00:00,Secondary,2000.0,1968-02-03 00:00:00,Secondary,2000.0,1990-11-19 00:00:00,15.0,3.0,1990,23,22
2011-02-05 00:00:00,1974-09-09 00:00:00,Preparatory,12000.0,1986-10-11 00:00:00,Professional,7000.0,2009-01-16 00:00:00,2.0,1.0,2009,35,23
2011-02-05 00:00:00,1966-10-24 00:00:00,Professional,15000.0,1972-05-03 00:00:00,Professional,4000.0,2001-11-17 00:00:00,9.0,1.0,2001,35,29
2011-02-05 00:00:00,1955-06-19 00:00:00,Professional,10000.0,1950-07-27 00:00:00,Preparatory,10000.0,1979-11-17 00:00:00,32.0,2.0,1979,24,29
2012-02-05 00:00:00,1982-02-03 00:00:00,Secondary,3000.0,1984-12-26 00:00:00,Secondary,3000.0,2007-03-08 00:00:00,4.0,nan,2007,25,23
2012-02-05 00:00:00,1983-04-30 00:00:00,Secondary,8600.0,1987-03-22 00:00:00,Preparatory,3600.0,2008-02-15 00:00:00,1.0,nan,2008,25,21
2005-02-06 00:00:00,1954-10-03 00:00:00,Professional,20000.0,1956-09-07 00:00:00,Professional,6000.0,1975-12-22 00:00:00,29.0,2.0,1975,21,19
2006-02-06 00:00:00,1964-08-15 00:00:00,Professional,5000.0,1974-06-07 00:00:00,Professional,5000.0,1998-12-19 00:00:00,7.0,2.0,1998,34,24
2010-02-06 00:00:00,1972-06-10 00:00:00,Professional,4000.0,1977-08-31 00:00:00,Professional,5000.0,1998-03-04 00:00:00,12.0,3.0,1998,26,21
2001-02-07 00:00:00,1968-06-24 00:00:00,Primary,3000.0,1964-12-12 00:00:00,Professional,4000.0,1988-06-08 00:00:00,12.0,nan,1988,20,24
2003-02-07 00:00:00,1968-04-15 00:00:00,Professional,5000.0,1971-09-17 00:00:00,Professional,4000.0,1995-02-06 00:00:00,8.0,1.0,1995,27,24
2008-02-07 00:00:00,1959-06-15 00:00:00,Professional,5000.0,1962-02-19 00:00:00,Professional,1000.0,2003-02-05 00:00:00,3.0,3.0,2003,44,41
2009-02-07 00:00:00,1974-09-28 00:00:00,Professional,4000.0,1975-10-24 00:00:00,Professional,3400.0,2001-08-12 00:00:00,7.0,nan,2001,27,26
2009-02-07 00:00:00,1969-05-31 00:00:00,Secondary,3000.0,1977-09-10 00:00:00,Preparatory,2000.0,1996-03-20 00:00:00,10.0,2.0,1996,27,19
2010-02-07 00:00:00,1972-03-23 00:00:00,Professional,12000.0,1971-11-06 00:00:00,Professional,8000.0,1998-05-16 00:00:00,12.0,nan,1998,26,27
2014-02-07 00:00:00,1974-10-22 00:00:00,Preparatory,19000.0,1972-11-12 00:00:00,Professional,12000.0,2006-09-13 00:00:00,7.0,2.0,2006,32,34
2010-02-08 00:00:00,1976-07-04 00:00:00,Professional,23000.0,1976-12-21 00:00:00,Professional,31000.0,2002-08-03 00:00:00,8.0,nan,2002,26,26
2003-02-09 00:00:00,1973-01-07 00:00:00,Professional,5000.0,1971-02-26 00:00:00,Professional,1000.0,2002-05-27 00:00:00,1.0,nan,2002,29,31
2003-02-09 00:00:00,1965-09-11 00:00:00,Professional,15000.0,1970-05-26 00:00:00,Professional,5000.0,1999-10-09 00:00:00,3.0,1.0,1999,34,29
2003-02-09 00:00:00,1966-07-01 00:00:00,Secondary,7000.0,1969-02-02 00:00:00,Preparatory,3000.0,1989-09-19 00:00:00,13.0,3.0,1989,23,20
2004-02-09 00:00:00,1966-02-11 00:00:00,Professional,20000.0,1964-09-23 00:00:00,Professional,2000.0,1989-03-11 00:00:00,15.0,1.0,1989,23,25
2010-02-09 00:00:00,1985-05-12 00:00:00,Professional,2500.0,1986-02-09 00:00:00,Professional,2000.0,2007-03-09 00:00:00,3.0,1.0,2007,22,21
2011-02-09 00:00:00,1976-08-05 00:00:00,Professional,20000.0,1975-01-29 00:00:00,Professional,20000.0,2002-06-30 00:00:00,9.0,nan,2002,26,27
2013-02-09 00:00:00,1965-07-20 00:00:00,Professional,10000.0,1971-04-24 00:00:00,Professional,15000.0,1991-11-15 00:00:00,21.0,3.0,1991,26,20
2014-02-09 00:00:00,1973-12-24 00:00:00,Secondary,2000.0,1981-04-06 00:00:00,Secondary,2000.0,2003-10-12 00:00:00,11.0,nan,2003,30,22
2001-02-10 00:00:00,1970-11-13 00:00:00,Professional,3500.0,1972-04-01 00:00:00,Secondary,2000.0,1995-02-25 00:00:00,6.0,1.0,1995,25,23
2002-02-10 00:00:00,1967-12-29 00:00:00,Secondary,3000.0,1962-11-14 00:00:00,Professional,5000.0,1994-01-10 00:00:00,8.0,nan,1994,27,32
2003-02-10 00:00:00,1964-04-22 00:00:00,Professional,8000.0,1964-12-23 00:00:00,Professional,3000.0,1986-09-23 00:00:00,7.0,nan,1986,22,22
2006-02-10 00:00:00,1968-05-11 00:00:00,Secondary,9000.0,1972-01-08 00:00:00,Preparatory,5800.0,1989-12-08 00:00:00,17.0,2.0,1989,21,17
2006-02-10 00:00:00,1973-07-01 00:00:00,Preparatory,15000.0,1974-02-26 00:00:00,Professional,8000.0,1993-07-22 00:00:00,13.0,1.0,1993,20,19
2009-02-10 00:00:00,1968-11-26 00:00:00,Professional,6000.0,1975-04-02 00:00:00,Professional,3000.0,1999-04-29 00:00:00,9.0,1.0,1999,31,24
2009-02-10 00:00:00,1971-08-17 00:00:00,Professional,10000.0,1973-06-13 00:00:00,Professional,10000.0,2002-07-13 00:00:00,5.0,1.0,2002,31,29
2012-02-10 00:00:00,1978-07-04 00:00:00,Professional,10.0,1981-12-07 00:00:00,Professional,10.0,2007-04-21 00:00:00,5.0,nan,2007,29,26
2013-02-10 00:00:00,1975-09-01 00:00:00,Preparatory,3000.0,1977-04-01 00:00:00,Professional,10800.0,1996-11-30 00:00:00,9.0,2.0,1996,21,19
2014-02-10 00:00:00,1986-09-29 00:00:00,Professional,7000.0,1988-09-30 00:00:00,Professional,7000.0,2012-09-27 00:00:00,2.0,nan,2012,26,24
2009-02-12 00:00:00,1973-06-30 00:00:00,Preparatory,4000.0,1968-07-19 00:00:00,Professional,6000.0,2003-08-07 00:00:00,6.0,1.0,2003,30,35
2011-02-12 00:00:00,1975-09-22 00:00:00,Secondary,6000.0,1977-11-20 00:00:00,Professional,5000.0,1999-08-17 00:00:00,12.0,1.0,1999,24,22
2011-02-12 00:00:00,1972-07-14 00:00:00,Professional,15600.0,1971-05-27 00:00:00,Professional,6200.0,1997-04-26 00:00:00,14.0,1.0,1997,25,26
2013-02-12 00:00:00,1961-05-14 00:00:00,Professional,4000.0,1974-01-07 00:00:00,Professional,1500.0,2006-08-12 00:00:00,7.0,nan,2006,45,32
2014-02-12 00:00:00,1951-04-22 00:00:00,Professional,20000.0,1956-10-01 00:00:00,Professional,20000.0,1985-07-20 00:00:00,29.0,2.0,1985,34,29
2001-03-01 00:00:00,1969-11-13 00:00:00,Professional,5400.0,1970-10-24 00:00:00,Professional,4000.0,1993-02-15 00:00:00,7.0,2.0,1993,24,23
2002-03-01 00:00:00,1960-04-01 00:00:00,Professional,12000.0,1963-07-23 00:00:00,Professional,10000.0,1992-01-08 00:00:00,9.0,1.0,1992,32,29
2012-03-01 00:00:00,1961-09-01 00:00:00,Professional,18000.0,1955-09-05 00:00:00,Professional,5000.0,1983-12-16 00:00:00,28.0,2.0,1983,22,28
2013-03-01 00:00:00,1980-09-16 00:00:00,Professional,30000.0,1979-06-18 00:00:00,Professional,10000.0,2007-05-26 00:00:00,5.0,1.0,2007,27,28
2006-03-02 00:00:00,1958-07-19 00:00:00,Professional,9000.0,1959-10-23 00:00:00,Professional,4800.0,1993-12-18 00:00:00,12.0,nan,1993,35,34
2006-03-02 00:00:00,1964-01-21 00:00:00,Professional,4000.0,1967-09-22 00:00:00,Professional,4000.0,2004-07-16 00:00:00,1.0,nan,2004,40,37
2006-03-02 00:00:00,1957-11-27 00:00:00,Professional,6000.0,1961-07-06 00:00:00,Professional,3000.0,1989-04-05 00:00:00,16.0,nan,1989,32,28
2009-03-02 00:00:00,1962-09-16 00:00:00,Professional,8000.0,1973-10-20 00:00:00,Preparatory,2000.0,2003-07-03 00:00:00,5.0,nan,2003,41,30
2010-03-02 00:00:00,1958-09-14 00:00:00,Primary,5000.0,1957-02-05 00:00:00,Preparatory,6200.0,1978-03-27 00:00:00,30.0,2.0,1978,20,21
2004-03-03 00:00:00,1967-02-12 00:00:00,Professional,2240.0,1969-05-29 00:00:00,Professional,5500.0,1992-07-14 00:00:00,11.0,3.0,1992,25,23
2004-03-03 00:00:00,1954-11-24 00:00:00,Professional,25000.0,1960-05-14 00:00:00,Professional,2800.0,1986-07-06 00:00:00,17.0,2.0,1986,32,26
2009-03-03 00:00:00,1974-08-09 00:00:00,Professional,6000.0,1975-05-11 00:00:00,Professional,7000.0,1999-10-12 00:00:00,7.0,nan,1999,25,24
2010-03-03 00:00:00,1976-10-05 00:00:00,Professional,8000.0,1972-11-09 00:00:00,Professional,8000.0,2002-03-20 00:00:00,7.0,nan,2002,26,30
2011-03-03 00:00:00,1970-11-30 00:00:00,Preparatory,10000.0,1971-04-28 00:00:00,Professional,15000.0,1995-04-29 00:00:00,15.0,3.0,1995,25,24
2011-03-03 00:00:00,1973-01-12 00:00:00,Secondary,4000.0,1977-03-02 00:00:00,Secondary,3000.0,1991-06-17 00:00:00,19.0,1.0,1991,18,14
2002-03-04 00:00:00,1970-03-26 00:00:00,Secondary,5000.0,1970-07-30 00:00:00,Professional,5000.0,1996-04-20 00:00:00,5.0,2.0,1996,26,26
2002-03-04 00:00:00,1954-09-25 00:00:00,Professional,16000.0,1959-07-28 00:00:00,Professional,8000.0,1991-06-25 00:00:00,10.0,2.0,1991,37,32
2003-03-04 00:00:00,1965-03-29 00:00:00,Preparatory,4800.0,1969-08-22 00:00:00,Preparatory,5000.0,1994-06-25 00:00:00,8.0,1.0,1994,29,25
2007-03-04 00:00:00,1980-05-12 00:00:00,Preparatory,5000.0,1979-08-26 00:00:00,Professional,7000.0,2005-04-05 00:00:00,1.0,1.0,2005,25,26
2007-03-04 00:00:00,1981-10-28 00:00:00,Preparatory,3000.0,1972-07-26 00:00:00,Professional,6000.0,2001-02-26 00:00:00,6.0,1.0,2001,20,29
2008-03-04 00:00:00,1969-08-19 00:00:00,Professional,10856.0,1968-02-06 00:00:00,Professional,11174.0,1994-12-17 00:00:00,14.0,1.0,1994,25,26
2008-03-04 00:00:00,1966-06-03 00:00:00,Professional,6800.0,1975-10-30 00:00:00,Professional,1530.0,2001-08-09 00:00:00,6.0,nan,2001,35,26
2008-03-04 00:00:00,1978-11-02 00:00:00,Professional,7000.0,1976-12-15 00:00:00,Professional,2800.0,2005-05-12 00:00:00,2.0,nan,2005,27,29
2014-03-04 00:00:00,1980-03-16 00:00:00,Preparatory,5400.0,1984-10-11 00:00:00,Preparatory,4000.0,2010-02-17 00:00:00,4.0,nan,2010,30,26
2002-03-05 00:00:00,1958-12-05 00:00:00,Professional,4500.0,1963-04-11 00:00:00,Primary,90000.0,1984-12-17 00:00:00,17.0,2.0,1984,26,21
2006-03-05 00:00:00,1951-02-08 00:00:00,Professional,18000.0,1956-11-27 00:00:00,Professional,6000.0,2005-04-16 00:00:00,1.0,2.0,2005,54,49
2010-03-05 00:00:00,1953-06-03 00:00:00,Professional,6000.0,1968-12-15 00:00:00,Professional,6000.0,2001-07-07 00:00:00,8.0,nan,2001,48,33
2011-03-05 00:00:00,1974-06-22 00:00:00,Professional,20000.0,1970-06-22 00:00:00,Professional,7400.0,2003-02-10 00:00:00,7.0,nan,2003,29,33
2011-03-05 00:00:00,1977-06-05 00:00:00,Professional,10000.0,1981-03-02 00:00:00,Professional,15000.0,2007-12-18 00:00:00,3.0,nan,2007,30,26
2012-03-05 00:00:00,1985-03-30 00:00:00,Preparatory,8500.0,1985-07-05 00:00:00,Professional,8000.0,2011-08-04 00:00:00,1.0,nan,2011,26,26
2012-03-05 00:00:00,1984-11-02 00:00:00,Preparatory,6000.0,1984-06-04 00:00:00,Preparatory,2000.0,2004-12-18 00:00:00,5.0,nan,2004,20,20
2013-03-05 00:00:00,1977-05-24 00:00:00,Professional,10000.0,1972-04-12 00:00:00,Professional,8000.0,2001-09-20 00:00:00,12.0,1.0,2001,24,29
2002-03-06 00:00:00,1970-08-22 00:00:00,Preparatory,6250.0,1971-12-31 00:00:00,Professional,5000.0,1992-12-30 00:00:00,9.0,1.0,1992,22,21
2002-03-06 00:00:00,1967-09-20 00:00:00,Professional,4500.0,1967-02-27 00:00:00,Professional,4400.0,1991-08-06 00:00:00,10.0,1.0,1991,24,24
