net_wealth,service_involvement,high_wealth
122846.23370650408,16.0,0.0
65553.0800311531,7.0,0.0
114571.78730455835,12.0,0.0
115427.95035054066,5.0,0.0
185136.67202681693,6.0,0.0
205997.67504228555,8.0,0.0
144445.84132794265,18.0,0.0
159825.16416726913,13.0,0.0
168212.26170024142,14.0,0.0
122709.84034277612,8.0,0.0
192277.03096939265,5.0,0.0
140256.4012757753,12.0,0.0
222451.54304084287,13.0,0.0
142393.62832888027,15.0,0.0
109350.18504792862,8.0,0.0
130273.92334133356,18.0,0.0
155804.13945089682,16.0,0.0
120292.2163338867,8.0,0.0
109817.32630509598,9.0,0.0
151526.77983741582,13.0,0.0
155591.97973460745,14.0,0.0
193381.81160794356,6.0,0.0
182438.7596768257,18.0,0.0
187040.0487088528,10.0,0.0
161177.9507390716,9.0,0.0
209468.7029127235,11.0,0.0
88063.89327441779,18.0,0.0
147201.9639480495,7.0,0.0
137789.05471776152,14.0,0.0
173829.0403647449,12.0,0.0
143366.0486989915,19.0,0.0
179021.85375500558,6.0,0.0
130118.44013319904,12.0,0.0
211216.51460824916,6.0,0.0
99419.18039837058,5.0,0.0
94589.90222047448,8.0,0.0
190265.4588535585,17.0,0.0
141423.48055636813,18.0,0.0
154459.0930076318,19.0,0.0
149698.50671239325,10.0,0.0
126653.96412786176,12.0,0.0
115666.62975676266,8.0,0.0
170573.79027574763,12.0,0.0
72456.3719030874,8.0,0.0
118578.9841984237,12.0,0.0
158566.24464843815,6.0,0.0
188100.6791962224,15.0,0.0
186055.23628512613,10.0,0.0
163794.27073684993,18.0,0.0
162884.0473657163,15.0,0.0
126274.06371251403,11.0,0.0
156552.3986855132,6.0,0.0
124159.3161751592,13.0,0.0
137023.45149525884,13.0,0.0
179112.1587013092,6.0,0.0
162042.4629068607,5.0,0.0
168873.60254489275,17.0,0.0
184435.3287430037,17.0,0.0
165303.90300437273,17.0,0.0
99927.87993859156,10.0,0.0
167790.45614465434,6.0,0.0
91671.05412232393,13.0,0.0
175520.28531707852,19.0,0.0
247440.24037865383,17.0,0.0
78274.53159056594,10.0,0.0
171079.1658081778,11.0,0.0
215259.96912821967,13.0,0.0
130251.72670254669,5.0,0.0
130412.88645412611,10.0,0.0
44310.10384862457,8.0,0.0
173857.4511350288,10.0,0.0
148144.93123294893,12.0,0.0
158729.1199739431,9.0,0.0
129955.82498180868,16.0,0.0
178108.89825996774,11.0,0.0
132841.40950450563,12.0,0.0
194636.49631111708,17.0,0.0
214584.7644502892,18.0,0.0
131170.05861160712,19.0,0.0
179425.1030964945,18.0,0.0
151501.20879576818,12.0,0.0
133959.08452180165,17.0,0.0
175720.35708811478,14.0,0.0
155145.26108237196,18.0,0.0
199269.04715504136,5.0,0.0
144415.3846860777,8.0,0.0
106004.40084876344,7.0,0.0
178095.07478838443,16.0,0.0
192658.2087257848,9.0,0.0
95702.58839185636,15.0,0.0
186792.98284736992,18.0,0.0
152235.67996356095,8.0,0.0
116059.32840950898,5.0,0.0
212547.13906916225,17.0,0.0
121425.9757578644,8.0,0.0
184710.3331344757,13.0,0.0
146590.7662896978,9.0,0.0
164384.0050813696,6.0,0.0
117718.62233264509,8.0,0.0
192585.37164184728,5.0,0.0
169523.73514428208,17.0,0.0
126746.75546749108,8.0,0.0
157289.6639347755,16.0,0.0
163738.4937649844,18.0,0.0
159643.27182445122,10.0,0.0
159544.28537874977,10.0,0.0
188715.40791927595,6.0,0.0
198091.82433162237,11.0,0.0
209826.10918663675,14.0,0.0
125710.7976365638,18.0,0.0
138272.00218919246,5.0,0.0
199464.61730981804,19.0,0.0
202166.73925048756,19.0,0.0
155360.93686720682,16.0,0.0
147354.209014166,9.0,0.0
187928.29334162732,7.0,0.0
146873.11994071084,10.0,0.0
116236.5601555697,8.0,0.0
182194.0732961998,10.0,0.0
216386.97798452008,15.0,0.0
201980.1112893496,16.0,0.0
187673.8099164348,14.0,0.0
106942.65418176207,17.0,0.0
159762.91243955813,18.0,0.0
148698.32807894243,12.0,0.0
109338.02072029974,7.0,0.0
149700.5060453178,10.0,0.0
127682.8240317558,13.0,0.0
162473.65995038376,9.0,0.0
167492.70211065665,12.0,0.0
119778.0118968412,6.0,0.0
137415.92066453357,7.0,0.0
126605.78447854472,16.0,0.0
149033.4504486854,12.0,0.0
173542.9532658124,5.0,0.0
192272.79614162055,7.0,0.0
118211.3771413662,13.0,0.0
38736.94283467096,9.0,0.0
148527.2437700191,6.0,0.0
216974.79638080328,14.0,0.0
144374.51938588146,5.0,0.0
134136.57483908357,5.0,0.0
164536.13409919874,10.0,0.0
140197.86097319593,12.0,0.0
139017.16170185438,19.0,0.0
116748.26039932162,7.0,0.0
159339.32735101695,6.0,0.0
173282.660138671,13.0,0.0
162658.45804215665,9.0,0.0
175072.56987397603,18.0,0.0
75747.33662042931,13.0,0.0
124464.58612267344,6.0,0.0
180989.34023716667,10.0,0.0
146501.2691898516,12.0,0.0
80345.82575088744,19.0,0.0
144336.5380641039,17.0,0.0
165481.47765492517,5.0,0.0
199972.3206568394,7.0,0.0
110624.24336855576,11.0,0.0
173784.0727557983,6.0,0.0
177466.95049306058,17.0,0.0
227607.87714504747,9.0,0.0
83455.58403874942,14.0,0.0
193916.85979801556,19.0,0.0
103594.80335912852,6.0,0.0
182081.93471379933,8.0,0.0
221947.79452152053,14.0,0.0
88481.4944921988,5.0,0.0
203835.89260128367,19.0,0.0
137868.58625189762,14.0,0.0
139293.61040905354,6.0,0.0
130086.61291700412,13.0,0.0
61096.756381423256,8.0,0.0
75883.9775431886,8.0,0.0
135352.06779732584,10.0,0.0
136982.9693330027,16.0,0.0
159614.07065488177,8.0,0.0
167507.54576111102,7.0,0.0
134668.36697177333,6.0,0.0
230192.46680737444,10.0,0.0
125337.20618283456,12.0,0.0
131176.37870263026,15.0,0.0
188665.5351600955,13.0,0.0
141367.43138842745,5.0,0.0
174119.2005937068,11.0,0.0
147472.7934060624,13.0,0.0
154985.19478356553,14.0,0.0
125331.03354487638,17.0,0.0
221428.1963927404,15.0,0.0
153207.51016222435,7.0,0.0
206518.4791888567,17.0,0.0
195759.2452972973,7.0,0.0
157583.02703181576,17.0,0.0
165118.38729461352,16.0,0.0
119016.81678360097,18.0,0.0
159471.3147300222,17.0,0.0
139420.88332167923,18.0,0.0
182224.6171007499,14.0,0.0
181099.93876998045,5.0,0.0
155245.6169396963,14.0,0.0
248390.99932928057,6.0,0.0
207185.1274418736,13.0,0.0
223503.01549772843,8.0,0.0
195387.58391476725,17.0,0.0
206452.62136800867,12.0,0.0
146147.23488753912,13.0,0.0
125229.2666476776,10.0,0.0
162617.10573632788,8.0,0.0
145488.08482327024,6.0,0.0
166672.91315573046,13.0,0.0
160268.74852178458,7.0,0.0
208211.2185758405,12.0,0.0
175689.72485861112,5.0,0.0
207385.07657249528,7.0,0.0
117058.8956611507,6.0,0.0
205376.3548438816,7.0,0.0
129928.4838579924,12.0,0.0
171807.13397349045,13.0,0.0
129453.59366872192,16.0,0.0
154410.07845803452,7.0,0.0
134796.20825933473,14.0,0.0
98760.29624384736,15.0,0.0
165454.43642548274,8.0,0.0
147637.16028559062,10.0,0.0
153980.8999375023,13.0,0.0
218830.32832581145,8.0,0.0
208042.24047718343,8.0,0.0
116347.8548454042,10.0,0.0
149996.3464032342,13.0,0.0
186168.0180989465,17.0,0.0
159127.57767329476,19.0,0.0
146394.0605049069,14.0,0.0
139663.9735069157,17.0,0.0
150664.00373354222,18.0,0.0
185658.7580511568,11.0,0.0
172217.67829257934,8.0,0.0
201193.8025339314,8.0,0.0
146797.10160313017,11.0,0.0
137126.8042241287,9.0,0.0
189614.26481720287,15.0,0.0
195480.73778625167,8.0,0.0
194714.03649118432,5.0,0.0
181687.7395777895,14.0,0.0
174622.54269263556,11.0,0.0
170078.42288137483,17.0,0.0
87533.37692276582,10.0,0.0
129385.74503343868,11.0,0.0
128483.19773369044,10.0,0.0
257707.10937908688,6.0,0.0
168129.72744429336,15.0,0.0
116327.42400010934,13.0,0.0
179668.50709303154,16.0,0.0
91337.41662083787,14.0,0.0
111544.81942447342,6.0,0.0
197457.11130517424,12.0,0.0
140584.14731601125,9.0,0.0
109411.66521647752,10.0,0.0
183462.2349115086,8.0,0.0
144237.04611837838,15.0,0.0
98162.81869997102,18.0,0.0
67274.09724349131,18.0,0.0
140873.7882790976,16.0,0.0
157214.04726712898,5.0,0.0
66817.50267937737,12.0,0.0
86685.29081033301,18.0,0.0
168833.5694896822,12.0,0.0
106535.92110857477,15.0,0.0
96151.94660353768,5.0,0.0
148741.76452623942,9.0,0.0
187886.3154843572,11.0,0.0
95844.97639005716,5.0,0.0
137567.5426307172,10.0,0.0
150315.17136457944,8.0,0.0
92062.39966890911,7.0,0.0
185808.1898283016,18.0,0.0
188274.2515338836,11.0,0.0
167665.19195171195,7.0,0.0
196953.57335363864,9.0,0.0
192870.80487097663,8.0,0.0
114362.57147958849,6.0,0.0
178538.3952123436,9.0,0.0
174725.6134071198,15.0,0.0
88214.09664351249,19.0,0.0
160061.10592427454,17.0,0.0
231867.89618764017,13.0,0.0
126538.89811372024,10.0,0.0
138662.90911055758,9.0,0.0
154272.4297954695,15.0,0.0
223286.8130518261,19.0,0.0
151648.31572372036,6.0,0.0
233406.7851469296,13.0,0.0
219503.5318799357,15.0,0.0
165643.9218245358,6.0,0.0
137872.38505222803,18.0,0.0
107207.97262344306,19.0,0.0
190976.2661211742,9.0,0.0
179855.10491325962,7.0,0.0
117852.1512258011,11.0,0.0
95336.86512295622,15.0,0.0
138395.03074398497,19.0,0.0
139589.8354056683,18.0,0.0
146429.7753154402,6.0,0.0
142010.8810645301,14.0,0.0
196127.05563963388,10.0,0.0
181995.8407588101,9.0,0.0
147959.96276318177,10.0,0.0
169011.32348053087,16.0,0.0
163732.70245415508,17.0,0.0
178081.92692652225,18.0,0.0
152488.15438247696,13.0,0.0
106538.61976510384,7.0,0.0
103079.05498450637,15.0,0.0
189986.01776226255,6.0,0.0
95370.94969741984,14.0,0.0
103348.2018539815,16.0,0.0
193832.92318931487,5.0,0.0
113348.21488727484,9.0,0.0
206016.5589830118,7.0,0.0
89705.58627115306,9.0,0.0
116905.33324823676,12.0,0.0
95160.69039292687,9.0,0.0
146034.81874264486,7.0,0.0
219900.6598843393,9.0,0.0
184891.5128707847,19.0,0.0
158725.98174271616,7.0,0.0
129996.52695917716,15.0,0.0
257572.53838597145,10.0,0.0
190659.63361877215,17.0,0.0
172541.336950211,16.0,0.0
139504.5495014547,15.0,0.0
141015.06195131177,16.0,0.0
176683.14090415093,12.0,0.0
175706.62884818844,5.0,0.0
136486.7058782194,8.0,0.0
145473.16653217745,7.0,0.0
158009.5738888774,14.0,0.0
131657.19988913892,13.0,0.0
60113.80437011414,11.0,0.0
100912.481929567,9.0,0.0
77709.03931745315,7.0,0.0
117208.16193248075,13.0,0.0
114376.96506576404,10.0,0.0
134923.15692008293,13.0,0.0
243281.9067342253,7.0,0.0
179225.95210712892,6.0,0.0
113062.7247186459,8.0,0.0
139434.4580621458,12.0,0.0
151987.4452088467,11.0,0.0
163725.49996548647,9.0,0.0
120335.02149501804,8.0,0.0
190436.6066184789,13.0,0.0
116352.3176731138,9.0,0.0
19990.332660596483,7.0,0.0
223965.77094523265,12.0,0.0
90453.63527818296,10.0,0.0
167531.97744453617,5.0,0.0
113226.33523719276,7.0,0.0
159110.0280056547,17.0,0.0
213642.56463789835,11.0,0.0
241603.65904483627,18.0,0.0
111326.5715370784,7.0,0.0
189737.0135941638,7.0,0.0
208529.32539602288,9.0,0.0
201572.73697273823,12.0,0.0
104615.15164552323,17.0,0.0
195905.01984709068,15.0,0.0
165908.67808020476,16.0,0.0
161401.53663741203,7.0,0.0
191467.09136295045,9.0,0.0
176918.2781327609,17.0,0.0
197001.952307838,6.0,0.0
96400.33928317236,12.0,0.0
141573.7722171945,8.0,0.0
110855.0953748282,16.0,0.0
198845.50407946805,18.0,0.0
144554.4940509533,6.0,0.0
152043.83036890312,6.0,0.0
307297.0769367777,6.0,0.0
176039.82741170653,9.0,0.0
159620.097957271,10.0,0.0
187777.52445529267,6.0,0.0
105566.22261467094,5.0,0.0
109084.9371481333,9.0,0.0
112788.59838368108,18.0,0.0
178143.34850989882,11.0,0.0
182557.16572543173,11.0,0.0
197629.0570431628,19.0,0.0
155565.8272993967,18.0,0.0
133412.4487164992,11.0,0.0
124454.39476370128,10.0,0.0
68304.88421327223,19.0,0.0
148821.18379288272,17.0,0.0
174308.35206022253,10.0,0.0
160894.7560874431,14.0,0.0
107984.2585229816,12.0,0.0
67273.72226656626,10.0,0.0
97977.64798289236,9.0,0.0
139481.50072885997,13.0,0.0
142322.65921675446,10.0,0.0
179999.83456816917,8.0,0.0
220765.2405814614,16.0,0.0
165733.21219760424,7.0,0.0
142185.04785828185,16.0,0.0
118947.17935680192,6.0,0.0
154629.74839615292,19.0,0.0
140009.26311560982,12.0,0.0
162018.86009804197,6.0,0.0
157404.42277196317,7.0,0.0
179422.2952670614,5.0,0.0
143312.9409969221,14.0,0.0
222687.94858228895,5.0,0.0
137836.71787778183,10.0,0.0
95176.50064631138,12.0,0.0
145189.6857052251,17.0,0.0
191067.20421139084,6.0,0.0
224920.79209279356,16.0,0.0
205335.07711249663,18.0,0.0
128102.28419141322,19.0,0.0
132232.49775988352,19.0,0.0
67455.16755504246,16.0,0.0
157800.79088914944,11.0,0.0
182186.25511026185,18.0,0.0
184232.84334722845,6.0,0.0
162328.15928950263,9.0,0.0
111763.50659564564,16.0,0.0
118772.84430432896,9.0,0.0
168700.12305755974,19.0,0.0
113837.98304399932,16.0,0.0
163017.63176836626,11.0,0.0
168636.2414136799,10.0,0.0
161432.42271380746,18.0,0.0
103234.51801965476,18.0,0.0
138672.07257230263,15.0,0.0
152543.7149006857,15.0,0.0
101283.4592222606,18.0,0.0
195632.37751977763,8.0,0.0
161488.3475218421,8.0,0.0
104806.69247384524,11.0,0.0
228925.39308183076,10.0,0.0
168949.2927531969,7.0,0.0
115810.447588809,10.0,0.0
184184.556298994,16.0,0.0
203440.9980332212,12.0,0.0
145518.223003052,16.0,0.0
170773.8758378682,13.0,0.0
186055.7894165805,17.0,0.0
194159.21689127025,5.0,0.0
176247.0083067484,14.0,0.0
94323.52125468242,15.0,0.0
111678.00978597836,13.0,0.0
128123.22191274396,6.0,0.0
166368.52249299927,15.0,0.0
238411.3208905434,10.0,0.0
129801.6002234598,18.0,0.0
138402.40682765786,11.0,0.0
124948.1547665467,10.0,0.0
116020.4150125881,5.0,0.0
240717.14758636412,17.0,0.0
122608.87032672792,6.0,0.0
116387.12720734975,7.0,0.0
148615.11438714308,6.0,0.0
175476.91903358328,6.0,0.0
123110.70074307408,15.0,0.0
162405.55833501928,10.0,0.0
123200.58699345686,14.0,0.0
112642.3263706196,6.0,0.0
111708.415464171,16.0,0.0
176919.67837924464,6.0,0.0
132362.58111807212,19.0,0.0
193945.8212558516,7.0,0.0
115452.2715481264,6.0,0.0
48678.67017761034,19.0,0.0
151236.47175331967,5.0,0.0
147585.34018052515,8.0,0.0
208140.52402682137,11.0,0.0
146871.93208041074,7.0,0.0
122947.53543365002,8.0,0.0
128298.57853095916,19.0,0.0
215996.0356128334,19.0,0.0
115925.17007260534,12.0,0.0
133982.31684503943,17.0,0.0
131805.9884023929,16.0,0.0
167970.90568667493,10.0,0.0
176786.6020583742,12.0,0.0
185253.37684964767,19.0,0.0
96445.19884355793,15.0,0.0
114534.61807165548,18.0,0.0
121757.7395352944,9.0,0.0
181258.6556015225,10.0,0.0
124559.45427923366,18.0,0.0
204326.56967471703,18.0,0.0
176189.78476237366,15.0,0.0
112932.94276853514,18.0,0.0
114987.7116400733,8.0,0.0
155801.4001228973,8.0,0.0
119348.6699673993,16.0,0.0
132561.73831284125,5.0,0.0
180367.2415276902,16.0,0.0
112050.82501770604,11.0,0.0
172421.43287271046,12.0,0.0
113279.36349741805,5.0,0.0
204201.30234972032,18.0,0.0
186709.8988124008,11.0,0.0
79147.13829881478,17.0,0.0
140396.871029786,18.0,0.0
115884.16416146596,10.0,0.0
56150.61267136542,19.0,0.0
164494.56319941493,5.0,0.0
208459.9941988694,17.0,0.0
168242.90097638217,18.0,0.0
189482.45158787817,15.0,0.0
211293.24503644972,5.0,0.0
202046.32493041115,5.0,0.0
132091.02206382275,6.0,0.0
120983.97725152444,8.0,0.0
164089.83917140774,6.0,0.0
198764.6645391509,10.0,0.0
96465.64951881244,15.0,0.0
189742.21072117076,8.0,0.0
159531.1672595381,14.0,0.0
152352.90284049045,13.0,0.0
187543.75037064787,11.0,0.0
129657.5101131648,9.0,0.0
155207.28531178948,10.0,0.0
150155.91480778484,13.0,0.0
136836.82389391423,5.0,0.0
181563.48971201415,5.0,0.0
175005.478794271,17.0,0.0
122175.1836986361,14.0,0.0
202371.3920356944,13.0,0.0
176254.43831133418,15.0,0.0
150159.84932660093,19.0,0.0
187786.48281837572,12.0,0.0
207704.95475676676,18.0,0.0
162032.24409491208,17.0,0.0
91488.18269251662,14.0,0.0
182754.64222268143,9.0,0.0
170081.44572763325,9.0,0.0
190197.14007404124,9.0,0.0
109157.59398815676,16.0,0.0
97815.3232518194,5.0,0.0
162852.47773707492,5.0,0.0
134009.82324791583,13.0,0.0
113379.81575894948,12.0,0.0
164140.25901437033,19.0,0.0
114787.7997259389,15.0,0.0
203976.45338592923,8.0,0.0
138241.45662940986,6.0,0.0
177271.41439768794,15.0,0.0
192803.56003125245,6.0,0.0
172852.9348084787,8.0,0.0
134906.19861005445,16.0,0.0
209644.5336768829,15.0,0.0
173931.30140884747,7.0,0.0
134993.22058424933,19.0,0.0
151871.7279061465,7.0,0.0
117927.43657382372,18.0,0.0
113864.67942486182,9.0,0.0
164630.00562479591,11.0,0.0
189815.01369268485,5.0,0.0
133913.00490082015,5.0,0.0
125193.15477602178,16.0,0.0
174982.65010102128,9.0,0.0
88658.44988957522,13.0,0.0
150047.00313501825,15.0,0.0
194025.7305817827,14.0,0.0
71680.89985413548,15.0,0.0
182821.01521688892,16.0,0.0
141332.3989803176,14.0,0.0
165438.9477001037,5.0,0.0
93749.51918188516,14.0,0.0
118258.71822053732,15.0,0.0
245807.25728717347,8.0,0.0
146912.90695490138,8.0,0.0
146966.65122771537,15.0,0.0
128605.1608318784,7.0,0.0
84810.46749179515,9.0,0.0
93657.14112654571,15.0,0.0
79869.15309609433,11.0,0.0
128480.13222354304,8.0,0.0
141238.00950305784,5.0,0.0
191328.77228588192,18.0,0.0
88634.67363743865,13.0,0.0
176558.82716854115,17.0,0.0
141405.43744381733,9.0,0.0
130687.30889488594,19.0,0.0
175775.72508122725,13.0,0.0
103957.7910777241,15.0,0.0
165713.54741464584,15.0,0.0
112132.0272564078,13.0,0.0
119786.14246876368,16.0,0.0
185726.43373212664,14.0,0.0
134066.13033501554,12.0,0.0
76416.32068660085,10.0,0.0
107336.3132537732,6.0,0.0
169210.7815710047,10.0,0.0
87769.20013243689,14.0,0.0
157392.51111947533,18.0,0.0
185151.0457317346,18.0,0.0
155129.50381225283,17.0,0.0
71787.47300401275,7.0,0.0
169831.70022829564,7.0,0.0
171498.22425160412,13.0,0.0
133758.96378790282,9.0,0.0
150356.94084184902,6.0,0.0
157545.25476793465,15.0,0.0
156993.75894047046,11.0,0.0
108298.89917071976,9.0,0.0
167708.97525481967,17.0,0.0
133113.60247561272,18.0,0.0
158726.43307422425,16.0,0.0
157127.21532540995,5.0,0.0
153490.07017372997,16.0,0.0
219372.3769280948,9.0,0.0
178225.09176995786,8.0,0.0
119959.5847029007,12.0,0.0
179459.29804393853,11.0,0.0
146383.167870115,18.0,0.0
142176.55684136236,16.0,0.0
14908.83887292404,7.0,0.0
148737.23545361625,14.0,0.0
109598.58434906924,16.0,0.0
161997.40890995384,16.0,0.0
261584.99998121924,16.0,0.0
129166.19905003614,19.0,0.0
128102.1759802598,13.0,0.0
69385.88033167536,11.0,0.0
107129.65654907392,16.0,0.0
145524.08469758506,18.0,0.0
122686.0809314828,13.0,0.0
108314.77422250138,5.0,0.0
135115.9281823136,13.0,0.0
91133.55277217226,12.0,0.0
170278.98884779977,10.0,0.0
187514.6427373193,16.0,0.0
144922.81443564917,8.0,0.0
109796.7406887038,11.0,0.0
78395.15635715472,8.0,0.0
144385.68987487696,13.0,0.0
105732.71118038794,6.0,0.0
127392.4511952638,15.0,0.0
151390.6556498998,16.0,0.0
125660.86903994184,14.0,0.0
131798.30553058087,14.0,0.0
189593.80830758665,17.0,0.0
109592.00381698432,14.0,0.0
94391.09665639748,6.0,0.0
124423.95145529072,11.0,0.0
138662.5340521667,11.0,0.0
