Dumb and Dumber,215,8467
Eat Drink Man Woman,216,10451
Exotica,217,20156
Exit to Eden,218,18395
Ed Wood,219,522
French Kiss,220,397
Forget Paris,221,10525
Far from Home: The Adventures of Yellow Dog,222,27985
A Goofy Movie,223,15789
Hideaway,224,27303
Fluke,225,21183
Farinelli,226,10954
Gordy,227,47867
Gumby: The Movie,228,43475
The Glass Shield,229,72031
Hoop Dreams,230,14275
Heavenly Creatures,231,1024
Houseguest,232,17207
Immortal Beloved,233,13701
Heavyweights,234,14819
The Hunted,235,32631
I.Q.,236,11777
Interview with the Vampire,237,628
Jefferson in Paris,238,87729
The Jerky Boys,239,18713
Junior,240,6280
Just Cause,241,9061
A Kid in King Arthur's Court,242,37108
Kiss of Death,243,6071
Star Wars,244,11
Little Women,245,9587
A Little Princess,246,19101
Ladybird Ladybird,247,49980
L'Enfer,248,17961
Like Water for Chocolate,249,18183
Legends of the Fall,250,4476
Major Payne,251,11008
Little Odessa,252,47504
Mi Vida Loca,253,32325
Love Affair,254,43742
Losing Isaiah,255,28313
The Madness of King George,256,11318
Mary Shelley's Frankenstein,257,3036
Man of the House,258,40490
Mixed Nuts,259,24070
Milk Money,260,8986
Miracle on 34th Street,261,10510
Miami Rhapsody,262,17402
My Family,263,38722
Murder in the First,264,8438
Nobody's Fool,265,11593
Nell,266,1945
New Jersey Drive,267,39310
Beyond Bedlam,268,56428
Nina Takes a Lover,269,131957
Natural Born Killers,270,241
Only You,271,9058
Once Were Warriors,272,527
Poison Ivy II: Lily,273,18220
Outbreak,274,6950
Leon: The Professional,275,101
The Perez Family,276,63020
A Pyromaniac's Love Story,277,2307
Pulp Fiction,278,680
Priest,279,40156
Quiz Show,280,11450
Picture Bride,281,30304
Queen Margot,282,10452
The Quick and the Dead,283,12106
Roommates,284,161495
Prêt-à-Porter,285,3586
Three Colors: Red,286,110
Three Colors: Blue,287,108
Three Colors: White,288,109
"Red Firecracker, Green Firecracker",289,159185
Stuart Saves His Family,290,28033
The Swan Princess,291,22586
The Secret of Roan Inish,292,14334
The Specialist,293,2636
Stargate,294,2164
The Santa Clause,295,11395
The Shawshank Redemption,296,278
Shallow Grave,297,9905
Suture,298,87078
Strawberry and Chocolate,299,12527
Swimming with Sharks,300,20306
The Sum of Us,301,36614
Senior Trip,302,27993
To Live,303,31439
Tank Girl,304,9067
Tales from the Crypt: Demon Knight,305,9059
Star Trek: Generations,306,193
Tales from the Hood,307,25066
Tom & Viv,308,46797
Village of the Damned,309,12122
Tommy Boy,310,11381
Vanya on 42nd Street,311,32636
The Underneath,312,36141
The Walking Dead,313,95963
What's Eating Gilbert Grape,314,1587
Virtuosity,315,9271
While You Were Sleeping,316,2064
The War,317,19855
Double Happiness,318,60855
Muriel's Wedding,319,236
The Baby-Sitters Club,320,48287
Ace Ventura: Pet Detective,321,3049
"The Adventures of Priscilla, Queen of the Desert",322,2759
Backbeat,323,12635
Bitter Moon,324,10497
Bullets Over Broadway,325,11382
Clear and Present Danger,326,9331
The Client,327,10731
"Corrina, Corrina",328,10464
Crooklyn,329,34152
The Crow,330,9495
Cobb,331,29973
The Flintstones,332,888
Forrest Gump,333,13
Four Weddings and a Funeral,334,712
Higher Learning,335,16295
I Love Trouble,336,10879
It Could Happen to You,337,10660
The Jungle Book,338,10714
"The Wonderful, Horrible Life of Leni Riefenstahl",339,41647
The Lion King,340,8587
Little Buddha,341,1689
New Nightmare,342,11596
The Mask,343,854
Maverick,344,9359
Mrs. Parker and the Vicious Circle,345,23333
The Naked Gun 33⅓: The Final Insult,346,36593
The Paper,347,12280
Reality Bites,348,2788
Red Rock West,349,10427
Ri¢hie Ri¢h,350,11011
Safe Passage,351,49803
The River Wild,352,8987
Speed,353,1637
Speechless,354,15128
Timecop,355,8831
True Lies,356,36955
When a Man Loves a Woman,357,10449
Wolf,358,10395
Wyatt Earp,359,12160
Bad Company,360,40480
A Low Down Dirty Shame,361,26352
"Boys Life: Three Stories of Love, Lust, and Liberation",362,39953
Colonel Chabert,363,41580
"Faster, Pussycat! Kill! Kill!",364,315
Jason's Lyric,365,22067
The Secret Adventures of Tom Thumb,366,18242
Street Fighter,367,11667
Mirage,368,226229
Highlander: The Final Dimension,369,8011
In the Mouth of Madness,370,2654
8 Seconds,371,18069
Above the Rim,372,19092
Addams Family Values,373,2758
The Age of Innocence,374,10436
Airheads,375,13595
The Air Up There,376,46094
Another Stakeout,377,9409
Bad Girls,378,11853
Barcelona,379,16771
Being Human,380,46924
The Beverly Hillbillies,381,11041
Beverly Hills Cop III,382,306
Black Beauty,383,14522
Blink,384,26203
Blown Away,385,178
Blue Chips,386,19819
Blue Sky,387,57834
Body Snatchers,388,4722
Boxing Helena,389,18215
A Bronx Tale,390,1607
Cabin Boy,391,26391
Carlito's Way,392,6075
City Slickers II: The Legend of Curly's Gold,393,11310
Clean Slate,394,18658
Cliffhanger,395,9350
Coneheads,396,9612
Color of Night,397,2124
Cops & Robbersons,398,26261
The Cowboy Way,399,19176
Dangerous Game,400,49299
Dave,401,11566
Dazed and Confused,402,9571
Demolition Man,403,9739
The Endless Summer 2,404,24257
Even Cowgirls Get the Blues,405,34444
Fatal Instinct,406,26141
Farewell My Concubine,407,10997
The Favor,408,50463
Fearless,409,10443
Fear of a Black Hat,410,20239
With Honors,411,16297
Flesh and Bone,412,18551
Widows' Peak,413,25440
For Love or Money,414,9024
The Firm,415,37233
Free Willy,416,1634
Fresh,417,13815
The Fugitive,418,5503
Geronimo: An American Legend,419,35588
The Getaway,420,2087
Getting Even with Dad,421,41579
Go Fish,422,18620
Guilty as Sin,423,4916
Hard Target,424,2019
Heaven & Earth,425,31642
Hot Shots! Part Deux,426,9255
Live Nude Girls,427,26271
The Englishman Who Went Up a Hill But Came Down a Mountain,428,10612
The House of the Spirits,429,2259
House Party 3,430,16097
The Hudsucker Proxy,431,11934
I'll Do Anything,432,106143
In the Army Now,433,12475
In the Line of Fire,434,9386
In the Name of the Father,435,7984
The Inkwell,436,59930
What's Love Got to Do with It,437,15765
Judgment Night,438,6
Jurassic Park,439,329
Kalifornia,440,10909
Killing Zoe,441,507
King of the Hill,442,34024
Lassie,443,29918
Last Action Hero,444,9593
Life With Mikey,445,42580
Lightning Jack,446,22317
M. Butterfly,447,1413
Made in America,448,12121
Malice,449,2246
The Man without a Face,450,10502
Manhattan Murder Mystery,451,10440
Menace II Society,452,9516
Executive Decision,453,2320
In the Realm of the Senses,454,5879
What Happened Was...,455,83718
Much Ado About Nothing,456,11971
Mr. Jones,457,2625
Mr. Wonderful,458,31911
Mrs. Doubtfire,459,788
Naked,460,21450
The Next Karate Kid,461,11231
No Escape,462,10447
North,463,31586
Orlando,464,9300
A Perfect World,465,9559
Philadelphia,466,9800
The Piano,467,713
Poetic Justice,468,8291
The Program,469,18133
The Puppet Masters,470,25557
Radioland Murders,471,22588
The Ref,472,10872
The Remains of the Day,473,1245
Renaissance Man,474,11858
Rising Sun,475,7007
The Road to Wellville,476,10467
RoboCop 3,477,5550
Robin Hood: Men in Tights,478,8005
Romeo Is Bleeding,479,2088
Romper Stomper,480,10412
Ruby in Paradise,481,47889
Rudy,482,14534
Savage Nights,483,41878
Schindler's List,484,424
The Scout,485,35233
Searching for Bobby Fischer,486,14291
The Secret Garden,487,11236
Serial Mom,488,11592
The Shadow,489,8850
Shadowlands,490,10445
Short Cuts,491,695
A Simple Twist of Fate,492,43535
Sirens,493,12519
Six Degrees of Separation,494,23210
Sleepless in Seattle,495,858
Sliver,496,867
Blade Runner,497,78
Son in Law,498,13203
So I Married an Axe Murderer,499,10442
Striking Distance,500,11074
Super Mario Bros.,501,9607
Surviving the Game,502,17585
Terminal Velocity,503,9057
Thirty Two Short Films About Glenn Gould,504,20967
Threesome,505,10635
The Nightmare Before Christmas,506,9479
The Three Musketeers,507,10057
Tombstone,508,11969
Trial by Jury,509,41590
True Romance,510,319
The War Room,511,26408
The Pagemaster,512,15139
"Paris, France",513,161158
Killer,514,85247
Welcome to the Dollhouse,515,11446
Germinal,516,51980
Chasers,517,24405
Cronos,518,11655
Kika,519,8223
Bhaji on the Beach,520,14587
Little Big League,521,31504
Wide Eyed and Legless,522,53185
"Ciao, Professore!",523,23637
Spanking the Monkey,524,17600
The Little Rascals,525,10897
Andre,526,21352
Princess Caraboo,527,37345
The Celluloid Closet,528,32562
Café au Lait,529,47507
The Brady Bunch Movie,530,9066
Home Alone,531,771
Ghost,532,251
Aladdin,533,812
Terminator 2: Judgment Day,534,280
Dances with Wolves,535,581
The Silence of the Lambs,536,274
Snow White and the Seven Dwarfs,537,408
Beauty and the Beast,538,10020
Pinocchio,539,10895
Pretty Woman,540,114
The Wild Bunch,541,576
Love and a .45,542,15477
Bye Bye Love,543,30528
One Fine Day,544,7300
Candyman: Farewell to the Flesh,545,10824
Fargo,546,275
Homeward Bound II: Lost in San Francisco,547,25059
Heavy Metal,548,11827
Hellraiser: Bloodline,549,8766
The Pallbearer,550,23570
Jane Eyre,551,47333
Loaded,552,54850
Bread and Chocolate,553,51242
The Aristocats,554,10112
The Flower of My Secret,555,4307
Ed,556,32308
Scream of Stone,557,88893
My Favorite Season,558,52873
A Thin Line Between Love and Hate,559,28121
The Last Supper,560,12520
Primal Fear,561,1592
Carried Away,562,36447
All Dogs Go to Heaven 2,563,19042
Land and Freedom,564,38884
Denise Calls Up,565,47449
A Family Thing,566,41852
Sgt. Bilko,567,9099
Jack & Sarah,568,2021
Girl 6,569,61752
Diabolique,570,10988
Courage Under Fire,571,10684
Mission: Impossible,572,954
Moll Flanders,573,18989
The Superwife,574,10801
DragonHeart,575,8840
Eddie,576,11107
Purple Noon,577,10363
James and the Giant Peach,578,10539
Fear,579,10543
Kids in the Hall: Brain Candy,580,18414
Faithful,581,47502
Underground,582,11902
Bloodsport II,583,25087
Pather Panchali,584,5801
The World of Apu,585,896
Mystery Science Theater 3000: The Movie,586,3065
Space Jam,587,2300
Barbarella,588,8069
Some Folks Call It a Sling Blade,589,27768
The Run of the Country,590,221917
Alphaville,591,8072
Coup de Torchon,592,35797
It's My Party,593,33245
Country Life,594,124460
Operation Dumbo Drop,595,27281
The Promise,596,105045
Mrs. Winterbourne,597,40001
Solo,598,29621
The Substitute,599,20762
True Crime,600,37144
Butterfly Kiss,601,48260
Feeling Minnesota,602,12656
Delta of Venus,603,38867
Angus,604,25969
Faces,605,753
Boys,606,43634
The Quest,607,9103
Cosi,608,90214
Mulholland Falls,609,10990
The Truth About Cats & Dogs,610,8866
Oliver & Company,611,12233
Celtic Pride,612,23449
Flipper,613,36355
Dead Man,614,922
The Horseman on the Roof,615,11876
The Visitors,616,11687
Multiplicity,617,9304
"The Haunted World of Edward D. Wood, Jr.",618,73183
The Craft,619,9100
The Great White Hype,620,20759
Last Dance,621,46063
Cold Comfort Farm,622,32513
Heaven's Prisoners,623,36915
The Rock,624,9802
Cemetery Man,625,21588
Twister,626,664
Barb Wire,627,11867
Ghost in the Shell,628,9323
Thinner,629,10280
Spy Hard,630,10535
A Close Shave,631,532
Force of Evil,632,26744
The Stupids,633,16299
The Arrival,634,10547
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,635,935
A Month by the Lake,636,41007
Gold Diggers: The Secret of Bear Mountain,637,35645
Kim,638,110465
Carmen Miranda: Bananas Is My Business,639,255546
Ashes of Time,640,40751
Maya Lin: A Strong Clear Vision,641,85778
Stalingrad,642,11101
The Phantom,643,9826
Striptease,644,9879
Heavy,645,22621
Jack,646,7095
I Shot Andy Warhol,647,26890
The Grass Harp,648,46732
Spirits of the Dead,649,41225
Trainspotting,650,627
Til There Was You,651,32872
Independence Day,652,602
Stealing Beauty,653,14553
The Fan,654,9566
The Hunchback of Notre Dame,655,10545
The Cable Guy,656,9894
Kingpin,657,11543
Eraser,658,9268
The Gate of Heavenly Peace,659,52059
The Nutty Professor,660,9327
My Life and Times With Antonin Artaud,661,124306
Daylight,662,11228
The Frighteners,663,10779
Lone Star,664,26748
Harriet the Spy,665,38223
Phenomenon,666,9294
Walking and Talking,667,49963
She's the One,668,11363
A Time to Kill,669,1645
American Buffalo,670,31546
Alaska,671,36344
Fled,672,18550
Kazaam,673,11511
Larger Than Life,674,34170
Two Deaths,675,124645
A Very Brady Sequel,676,12606
Death in the Garden,677,35206
Kaspar Hauser,678,12632
The Adventures of Pinocchio,679,18975
Joe's Apartment,680,11962
The First Wives Club,681,2925
Stonewall,682,28628
Ransom,683,3595
High School High,684,9308
Phat Beach,685,92381
Foxfire,686,18555
Chain Reaction,687,12123
Matilda,688,10830
Emma,689,3573
The Crow: City of Angels,690,10546
House Arrest,691,18862
Eyes Without a Face,692,31417
Bordello of Blood,693,9431
The Story of Xinghua,694,297645
The Day the Sun Turned Cold,695,48144
Flirt,696,46986
The Spitfire Grill,697,47907
Escape from L.A.,698,10061
Cyclo,699,36266
Basquiat,700,549
Tin Cup,701,10478
The Ballad of Narayama,702,116690
The Godfather,703,238
Police Story 3: Supercop,704,11134
Wife,705,132641
Small Faces,706,42758
Bound,707,9303
Carpool,708,23945
Kansas City,709,22479
Gone Fishin',710,9054
Vive L'Amour,711,11985
Nothing to Lose,712,410921
Project S,713,38955
The Relic,714,11015
The Island of Dr. Moreau,715,9306
First Kid,716,12559
The Trigger Effect,717,58770
Bogus,718,3587
Bulletproof,719,10723
The Land Before Time III: The Time of the Great Giving,720,19004
1-900,721,101230
Halloween: The Curse of Michael Myers,722,10987
Twelfth Night,723,44705
Mother Night,724,20318
Wild Reeds,725,26933
For Whom the Bell Tolls,726,27854
The Philadelphia Story,727,981
Singin' in the Rain,728,872
An American in Paris,729,2769
Funny Face,730,13320
Breakfast at Tiffany's,731,164
Vertigo,732,426
Rear Window,733,567
It Happened One Night,734,3078
Gaslight,735,13528
The Gay Divorcee,736,28288
North by Northwest,737,213
The Apartment,738,284
Some Like It Hot,739,239
Charade,740,4808
Casablanca,741,289
The Maltese Falcon,742,963
My Fair Lady,743,11113
Sabrina,744,11860
Roman Holiday,745,804
The Little Princess,746,26531
Meet Me in St. Louis,747,909
The Wizard of Oz,748,630
Gone with the Wind,749,770
My Favorite Year,750,31044
Sunset Boulevard,751,599
Citizen Kane,752,15
2001: A Space Odyssey,753,62
All About Eve,754,705
The Women,755,22490
Rebecca,756,223
Foreign Correspondent,757,25670
Notorious,758,303
Spellbound,759,4174
An Affair to Remember,760,8356
To Catch a Thief,761,381
Father of the Bride,762,20758
The Band Wagon,763,29376
Ninotchka,764,1859
Love in the Afternoon,765,18299
Gigi,766,17281
The Reluctant Debutante,767,64382
The Adventures of Robin Hood,768,10907
The Mark of Zorro,769,32093
Laura,770,1939
The Ghost and Mrs. Muir,771,22292
Lost Horizon,772,3598
Top Hat,773,3080
To Be or Not to Be,774,198
My Man Godfrey,775,13562
Giant,776,1712
East of Eden,777,220
The Thin Man,778,3529
His Girl Friday,779,3085
Around the World in Eighty Days,780,2897
It's a Wonderful Life,781,1585
Mr. Smith Goes to Washington,782,3083
Bringing Up Baby,783,900
Penny Serenade,784,43795
The Scarlet Letter,785,10533
Angel on My Shoulder,786,22688
Little Lord Fauntleroy,787,23114
They Made Me a Criminal,788,26378
The Inspector General,789,40206
Angel and the Badman,790,22356
The 39 Steps,791,260
A Walk in the Sun,792,43488
Night of the Living Dead,793,10331
The African Queen,794,488
Beat the Devil,795,22733
Cat on a Hot Tin Roof,796,261
The Last Time I Saw Paris,797,57575
Meet John Doe,798,32574
A Farewell to Arms,799,22649
"Yes, Madam",800,39448
Dangerous Ground,801,52855
Picnic,802,39940
The Pompatus of Love,803,85328
Fly Away Home,804,11076
Bliss,805,63945
Grace of My Heart,806,58985
Maximum Risk,807,10861
Michael Collins,808,1770
The Rich Man's Wife,809,44465
Big Night,810,18203
Last Man Standing,811,9333
Caught,812,47260
Set It Off,813,9400
2 Days in the Valley,814,9401
Extreme Measures,815,11306
The Glimmer Man,816,9625
D3: The Mighty Ducks,817,10680
The Chamber,818,6346
The Apple Dumpling Gang,819,18660
"Davy Crockett, King of the Wild Frontier",820,35115
Escape to Witch Mountain,821,14821
The Love Bug,822,14136
Herbie Rides Again,823,10869
Old Yeller,824,22660
The Parent Trap,825,19186
Pollyanna,826,31102
Homeward Bound: The Incredible Journey,827,6878
The Shaggy Dog,828,15944
Swiss Family Robinson,829,18444
That Darn Cat!,830,20723
"20,000 Leagues Under the Sea",831,173
Cool Runnings,832,864
Angels in the Outfield,833,24795
Cinderella,834,11224
Winnie the Pooh and the Blustery Day,835,81310
The Three Caballeros,836,15947
The Sword in the Stone,837,9078
So Dear to My Heart,838,29682
Robin Hood: Prince of Thieves,839,8367
Mary Poppins,840,433
Dumbo,841,11360
Pete's Dragon,842,11114
Bedknobs and Broomsticks,843,12335
Alice in Wonderland,844,12092
The Fox and the Hound,845,10948
Freeway,846,11229
The Sound of Music,847,15121
Die Hard,848,562
The Lawnmower Man,849,10163
The Secret Agent,850,47199
Secrets & Lies,851,11159
That Thing You Do!,852,9591
To Gillian on Her 37th Birthday,853,30500
Surviving Picasso,854,41843
Beautiful Thing,855,10938
The Long Kiss Goodnight,856,11412
The Ghost and the Darkness,857,10586
Looking for Richard,858,42314
Trees Lounge,859,27845
Normal Life,860,23223
Get on the Bus,861,49471
Shadow Conspiracy,862,38153
Jude,863,25147
Everyone Says I Love You,864,9716
Romeo + Juliet,865,454
Swingers,866,10218
Sleepers,867,819
Johns,868,56830
Aladdin and the King of Thieves,869,11238
Shall We Dance,870,31530
A Damsel in Distress,871,66473
Crossfire,872,28120
"Murder, My Sweet",873,1834
Willy Wonka & the Chocolate Factory,874,252
The Innocents,875,16372
Sleeper,876,11561
Bananas,877,11302
A Fish Called Wanda,878,623
Life of Brian,879,583
Victor/Victoria,880,12614
The Candidate,881,21711
The Great Race,882,11575
Bonnie and Clyde,883,475
The Old Man and the Sea,884,11331
Dial M for Murder,885,521
Madame Butterfly,886,21202
Dirty Dancing,887,88
Reservoir Dogs,888,500
Platoon,889,792
Weekend at Bernie's,890,8491
Basic Instinct,891,402
The Doors,892,10537
The Crying Game,893,11386
Glengarry Glen Ross,894,9504
Sophie's Choice,895,15764
E.T. the Extra-Terrestrial,896,601
A Christmas Carol,897,25842
Days of Thunder,898,2119
Top Gun,899,744
Rebel Without a Cause,900,221
A Streetcar Named Desire,901,702
Children of the Corn IV: The Gathering,902,25750
Microcosmos,903,9305
Palookaville,904,37616
The Associate,905,11112
The Funeral,906,21612
The People vs. Larry Flynt,907,1630
A Perfect Candidate,908,124837
On Golden Pond,909,11816
The Return of the Pink Panther,910,11843
Drop Dead Fred,911,10379
The Abyss,912,2756
The Fog,913,790
Escape from New York,914,1103
The Howling,915,11298
Jean de Florette,916,4480
Manon of the Spring,917,4481
Private Benjamin,918,10765
Monty Python and the Holy Grail,919,762
Hustler White,920,44497
Snowriders,921,79306
When We Were Kings,922,10548
The Wrong Trousers,923,531
The Return of Martin Guerre,924,4483
Faust,925,18919
He Walked by Night,926,31556
Raw Deal,927,26167
T-Men,928,26174
The Tin Drum,929,659
The Ruling Class,930,30892
Mina Tannenbaum,931,86369
2 or 3 Things I Know About Her,932,8074
The Bloody Child,933,124676
Dear God,934,38554
Bad Moon,935,49763
American Dream,936,41326
Bob Roberts,937,10608
Cinema Paradiso,938,11216
"The Cook, the Thief, His Wife & Her Lover",939,7452
Dead Tired,940,64567
Delicatessen,941,892
The Double Life of Veronique,942,1600
Enchanted April,943,26561
Paths of Glory,944,975
The Grifters,945,18129
Hear My Song,946,54405
The Shooter,947,150823
The English Patient,948,409
Mediterraneo,949,38251
My Left Foot: The Story of Christy Brown,950,10161
"Sex, Lies, and Videotape",951,1412
Passion Fish,952,41768
Strictly Ballroom,953,10409
The Thin Blue Line,954,14285
Tie Me Up! Tie Me Down!,955,2469
Madonna: Truth or Dare,956,10174
Paris is Burning,957,31225
One Flew Over the Cuckoo's Nest,958,510
Up in Smoke,959,11455
The Empire Strikes Back,960,1891
The Princess Bride,961,2493
Raiders of the Lost Ark,962,85
Brazil,963,68
Aliens,964,679
"The Good, the Bad and the Ugly",965,429
Withnail & I,966,13446
12 Angry Men,967,389
Lawrence of Arabia,968,947
A Clockwork Orange,969,185
To Kill a Mockingbird,970,595
Apocalypse Now,971,28
Once Upon a Time in the West,972,335
Return of the Jedi,973,1892
Wings of Desire,974,144
The Third Man,975,1092
GoodFellas,976,769
Alien,977,348
Army of Darkness,978,766
The Big Blue,979,175
Ran,980,11645
The Killer,981,10835
Psycho,982,539
The Blues Brothers,983,525
The Godfather: Part II,984,240
Full Metal Jacket,985,600
A Grand Day Out,986,530
Henry V,987,10705
Amadeus,988,279
The Quiet Man,989,3109
Once Upon a Time in America,990,311
Raging Bull,991,1578
Annie Hall,992,703
The Right Stuff,993,9549
Stalker,994,1398
Das Boot,995,387
The Sting,996,9277
Harold and Maude,997,343
Trust,998,37291
The Seventh Seal,999,490
Local Hero,1000,11235
The Terminator,1001,218
Braindead,1002,763
Glory,1003,9665
Rosencrantz & Guildenstern Are Dead,1004,18971
Manhattan,1005,696
Miller's Crossing,1006,379
Dead Poets Society,1007,207
