engine_fuel,color,transmission,price_usd
3.0,1.0,0.0,1150.0
3.0,1.0,0.0,6500.0
3.0,1.0,0.0,10100.0
3.0,1.0,1.0,2750.0
3.0,2.0,0.0,11100.0
3.0,1.0,1.0,3500.0
3.0,1.0,0.0,12350.0
2.0,1.0,0.0,2700.0
3.0,1.0,1.0,6750.0
3.0,1.0,0.0,8700.0
3.0,1.0,1.0,11000.0
3.0,1.0,0.0,11500.0
3.0,1.0,1.0,2700.0
3.0,2.0,0.0,3400.0
0.0,0.0,1.0,9950.0
3.0,1.0,0.0,8500.0
3.0,1.0,0.0,5500.0
3.0,2.0,1.0,4850.0
3.0,1.0,0.0,9150.0
3.0,1.0,1.0,7200.0
3.0,1.0,1.0,948.5
3.0,1.0,0.0,7000.0
3.0,1.0,1.0,4742.47
3.0,2.0,0.0,11000.0
3.0,1.0,0.0,14000.0
3.0,1.0,0.0,9900.0
3.0,1.0,0.0,12800.0
3.0,1.0,0.0,1850.0
3.0,1.0,0.0,3000.0
3.0,1.0,0.0,3700.0
2.0,1.0,0.0,6700.0
3.0,1.0,0.0,9777.0
3.0,1.0,0.0,4700.0
3.0,1.0,0.0,10000.0
2.0,0.0,0.0,7113.72
2.0,1.0,1.0,3800.0
3.0,1.0,0.0,19600.0
3.0,1.0,0.0,4300.0
3.0,0.0,0.0,8600.0
3.0,1.0,0.0,3800.0
3.0,1.0,1.0,7100.0
3.0,1.0,0.0,9000.0
3.0,0.0,1.0,9000.0
3.0,1.0,0.0,4000.0
3.0,2.0,0.0,12300.0
3.0,1.0,0.0,13500.0
3.0,1.0,0.0,8200.0
3.0,1.0,1.0,7066.3
3.0,1.0,1.0,10600.0
3.0,0.0,1.0,8900.0
3.0,1.0,0.0,11450.0
3.0,1.0,1.0,12804.7
3.0,1.0,1.0,12928.0
3.0,1.0,0.0,11300.0
3.0,1.0,0.0,12900.0
3.0,1.0,1.0,12500.0
3.0,0.0,1.0,11450.0
3.0,1.0,1.0,9900.0
3.0,1.0,1.0,6615.76
3.0,1.0,0.0,9950.0
3.0,0.0,1.0,7499.0
3.0,1.0,1.0,3000.0
3.0,0.0,1.0,3800.0
3.0,1.0,0.0,12999.0
3.0,1.0,1.0,13300.0
3.0,2.0,1.0,5200.0
3.0,1.0,1.0,2850.0
3.0,0.0,0.0,11619.08
3.0,1.0,1.0,10433.45
3.0,1.0,1.0,3250.0
3.0,1.0,1.0,4850.0
3.0,2.0,1.0,8300.0
3.0,1.0,1.0,8800.0
3.0,1.0,1.0,6500.0
3.0,0.0,0.0,8000.0
3.0,1.0,1.0,5400.0
3.0,1.0,1.0,420.0
3.0,1.0,1.0,7806.13
3.0,1.0,0.0,8536.46
3.0,1.0,1.0,4900.0
3.0,1.0,1.0,10700.0
3.0,1.0,1.0,120.0
3.0,0.0,1.0,4400.0
3.0,1.0,1.0,1400.0
3.0,1.0,1.0,3450.0
3.0,1.0,1.0,11500.0
3.0,0.0,0.0,11500.0
3.0,1.0,1.0,4000.0
3.0,1.0,1.0,10907.71
3.0,1.0,1.0,1290.0
3.0,1.0,1.0,7000.0
3.0,0.0,1.0,6876.6
3.0,1.0,1.0,4742.47
3.0,1.0,0.0,9250.0
3.0,0.0,1.0,3300.0
3.0,1.0,1.0,5000.0
3.0,2.0,1.0,4000.0
3.0,0.0,1.0,3500.0
3.0,1.0,1.0,4078.54
3.0,1.0,1.0,3936.26
3.0,1.0,1.0,6924.03
3.0,1.0,1.0,9890.0
3.0,1.0,1.0,11026.27
3.0,1.0,0.0,12000.0
3.0,0.0,1.0,8500.0
3.0,2.0,1.0,7400.0
3.0,1.0,1.0,474.25
3.0,1.0,1.0,10950.0
3.0,1.0,1.0,12850.0
2.0,1.0,1.0,13800.0
3.0,1.0,1.0,10000.0
3.0,1.0,1.0,6800.0
3.0,1.0,1.0,1090.77
3.0,1.0,1.0,400.0
3.0,1.0,1.0,1200.0
3.0,1.0,1.0,1750.0
3.0,1.0,1.0,12799.96
3.0,1.0,0.0,13700.0
3.0,1.0,1.0,4100.0
2.0,2.0,1.0,12500.0
3.0,2.0,1.0,9900.0
3.0,1.0,1.0,9000.0
3.0,1.0,1.0,10148.91
3.0,1.0,1.0,379.4
3.0,2.0,1.0,1300.0
3.0,1.0,1.0,10860.29
3.0,1.0,1.0,11239.69
3.0,1.0,1.0,8773.12
2.0,2.0,1.0,7999.0
3.0,1.0,0.0,9500.0
3.0,1.0,1.0,4000.0
2.0,1.0,1.0,6500.0
3.0,1.0,1.0,12415.82
3.0,1.0,1.0,450.0
3.0,1.0,1.0,9300.0
3.0,1.0,1.0,11974.77
3.0,1.0,0.0,10300.0
3.0,1.0,1.0,7500.0
3.0,2.0,0.0,7500.0
3.0,1.0,1.0,1000.0
3.0,1.0,1.0,4000.0
3.0,1.0,0.0,11300.0
3.0,2.0,1.0,8600.0
3.0,2.0,1.0,4500.0
3.0,1.0,1.0,4100.0
2.0,2.0,1.0,12150.0
3.0,1.0,1.0,6400.0
3.0,2.0,1.0,3272.31
3.0,1.0,1.0,5500.0
3.0,1.0,1.0,13500.0
3.0,1.0,1.0,6000.0
3.0,1.0,1.0,7100.0
3.0,0.0,1.0,8500.0
3.0,1.0,1.0,7200.0
3.0,2.0,1.0,10950.0
3.0,1.0,1.0,7900.0
3.0,1.0,1.0,7100.0
3.0,1.0,0.0,9247.84
3.0,1.0,1.0,2900.0
3.0,2.0,1.0,6600.0
3.0,1.0,1.0,7000.0
3.0,0.0,0.0,4200.0
3.0,1.0,1.0,12804.7
3.0,1.0,1.0,13278.95
3.0,1.0,1.0,12000.0
3.0,1.0,1.0,9250.0
3.0,1.0,1.0,8536.46
3.0,1.0,1.0,11856.21
3.0,1.0,1.0,9959.2
3.0,1.0,1.0,6000.0
3.0,1.0,1.0,7000.0
3.0,0.0,1.0,11000.0
3.0,1.0,1.0,10300.0
3.0,2.0,1.0,5000.0
3.0,1.0,1.0,7700.0
3.0,1.0,1.0,6000.0
3.0,1.0,1.0,9000.0
3.0,1.0,1.0,10500.0
3.0,1.0,1.0,5600.0
3.0,1.0,0.0,9950.0
3.0,1.0,1.0,10670.59
3.0,1.0,1.0,3800.0
3.0,1.0,1.0,3600.0
3.0,1.0,1.0,7170.63
3.0,1.0,1.0,11144.84
2.0,0.0,1.0,7000.0
3.0,1.0,1.0,8868.44
3.0,1.0,1.0,9247.84
3.0,1.0,1.0,9000.0
3.0,1.0,1.0,5600.0
3.0,1.0,1.0,3485.73
3.0,1.0,1.0,2888.0
3.0,1.0,0.0,10500.0
2.0,1.0,0.0,2371.23
3.0,1.0,0.0,27000.0
3.0,1.0,1.0,3250.0
2.0,2.0,0.0,4000.0
2.0,1.0,0.0,3999.0
3.0,1.0,0.0,1700.0
3.0,1.0,0.0,2600.0
3.0,1.0,0.0,11200.0
3.0,0.0,0.0,3000.0
3.0,1.0,0.0,6699.0
3.0,0.0,0.0,3000.0
3.0,1.0,1.0,2500.0
3.0,1.0,0.0,2350.0
3.0,1.0,0.0,6900.0
3.0,1.0,0.0,5990.0
3.0,1.0,1.0,5500.0
3.0,1.0,0.0,2050.0
3.0,2.0,0.0,23750.0
3.0,1.0,0.0,1600.0
3.0,1.0,0.0,7950.0
3.0,1.0,0.0,2690.0
2.0,1.0,0.0,4400.0
2.0,1.0,0.0,3950.0
2.0,1.0,0.0,4100.0
3.0,1.0,0.0,6000.0
3.0,1.0,0.0,3500.0
3.0,1.0,0.0,3200.0
2.0,1.0,0.0,3600.0
3.0,1.0,0.0,5300.0
3.0,1.0,1.0,1100.0
3.0,1.0,0.0,2000.0
0.0,1.0,0.0,9300.0
3.0,0.0,0.0,19900.0
3.0,1.0,0.0,6300.0
3.0,1.0,0.0,2650.0
3.0,2.0,0.0,3690.0
2.0,1.0,0.0,4900.0
3.0,1.0,0.0,2650.0
3.0,1.0,0.0,2600.0
2.0,1.0,1.0,1800.0
2.0,1.0,0.0,3999.0
3.0,1.0,0.0,3100.0
3.0,1.0,0.0,4700.0
3.0,1.0,0.0,3300.0
3.0,0.0,0.0,2800.0
3.0,1.0,0.0,2950.0
2.0,1.0,1.0,3500.0
3.0,1.0,0.0,5499.0
3.0,1.0,0.0,5250.0
2.0,0.0,0.0,14800.0
3.0,1.0,0.0,5600.0
3.0,2.0,0.0,2200.0
2.0,1.0,0.0,2600.0
3.0,1.0,0.0,1300.0
3.0,1.0,0.0,2100.0
3.0,1.0,0.0,2600.0
2.0,1.0,0.0,2000.0
3.0,2.0,0.0,3700.0
3.0,1.0,0.0,7300.0
3.0,2.0,0.0,5500.0
2.0,1.0,0.0,12500.0
3.0,1.0,0.0,4900.0
3.0,1.0,1.0,1500.0
3.0,0.0,0.0,1900.0
3.0,1.0,0.0,2300.0
2.0,0.0,0.0,9990.0
3.0,1.0,0.0,1200.0
3.0,1.0,0.0,1850.0
3.0,0.0,0.0,6999.0
3.0,1.0,0.0,901.07
3.0,0.0,0.0,34999.0
3.0,1.0,0.0,3000.0
3.0,1.0,0.0,1300.0
3.0,1.0,0.0,1850.0
3.0,1.0,0.0,3800.0
3.0,1.0,0.0,2500.0
3.0,1.0,0.0,3500.0
2.0,1.0,0.0,3500.0
2.0,1.0,0.0,3100.0
3.0,1.0,0.0,2999.0
3.0,1.0,0.0,2999.0
3.0,1.0,0.0,2200.0
3.0,1.0,0.0,5200.0
3.0,1.0,0.0,5000.0
3.0,1.0,0.0,1099.0
2.0,2.0,0.0,5500.0
3.0,1.0,1.0,4100.0
3.0,0.0,0.0,1599.0
3.0,1.0,0.0,8000.0
3.0,1.0,0.0,3650.0
3.0,1.0,0.0,1100.0
3.0,1.0,0.0,7500.0
2.0,1.0,0.0,2500.0
3.0,1.0,0.0,5000.0
3.0,1.0,0.0,2700.0
0.0,2.0,0.0,8750.0
2.0,0.0,0.0,4000.0
3.0,2.0,0.0,2200.0
3.0,1.0,0.0,3399.0
3.0,0.0,0.0,10750.0
3.0,1.0,0.0,4700.0
3.0,1.0,0.0,2800.0
3.0,1.0,0.0,4000.0
3.0,1.0,0.0,15000.0
2.0,1.0,0.0,4750.0
3.0,1.0,0.0,3150.0
2.0,0.0,0.0,9900.0
3.0,1.0,0.0,2050.0
3.0,1.0,0.0,1300.0
2.0,1.0,0.0,5000.0
3.0,1.0,0.0,2200.0
2.0,1.0,1.0,2000.0
3.0,1.0,0.0,7000.0
3.0,1.0,0.0,3000.0
3.0,0.0,0.0,3100.0
3.0,1.0,0.0,1700.0
2.0,1.0,0.0,2899.0
3.0,2.0,1.0,9000.0
3.0,1.0,0.0,3000.0
2.0,1.0,0.0,2700.0
3.0,1.0,0.0,1900.0
3.0,0.0,0.0,5900.0
3.0,2.0,0.0,22900.0
2.0,0.0,0.0,7000.0
3.0,1.0,0.0,3100.0
3.0,1.0,0.0,2475.58
2.0,0.0,0.0,1500.0
3.0,1.0,0.0,820.0
3.0,1.0,0.0,2500.0
3.0,1.0,1.0,3000.0
2.0,0.0,0.0,6300.0
3.0,1.0,0.0,6850.0
2.0,1.0,0.0,3150.0
3.0,2.0,0.0,16400.0
2.0,1.0,0.0,5000.0
3.0,1.0,0.0,11000.0
3.0,1.0,0.0,1700.0
3.0,1.0,0.0,16750.0
2.0,1.0,0.0,9500.0
3.0,1.0,0.0,4899.0
2.0,1.0,0.0,2500.0
0.0,1.0,1.0,7500.0
3.0,1.0,1.0,700.0
3.0,1.0,0.0,4000.0
3.0,0.0,0.0,9000.0
3.0,1.0,0.0,7500.0
2.0,1.0,0.0,3999.0
2.0,1.0,0.0,2222.0
3.0,0.0,0.0,6650.0
3.0,1.0,1.0,9200.0
3.0,1.0,0.0,25500.0
3.0,1.0,0.0,2200.0
3.0,1.0,1.0,6500.0
3.0,1.0,0.0,11500.0
3.0,1.0,0.0,5600.0
3.0,1.0,0.0,5299.0
3.0,0.0,0.0,5499.0
3.0,1.0,0.0,5300.0
3.0,1.0,0.0,2950.0
3.0,1.0,0.0,6200.0
3.0,1.0,0.0,3500.0
3.0,1.0,0.0,5200.0
2.0,2.0,0.0,4000.0
3.0,1.0,0.0,3500.0
3.0,2.0,0.0,2900.0
3.0,1.0,1.0,400.0
3.0,1.0,0.0,2300.0
3.0,0.0,0.0,7799.0
0.0,0.0,1.0,7499.0
3.0,1.0,0.0,4199.0
3.0,1.0,1.0,11699.0
3.0,1.0,0.0,24999.0
3.0,1.0,0.0,6450.0
3.0,1.0,1.0,11699.0
2.0,1.0,0.0,3999.0
3.0,1.0,0.0,6199.0
3.0,1.0,0.0,2100.0
3.0,1.0,0.0,2500.0
3.0,2.0,0.0,9350.0
3.0,1.0,0.0,5400.0
3.0,1.0,0.0,9500.0
3.0,1.0,0.0,3300.0
3.0,1.0,0.0,1300.0
3.0,1.0,0.0,3000.0
3.0,0.0,0.0,6150.0
3.0,1.0,0.0,2500.0
3.0,1.0,0.0,1500.0
3.0,0.0,0.0,13500.0
3.0,0.0,0.0,1250.0
3.0,1.0,0.0,9200.0
3.0,1.0,0.0,2900.0
3.0,1.0,0.0,2100.0
3.0,1.0,0.0,2500.0
3.0,0.0,0.0,5750.0
2.0,1.0,0.0,2400.0
2.0,1.0,0.0,1500.0
3.0,1.0,0.0,2000.0
3.0,0.0,1.0,7500.0
3.0,2.0,0.0,6500.0
3.0,1.0,0.0,6300.0
2.0,1.0,0.0,3500.0
2.0,1.0,0.0,3250.0
3.0,1.0,0.0,3300.0
3.0,1.0,0.0,35900.0
3.0,1.0,0.0,3100.0
3.0,1.0,0.0,3100.0
3.0,1.0,0.0,2300.0
3.0,1.0,0.0,11200.0
3.0,1.0,0.0,1850.0
2.0,0.0,0.0,20000.0
3.0,1.0,0.0,2500.0
3.0,1.0,0.0,2700.0
3.0,1.0,0.0,948.5
3.0,1.0,0.0,4200.0
3.0,1.0,0.0,4700.0
3.0,1.0,0.0,23900.0
2.0,1.0,0.0,5686.24
3.0,1.0,0.0,5000.0
3.0,1.0,0.0,9650.0
3.0,1.0,0.0,2590.0
3.0,1.0,0.0,2200.0
3.0,1.0,0.0,1900.0
3.0,1.0,0.0,2882.0
3.0,1.0,0.0,1131.94
3.0,1.0,0.0,11200.0
3.0,1.0,0.0,3000.0
3.0,1.0,0.0,1500.0
3.0,1.0,0.0,5500.0
2.0,1.0,0.0,3000.0
3.0,2.0,0.0,16800.0
3.0,1.0,0.0,18000.0
2.0,1.0,1.0,13999.0
3.0,1.0,0.0,2500.0
2.0,1.0,0.0,2750.0
2.0,1.0,0.0,2600.0
3.0,1.0,0.0,4500.0
3.0,1.0,0.0,33500.0
3.0,0.0,0.0,7500.0
3.0,2.0,0.0,7800.0
3.0,0.0,1.0,1199.0
3.0,1.0,0.0,8300.0
3.0,0.0,0.0,11800.0
3.0,1.0,0.0,2800.0
3.0,1.0,0.0,4000.0
2.0,0.0,0.0,10150.0
2.0,1.0,0.0,6200.0
3.0,1.0,0.0,6500.0
3.0,1.0,0.0,3550.0
2.0,1.0,0.0,2700.0
3.0,0.0,0.0,8400.0
3.0,1.0,0.0,2000.0
3.0,1.0,1.0,5300.0
3.0,1.0,0.0,2000.0
3.0,1.0,0.0,2450.0
3.0,1.0,0.0,2700.0
3.0,2.0,0.0,4700.0
3.0,0.0,1.0,7000.0
3.0,0.0,0.0,3300.0
3.0,2.0,0.0,2000.0
2.0,1.0,0.0,3300.0
2.0,0.0,0.0,4800.0
3.0,1.0,0.0,3500.0
3.0,1.0,0.0,5500.0
2.0,1.0,0.0,9500.0
3.0,1.0,0.0,2700.0
3.0,1.0,0.0,4000.0
3.0,0.0,0.0,6300.0
3.0,1.0,0.0,10320.0
3.0,1.0,0.0,6000.0
3.0,1.0,0.0,3500.0
2.0,1.0,0.0,3600.0
2.0,1.0,0.0,1500.0
2.0,1.0,0.0,4500.0
2.0,1.0,0.0,13900.0
3.0,1.0,0.0,1900.0
2.0,1.0,0.0,5600.0
3.0,2.0,0.0,10500.0
2.0,1.0,0.0,1350.0
3.0,2.0,0.0,3793.99
2.0,2.0,0.0,9000.0
3.0,1.0,0.0,4000.0
3.0,2.0,0.0,11300.0
2.0,1.0,0.0,8600.0
3.0,1.0,0.0,3300.0
3.0,2.0,1.0,2398.0
3.0,1.0,0.0,1250.0
2.0,1.0,0.0,3900.0
3.0,1.0,0.0,3800.0
3.0,1.0,1.0,1900.0
3.0,1.0,0.0,2500.0
3.0,1.0,0.0,2400.0
2.0,1.0,0.0,4300.0
3.0,1.0,0.0,18900.0
3.0,1.0,0.0,3655.0
3.0,1.0,1.0,4400.0
3.0,0.0,0.0,9000.0
3.0,1.0,1.0,450.0
3.0,0.0,1.0,7500.0
3.0,1.0,1.0,2000.0
3.0,1.0,1.0,500.0
3.0,1.0,1.0,850.0
3.0,1.0,1.0,1000.0
3.0,1.0,1.0,379.4
3.0,2.0,1.0,12800.0
3.0,1.0,1.0,2999.0
3.0,1.0,1.0,3990.0
3.0,1.0,0.0,1500.0
3.0,1.0,1.0,8300.0
3.0,1.0,1.0,900.0
3.0,0.0,1.0,1500.0
3.0,1.0,1.0,2000.0
0.0,0.0,1.0,5500.0
3.0,1.0,1.0,10500.0
3.0,1.0,1.0,1400.0
3.0,1.0,1.0,1300.0
2.0,1.0,1.0,3000.0
3.0,1.0,1.0,4500.0
3.0,0.0,1.0,8536.46
3.0,0.0,1.0,3900.0
3.0,1.0,1.0,2000.0
3.0,1.0,1.0,2500.0
3.0,1.0,1.0,1000.0
2.0,1.0,1.0,15000.0
3.0,1.0,1.0,3500.0
3.0,1.0,1.0,1280.47
3.0,1.0,1.0,1138.2
3.0,1.0,1.0,1043.34
3.0,1.0,1.0,5000.0
3.0,1.0,1.0,901.07
3.0,1.0,1.0,650.0
3.0,1.0,1.0,1517.59
3.0,1.0,1.0,5000.0
2.0,0.0,1.0,8500.0
3.0,1.0,1.0,700.0
3.0,0.0,1.0,2800.0
3.0,1.0,1.0,2000.0
3.0,1.0,1.0,1280.47
0.0,1.0,1.0,1750.0
3.0,1.0,1.0,1612.44
3.0,1.0,1.0,10400.0
3.0,1.0,1.0,2100.0
3.0,1.0,1.0,1700.0
3.0,1.0,1.0,1550.0
3.0,1.0,1.0,1500.0
3.0,1.0,1.0,950.0
3.0,1.0,1.0,400.0
3.0,1.0,1.0,1750.0
2.0,1.0,1.0,6000.0
3.0,0.0,1.0,999.0
0.0,0.0,1.0,8500.0
3.0,1.0,1.0,1500.0
2.0,0.0,1.0,2000.0
0.0,1.0,1.0,3100.0
3.0,1.0,1.0,1750.0
3.0,2.0,1.0,2500.0
3.0,1.0,1.0,4700.0
3.0,0.0,1.0,2000.0
2.0,1.0,1.0,800.0
3.0,1.0,1.0,3400.0
3.0,1.0,1.0,2350.0
3.0,0.0,1.0,2800.0
2.0,0.0,1.0,9000.0
3.0,1.0,1.0,1450.0
3.0,1.0,1.0,5700.0
3.0,1.0,1.0,7500.0
0.0,1.0,1.0,2000.0
3.0,1.0,1.0,800.0
3.0,1.0,1.0,5000.0
3.0,1.0,1.0,7113.72
2.0,0.0,1.0,9000.0
3.0,1.0,1.0,6000.0
0.0,0.0,1.0,5450.0
3.0,0.0,0.0,12450.0
3.0,0.0,0.0,19450.0
3.0,0.0,0.0,17200.0
0.0,1.0,1.0,5700.0
3.0,1.0,1.0,2500.0
3.0,1.0,1.0,10100.0
3.0,1.0,0.0,10650.0
3.0,1.0,1.0,7066.3
3.0,1.0,0.0,18999.0
3.0,1.0,1.0,13800.0
3.0,1.0,1.0,7900.0
3.0,0.0,0.0,13600.0
3.0,2.0,1.0,9800.0
