ID,name,age,sex,breed,date_found,adoptable_from,posted,color,coat,size,neutered,housebroken,likes_people,likes_children,get_along_males,get_along_females,get_along_cats,keep_in
3375,Stoppos,6.0,male,Unknown Mix,12/27/18,3/30/19,2/24/19,black,short,medium,nan,nan,yes,nan,nan,nan,nan,garden
3368,Káró,7.08,male,Unknown Mix,10/1/14,10/1/14,2/24/19,gray,wirehaired,medium,yes,nan,nan,nan,nan,nan,nan,garden
582,Panka,3.92,female,English Cocker Spaniel Mix,2/1/18,2/1/18,2/13/19,golden,long,medium,yes,nan,nan,nan,nan,nan,nan,nan
575,Malvin,9.25,male,Vizsla Mix,10/1/16,10/1/16,2/13/19,golden,short,medium,yes,nan,nan,nan,nan,nan,nan,nan
584,Romana,4.08,female,Terrier Mix,12/10/15,12/10/15,2/13/19,black and tan,wirehaired,medium,yes,nan,nan,nan,nan,nan,nan,nan
587,Simi,3.25,female,English Cocker Spaniel Mix,4/10/17,4/10/17,2/13/19,golden,long,medium,yes,nan,nan,nan,nan,nan,nan,nan
4229,Dennis,1.75,male,Unknown Mix,2/15/19,2/15/19,2/22/19,black,short,medium,nan,nan,yes,nan,yes,yes,nan,both flat and garden
579,Öcsi,5.33,male,Terrier Mix,8/2/16,8/2/16,2/13/19,gray,wirehaired,medium,yes,nan,nan,nan,nan,nan,nan,nan
581,Pancho,4.0,male,English Cocker Spaniel Mix,10/1/16,10/1/16,2/13/19,saddle back,long,large,yes,nan,nan,nan,nan,nan,nan,nan
589,Smart,9.92,male,English Cocker Spaniel, Labrador Retriever Mix,1/10/17,1/10/17,2/13/19,black,short,medium,yes,nan,nan,nan,nan,nan,nan,nan
588,Sly,4.25,male,English Cocker Spaniel Mix,5/10/17,5/10/17,2/13/19,golden,long,large,yes,nan,nan,nan,nan,nan,nan,nan
577,Miss Siss,4.0,female,English Cocker Spaniel Mix,1/18/18,1/18/18,2/13/19,black and tan,long,medium,yes,nan,nan,nan,nan,nan,nan,nan
583,Róka,4.92,male,English Cocker Spaniel, Terrier Mix,10/1/16,10/1/16,2/13/19,golden,long,medium,yes,nan,nan,nan,nan,nan,nan,nan
594,Tirion,8.5,male,Dachshund, English Cocker Spaniel Mix,9/28/17,9/28/17,2/13/19,black and white,long,medium,yes,nan,nan,nan,nan,nan,nan,nan
586,Sarolt,4.42,female,Labrador Retriever Mix,5/10/16,5/10/16,2/13/19,black,short,medium,yes,nan,yes,nan,yes,yes,nan,nan
1067,Sally,4.92,female,Unknown Mix,9/22/18,9/22/18,2/19/19,gray,short,small,yes,nan,yes,yes,yes,yes,nan,both flat and garden
593,Teddy,2.58,male,English Cocker Spaniel,10/21/17,10/21/17,2/13/19,red and white,long,medium,yes,nan,nan,nan,nan,nan,nan,nan
3359,Huba,2.25,male,Unknown Mix,12/7/17,12/7/17,2/22/19,striped,wirehaired,medium,yes,nan,yes,yes,yes,yes,nan,garden
585,Sancho,3.58,male,English Cocker Spaniel Mix,12/16/17,12/16/17,2/13/19,saddle back,long,medium,yes,nan,nan,nan,nan,nan,nan,nan
1069,Bonnie,1.75,female,Unknown Mix,2/7/19,2/7/19,2/20/19,black and white,short,medium,yes,nan,yes,nan,yes,yes,nan,both flat and garden
590,Sunny,9.58,female,English Cocker Spaniel,5/2/18,5/2/18,2/13/19,golden,long,medium,yes,nan,yes,nan,no,no,nan,nan
573,Lizi,4.92,female,Golden Retriever, Terrier Mix,12/10/17,12/10/17,2/13/19,apricot,short,medium,yes,nan,yes,nan,no,no,nan,nan
554,Dexter,5.92,male,English Cocker Spaniel Mix,1/10/17,1/10/17,2/13/19,black,long,medium,yes,nan,nan,nan,nan,nan,nan,nan
568,Kimi,7.25,male,English Cocker Spaniel Mix,2/12/18,2/12/18,2/13/19,black,long,large,yes,nan,nan,nan,nan,nan,nan,nan
565,Jenõ,4.92,male,Rottweiler, Transylvanian Hound Mix,6/1/17,6/1/17,2/13/19,black and tan,short,medium,yes,nan,nan,nan,nan,nan,nan,nan
561,Jácint,4.5,male,English Cocker Spaniel, Vizsla Mix,12/10/16,12/10/16,2/13/19,black,short,medium,yes,nan,nan,nan,nan,nan,nan,nan
558,Ginger,7.58,female,Unknown Mix,12/10/17,12/10/17,2/13/19,apricot,long,medium,yes,nan,nan,nan,nan,nan,nan,nan
567,Kiki,11.08,female,Unknown Mix,1/26/18,1/26/18,2/13/19,black,long,large,yes,nan,nan,nan,nan,nan,nan,nan
569,Lancelot,7.25,male,English Cocker Spaniel,10/17/17,10/17/17,2/13/19,golden,long,medium,yes,nan,nan,nan,nan,nan,nan,nan
562,Jason,5.5,male,English Cocker Spaniel Mix,7/10/17,7/10/17,2/13/19,black and tan,long,medium,yes,nan,nan,nan,nan,nan,nan,nan
566,Jep,6.67,male,English Cocker Spaniel,1/17/18,1/17/18,2/13/19,golden,long,medium,yes,nan,nan,nan,nan,nan,nan,nan
556,Dundika,4.33,female,English Cocker Spaniel, Spitz Mix,12/20/16,12/20/16,2/13/19,black,long,small,yes,nan,nan,nan,nan,nan,nan,nan
563,Jedi,6.92,male,English Cocker Spaniel,10/1/15,10/1/15,2/13/19,golden,long,medium,yes,nan,nan,nan,nan,nan,nan,nan
557,Elton,8.25,male,English Cocker Spaniel,9/1/17,9/1/17,2/13/19,golden,long,medium,yes,nan,nan,nan,nan,nan,nan,nan
551,Change,4.33,male,Puli Mix,7/2/16,7/2/16,2/13/19,black,long,medium,yes,nan,nan,nan,nan,nan,nan,nan
555,Dezsõ,3.0,male,Unknown Mix,5/15/17,5/15/17,2/13/19,black,long,medium,yes,nan,nan,nan,nan,nan,nan,nan
550,Challenge,4.33,male,Unknown Mix,7/30/16,7/30/16,2/12/19,brown,long,medium,yes,nan,nan,nan,nan,nan,nan,nan
552,Dedi,4.75,male,Dachshund, English Cocker Spaniel Mix,1/20/17,1/20/17,2/13/19,saddle back,long,small,yes,nan,nan,nan,nan,nan,nan,nan
559,Ginnie,5.92,female,English Cocker Spaniel, Spitz Mix,12/10/17,12/10/17,2/13/19,apricot,long,medium,yes,nan,nan,nan,nan,nan,nan,nan
549,Brain,4.0,male,Border Collie Mix,12/20/17,12/20/17,2/12/19,brown and white,long,medium,yes,nan,nan,nan,nan,nan,nan,nan
553,Derrick,11.58,male,English Cocker Spaniel,2/10/17,2/10/17,2/13/19,golden,long,medium,yes,nan,nan,nan,nan,nan,nan,nan
560,Gyémánt,8.33,male,Unknown Mix,10/10/15,10/10/15,2/13/19,black,long,small,yes,nan,nan,nan,nan,nan,nan,nan
4210,Bambus,4.83,male,Staffordshire Terrier Mix,1/21/19,1/21/19,1/27/19,brown and white,short,medium,nan,nan,yes,nan,nan,nan,nan,both flat and garden
544,Axa,2.25,female,Akita, Boxer Mix,8/19/17,8/19/17,2/12/19,dotted,short,large,yes,nan,nan,nan,nan,nan,nan,nan
4208,Ole,1.75,male,Unknown Mix,1/14/19,1/14/19,1/27/19,apricot,short,medium,nan,nan,yes,nan,nan,nan,nan,both flat and garden
4204,Smart,1.0,male,Unknown Mix,1/25/19,1/25/19,1/27/19,white,short,small,nan,nan,yes,nan,yes,yes,nan,both flat and garden
2412,Kiki,9.17,female,Rottweiler Mix,11/15/18,11/15/18,2/10/19,black and brown,short,medium,yes,nan,yes,yes,nan,nan,nan,both flat and garden
22981,nan,1.83,female,Unknown Mix,1/31/19,2/15/19,2/1/19,black,short,medium,no,nan,nan,nan,nan,nan,nan,nan
4225,Artúr,6.25,male,Unknown Mix,1/30/19,1/30/19,2/9/19,black and brown,short,medium,yes,yes,yes,nan,yes,yes,nan,both flat and garden
1167,Porc,4.67,male,Dachshund,3/3/18,3/3/18,1/25/19,black and tan,short,small,yes,yes,yes,yes,yes,yes,nan,flat
546,Benõ,11.17,male,English Cocker Spaniel,6/1/17,6/1/17,2/12/19,golden,long,medium,yes,nan,nan,nan,nan,nan,nan,nan
42,Daisy,6.83,female,Bolognese Mix,6/20/18,6/20/18,1/31/19,white,long,small,yes,nan,nan,no,yes,yes,nan,flat
547,Bodza,7.67,female,English Cocker Spaniel,3/3/17,3/3/17,2/12/19,golden,long,small,yes,nan,nan,nan,yes,yes,nan,nan
540,Anubis,3.33,female,Akita Mix,8/9/17,8/9/17,2/12/19,white,long,medium,yes,nan,yes,nan,yes,yes,nan,nan
542,Ámor,9.25,male,English Cocker Spaniel,10/1/16,10/1/16,2/12/19,golden,long,medium,yes,nan,nan,nan,nan,nan,nan,nan
541,Aldo,2.75,male,Akita, Labrador Retriever Mix,8/9/17,8/9/17,2/12/19,dotted,medium,large,yes,nan,nan,nan,nan,nan,nan,nan
2408,Bogyi,1.83,male,Unknown Mix,10/15/18,10/15/18,2/5/19,brown and white,short,small,yes,nan,yes,yes,nan,no,no,both flat and garden
3345,Rex,9.92,male,Vizsla Mix,1/12/19,1/12/19,1/30/19,brown,short,medium,nan,nan,yes,yes,nan,yes,nan,garden
543,Arnold,2.25,male,Akita, Boxer Mix,8/19/17,8/19/17,2/12/19,striped,short,large,yes,nan,nan,nan,nan,nan,nan,nan
319,Maci,7.83,male,Labrador Retriever Mix,1/1/19,1/1/19,1/18/19,black,short,large,yes,yes,yes,yes,nan,nan,nan,both flat and garden
7838,Törpi,2.25,male,German Shepherd Dog, Greyhound Mix,1/16/19,1/17/19,1/16/19,black and tan,short,medium,yes,yes,yes,yes,yes,yes,no,both flat and garden
4193,Mariah,8.92,female,Unknown Mix,1/10/19,1/10/19,1/16/19,brown,short,medium,yes,nan,yes,nan,nan,nan,nan,both flat and garden
852,Bento,8.92,male,Chihuahua Mix,6/5/14,7/15/14,11/29/18,yellow-brown,short,small,no,nan,yes,nan,yes,yes,nan,flat
3320,Tina,2.0,female,Unknown Mix,12/5/18,1/5/19,1/3/19,black,short,medium,yes,nan,yes,yes,yes,nan,nan,both flat and garden
851,Ribizli,3.92,female,Dachshund Mix,7/8/17,8/8/17,11/29/18,black and brown,short,medium,yes,nan,yes,nan,yes,yes,nan,flat
1060,Cleo,7.08,female,Staffordshire Terrier Mix,8/10/16,8/10/16,12/12/18,striped,short,medium,yes,nan,yes,yes,yes,yes,nan,both flat and garden
318,Nina,5.17,female,Akita,12/23/18,12/23/18,12/27/18,brown and white,medium,large,yes,nan,yes,yes,yes,no,yes,garden
666,Füsti,8.42,male,German Shepherd Dog, Siberian Husky Mix,12/3/18,12/3/18,12/10/18,tricolor,medium,medium,yes,nan,yes,yes,yes,yes,nan,both flat and garden
2406,Pogi,1.92,female,Unknown Mix,10/15/18,10/15/18,1/13/19,apricot,short,large,yes,yes,yes,yes,yes,nan,no,both flat and garden
1063,Héra&Amp,1.92,male,Unknown Mix,12/1/18,12/1/18,12/21/18,black and tan,short,medium,nan,nan,yes,nan,yes,yes,nan,both flat and garden
3325,Scooby,1.08,male,Unknown Mix,7/4/19,7/4/19,1/3/19,yellow-brown,short,small,nan,nan,yes,yes,nan,yes,nan,both flat and garden
4186,Málna,1.67,female,Staffordshire Terrier Mix,12/15/18,12/15/18,1/11/19,apricot,short,medium,yes,nan,yes,nan,yes,yes,nan,both flat and garden
4168,Néró,12.92,male,German Shepherd Dog Mix,12/29/18,12/29/18,12/30/18,black and brown,short,medium,nan,nan,nan,nan,nan,nan,nan,both flat and garden
1057,Nina,3.42,female,Unknown Mix,2/5/18,2/5/18,12/3/18,brown and white,short,medium,yes,nan,yes,nan,yes,yes,nan,both flat and garden
22876,Cézár,4.0,male,Unknown Mix,11/30/18,11/30/18,12/6/18,brown,medium,small,yes,nan,nan,nan,nan,nan,nan,nan
1534,Gotti,1.0,male,Schnauzer Mix,1/15/19,6/29/19,1/15/19,black,wirehaired,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden
1061,Johnny,6.67,male,Caucasian Ovtcharka, German Shepherd Dog Mix,8/10/16,8/10/16,12/12/18,brown,short,large,yes,nan,yes,yes,yes,yes,nan,garden
950,Fürge,2.17,male,Greyhound Mix,8/25/18,9/1/18,12/3/18,black and brown,medium,medium,yes,nan,yes,nan,nan,nan,nan,both flat and garden
4154,Alfonzina,2.0,female,Chinese Shar-Pei Mix,12/4/18,12/4/18,12/14/18,apricot,short,medium,yes,nan,yes,nan,yes,yes,nan,both flat and garden
1526,Érdi Bella,5.67,female,Dachshund, Labrador Retriever Mix,12/17/18,12/17/18,12/19/18,black,short,medium,nan,nan,yes,yes,yes,yes,nan,both flat and garden
4179,Boromir,2.5,male,Chinese Shar-Pei Mix,12/20/18,12/20/18,1/5/19,apricot,short,medium,nan,nan,yes,nan,nan,nan,nan,both flat and garden
22935,Simon,1.5,male,Unknown Mix,1/11/19,1/11/19,1/11/19,saddle back,short,medium,yes,nan,nan,nan,nan,nan,nan,nan
335,Ali,4.92,male,Bull Terrier Mix,7/7/18,7/7/18,10/20/18,apricot,short,medium,yes,nan,nan,nan,nan,nan,nan,nan
3304,Sanyi,1.58,male,Unknown Mix,11/10/18,12/1/18,11/23/18,black and white,short,medium,nan,nan,yes,nan,nan,nan,nan,both flat and garden
22849,Misa,9.0,male,Unknown Mix,11/21/18,12/6/18,11/21/18,black and white,short,medium,yes,nan,nan,nan,nan,nan,nan,nan
4088,Héra,2.17,female,Staffordshire Terrier Mix,9/20/18,9/20/18,10/8/18,striped,short,medium,yes,nan,yes,nan,nan,nan,nan,both flat and garden
850,Berci,7.83,male,Unknown Mix,7/8/17,8/8/17,11/29/18,yellow-brown,short,medium,no,nan,yes,nan,yes,yes,nan,flat
331,Ali,4.92,male,Bull Terrier Mix,9/10/17,9/10/17,9/29/18,apricot,short,medium,yes,nan,nan,nan,nan,nan,nan,nan
3292,Orsi,2.08,female,Unknown Mix,8/8/18,8/8/18,9/30/18,brown and white,short,medium,yes,nan,yes,yes,nan,nan,nan,both flat and garden
336,Bosco,2.67,male,Unknown Mix,9/10/17,9/10/17,10/20/18,apricot,short,medium,yes,nan,nan,nan,nan,nan,nan,nan
589,Robin,9.5,male,Beagle Mix,7/7/16,7/7/16,10/2/18,saddle back,short,small,yes,yes,yes,yes,no,yes,nan,flat
334,Ninuska,3.5,female,Unknown Mix,9/10/17,9/10/17,9/29/18,apricot,short,medium,yes,nan,nan,nan,nan,nan,nan,nan
3313,Regi,3.08,female,Unknown Mix,11/4/18,12/15/18,11/28/18,black,wirehaired,large,nan,nan,yes,nan,nan,nan,nan,garden
332,Bosco,2.67,male,Unknown Mix,9/10/17,9/10/17,9/29/18,apricot,short,medium,yes,nan,nan,nan,nan,nan,nan,nan
1507,Ócsai Adolf,7.5,male,American Bulldog Mix,9/11/18,9/11/18,11/2/18,white,short,medium,yes,nan,yes,yes,yes,yes,no,both flat and garden
1491,Dömper,3.58,male,French Bulldog,9/27/18,9/27/18,9/29/18,black and white,short,small,yes,yes,yes,no,yes,yes,nan,flat
337,Ninuska,3.58,female,Unknown Mix,9/10/17,9/10/17,10/20/18,apricot,short,medium,yes,nan,nan,nan,nan,nan,nan,nan
1516,Soroksári Csicsi,4.0,female,German Shepherd Dog Mix,11/12/18,11/12/18,11/19/18,saddle back,short,medium,yes,nan,yes,yes,yes,yes,nan,both flat and garden
1501,Mezõkovácsházi Dáma,1.33,female,Fox Terrier, Staffordshire Terrier Mix,10/3/18,10/23/18,10/23/18,black,short,medium,yes,nan,yes,yes,yes,yes,no,flat
22835,nan,2.5,male,Unknown Mix,11/18/18,12/3/18,11/18/18,black,short,medium,no,nan,nan,nan,nan,nan,nan,nan
1500,Mezõkovácsházi Hilda,1.33,female,Fox Terrier, Staffordshire Terrier Mix,10/3/18,10/23/18,10/23/18,black,short,medium,yes,nan,yes,yes,yes,yes,no,flat
4096,Marcipán,2.5,male,Unknown Mix,4/12/18,4/12/18,10/13/18,apricot,short,medium,nan,nan,yes,nan,yes,yes,yes,flat
840,Morzsi,9.58,male,Dachshund Mix,5/14/18,5/18/18,9/22/18,yellow-brown,short,small,no,nan,yes,nan,yes,yes,nan,flat
841,Zsemle,13.5,male,Dachshund Mix,4/18/17,6/18/17,9/22/18,yellow-brown,short,small,no,nan,yes,nan,yes,yes,nan,both flat and garden
1045,Jazz,1.5,female,Dachshund Mix,5/29/18,5/29/18,8/25/18,black and white,short,small,yes,nan,yes,yes,yes,yes,yes,both flat and garden
2398,Teo,5.33,male,Unknown Mix,8/17/17,8/17/17,9/5/18,yellow,short,medium,yes,nan,yes,yes,yes,yes,yes,both flat and garden
916,Izményi Nelly,3.25,female,Greyhound,9/16/18,9/18/18,9/18/18,black and white,short,medium,yes,nan,yes,nan,yes,yes,nan,flat
656,Bobi,3.75,male,Schnauzer Mix,1/31/18,1/31/18,8/24/18,black,medium,medium,yes,nan,yes,yes,yes,yes,nan,both flat and garden
2399,Szofi,5.83,female,Unknown Mix,8/17/17,8/17/17,9/5/18,black and brown,short,medium,yes,nan,yes,yes,yes,nan,yes,both flat and garden
254,Bizsu,2.92,female,Unknown Mix,5/1/18,8/23/18,8/23/18,yellow-brown,short,small,yes,nan,yes,nan,yes,nan,nan,both flat and garden
1142,Henrik,5.5,male,German Dog,5/5/16,5/5/16,9/28/18,black and white,short,large,nan,yes,yes,nan,no,no,nan,flat
1477,Óbudai Löri,2.25,male,German Shepherd Dog Mix,8/15/18,8/15/18,8/23/18,striped,short,medium,yes,nan,yes,yes,yes,yes,no,both flat and garden
1047,Zizi,2.75,female,Dachshund Mix,8/16/18,8/16/18,8/27/18,brown,short,small,yes,nan,yes,yes,yes,yes,no,both flat and garden
1051,Indy,1.33,male,Unknown Mix,7/21/18,7/21/18,9/22/18,black,short,small,yes,nan,yes,yes,yes,yes,yes,both flat and garden
251,Tánya,2.92,female,German Shepherd Dog Mix,4/1/18,8/23/18,8/23/18,saddle back,short,large,yes,nan,yes,nan,yes,nan,nan,garden
2403,Borka,4.67,female,German Shepherd Dog Mix,12/13/17,12/13/17,9/19/18,sable,short,medium,yes,nan,yes,yes,nan,nan,yes,both flat and garden
842,Démon,9.17,male,German Shepherd Dog, Transylvanian Hound Mix,8/20/18,9/20/18,9/27/18,black and brown,short,medium,no,no,yes,yes,yes,yes,no,both flat and garden
255,Különc,2.5,female,Schnauzer Mix,3/1/18,8/23/18,8/23/18,black,short,medium,yes,nan,yes,nan,yes,nan,nan,garden
4067,Netty,5.25,female,German Shepherd Dog Mix,8/9/18,8/9/18,9/1/18,brown,medium,medium,yes,nan,yes,nan,yes,yes,nan,both flat and garden
257,Rózsa,2.17,female,Unknown Mix,2/1/18,9/20/18,9/16/18,black and tan,short,medium,yes,nan,yes,nan,yes,nan,nan,garden
838,Bolka,2.67,male,Unknown Mix,12/18/17,2/18/18,9/22/18,yellow-brown,medium,small,no,nan,yes,nan,yes,yes,nan,flat
3289,Pici,3.25,female,Unknown Mix,9/19/18,1/1/19,9/28/18,black and tan,short,medium,nan,nan,nan,nan,nan,nan,nan,garden
247,Tappancs,7.92,male,Dachshund Mix,2/1/18,9/1/18,8/23/18,black and tan,short,small,no,nan,yes,yes,nan,yes,nan,both flat and garden
2388,Lea,5.5,female,Staffordshire Terrier Mix,1/20/17,1/20/17,8/22/18,striped,short,large,yes,nan,yes,no,no,no,no,garden
248,Ari,2.25,female,Unknown Mix,2/1/18,8/23/18,8/23/18,yellow-brown,short,small,yes,nan,yes,nan,yes,yes,nan,both flat and garden
820,Kutyus,14.33,male,Unknown Mix,5/20/14,7/20/14,8/15/18,gray and black,wirehaired,medium,no,nan,yes,nan,yes,yes,nan,both flat and garden
242,Bogáncs,5.75,male,Puli,4/1/18,9/1/18,8/22/18,black,long,medium,yes,nan,yes,nan,nan,yes,nan,garden
245,Orsi,2.0,female,Unknown Mix,4/1/18,9/1/18,8/22/18,striped,short,medium,yes,nan,yes,nan,nan,nan,nan,garden
2389,Casper,2.17,male,Unknown Mix,2/5/18,2/5/18,8/22/18,yellow,short,medium,yes,nan,yes,yes,nan,yes,nan,both flat and garden
826,Pisze,10.25,male,Unknown Mix,10/13/13,10/5/13,8/17/18,black and brown,short,medium,no,nan,yes,nan,yes,yes,nan,both flat and garden
243,Vitéz,3.75,male,Puli,7/1/18,9/1/18,8/22/18,black,medium,medium,no,nan,yes,nan,nan,nan,nan,garden
246,Matyi,3.92,male,Unknown Mix,1/1/18,9/1/18,8/23/18,tricolor,short,medium,no,nan,yes,nan,nan,yes,nan,garden
250,Töpi,2.67,male,Unknown Mix,2/1/18,8/23/18,8/23/18,brown,short,small,no,nan,yes,nan,nan,yes,nan,flat
244,Oszi,2.0,male,Unknown Mix,4/1/18,9/1/18,8/22/18,yellow-brown,short,medium,no,nan,yes,nan,nan,nan,nan,garden
2378,Valdo,2.67,male,Puli Mix,5/29/17,5/29/17,8/14/18,white,medium,small,yes,nan,yes,nan,nan,yes,yes,both flat and garden
2393,Ernõ,2.25,male,Unknown Mix,6/25/18,6/25/18,8/22/18,gray,short,medium,no,nan,yes,yes,nan,yes,no,both flat and garden
2369,Tiki,4.5,male,Schnauzer Mix,10/26/16,10/26/16,8/14/18,black,medium,medium,yes,nan,yes,no,nan,yes,no,both flat and garden
822,Gülüke,13.0,male,Unknown Mix,10/13/13,11/20/13,8/15/18,black,medium,medium,no,nan,yes,nan,yes,yes,nan,both flat and garden
2370,Taki,4.5,male,Schnauzer Mix,10/26/16,10/26/16,8/14/18,black,medium,medium,yes,nan,yes,yes,no,yes,nan,both flat and garden
4065,Dante,3.83,male,Staffordshire Terrier Mix,5/11/18,5/11/18,8/20/18,striped,short,medium,yes,nan,yes,nan,yes,yes,nan,both flat and garden
22597,nan,8.33,male,Unknown Mix,8/13/18,8/28/18,8/14/18,brown and white,short,medium,no,nan,nan,nan,nan,nan,nan,nan
823,Fülöp,8.25,male,Unknown Mix,4/18/15,6/12/15,8/15/18,black,short,medium,no,nan,yes,nan,yes,yes,nan,both flat and garden
812,Dongó,8.33,male,Unknown Mix,12/12/15,3/12/16,8/14/18,black and tan,short,medium,no,nan,yes,nan,yes,yes,nan,both flat and garden
2355,Toll,11.42,male,Puli, Pumi Mix,11/9/15,11/9/15,8/5/18,gray,medium,medium,yes,nan,yes,nan,yes,yes,yes,garden
815,Pacha,6.25,male,Unknown Mix,12/12/16,4/20/17,8/14/18,black and white,short,medium,no,nan,yes,nan,yes,yes,nan,both flat and garden
2356,Lucky.,5.42,female,Unknown Mix,12/9/15,12/9/15,8/5/18,yellow,short,small,yes,nan,yes,yes,yes,yes,yes,both flat and garden
326,Ninuska,3.58,female,Bull Terrier Mix,9/10/17,9/10/17,8/11/18,apricot,short,medium,yes,nan,nan,nan,nan,nan,nan,nan
2348,Logan,5.33,male,Unknown Mix,5/3/15,5/3/15,8/4/18,yellow,short,medium,yes,nan,yes,yes,no,yes,yes,both flat and garden
2344,Saci,8.75,female,Dachshund Mix,5/8/13,5/8/13,8/3/18,brown,short,small,yes,nan,yes,yes,yes,yes,nan,both flat and garden
22535,nan,5.83,male,Unknown Mix,7/24/18,8/8/18,7/24/18,black and white,short,medium,no,nan,nan,nan,nan,nan,nan,nan
2360,Olivér,3.5,male,Unknown Mix,8/7/16,8/7/16,8/13/18,black and brown,short,small,yes,nan,yes,yes,yes,yes,yes,both flat and garden
2349,Gina,12.42,female,Unknown Mix,5/25/15,5/25/15,8/4/18,black and brown,short,medium,yes,nan,yes,yes,yes,yes,no,both flat and garden
809,Zeusz,11.33,male,Unknown Mix,5/20/14,7/20/14,8/14/18,black and brown,short,large,no,nan,yes,nan,yes,yes,nan,both flat and garden
2353,Réka,4.42,female,Unknown Mix,8/18/15,8/18/15,8/5/18,gray and white,short,small,yes,nan,yes,yes,yes,yes,yes,both flat and garden
810,Paca_,10.83,male,Unknown Mix,10/13/13,4/20/17,8/14/18,sable,short,medium,no,nan,yes,nan,yes,yes,nan,both flat and garden
1460,Pumba,5.33,male,Central Asian Ovtcharka Mix,2/15/18,4/30/18,7/27/18,yellow-brown,short,large,yes,nan,yes,yes,no,yes,yes,both flat and garden
22550,nan,2.33,male,Unknown Mix,7/28/18,8/12/18,7/31/18,black,medium,medium,no,nan,nan,nan,nan,nan,nan,nan
2362,Alfréd,6.5,male,Mastiff Mix,6/21/16,6/21/16,8/13/18,yellow,short,large,yes,nan,yes,no,no,no,no,both flat and garden
2354,Füles,11.42,female,Puli, Pumi Mix,11/9/15,11/9/15,8/5/18,gray,medium,medium,yes,nan,yes,yes,yes,nan,yes,garden
22590,nan,6.33,male,Unknown Mix,8/10/18,8/25/18,8/10/18,black and brown,medium,large,no,nan,nan,nan,nan,nan,nan,nan
1041,Joy,1.5,female,Dachshund Mix,5/29/18,8/20/18,8/1/18,brown,short,medium,yes,nan,yes,yes,yes,yes,yes,both flat and garden
2359,Õzike,5.17,female,Unknown Mix,7/25/16,7/25/16,8/13/18,gray and black,short,large,yes,nan,yes,yes,no,yes,yes,both flat and garden
1458,Panni,8.42,male,Schnauzer Mix,7/6/18,7/10/18,7/15/18,gray and black,wirehaired,medium,yes,yes,yes,nan,nan,nan,no,both flat and garden
1442,Csipike,3.58,female,Pinscher,5/31/18,6/1/18,5/31/18,black and tan,short,small,nan,nan,nan,nan,nan,nan,nan,flat
1107,Siriusb,6.67,male,German Shepherd Dog,1/1/18,1/1/18,5/18/18,black and tan,medium,medium,yes,yes,yes,nan,yes,yes,nan,flat
948,Stewie,6.75,male,Staffordshire Terrier Mix,3/1/17,6/4/18,6/4/18,brown and white,short,medium,yes,nan,yes,nan,nan,nan,no,both flat and garden
959,Gömbi,9.5,male,Unknown Mix,7/1/18,7/1/18,7/12/18,brown,short,large,yes,nan,nan,nan,nan,nan,nan,nan
3970,Wilbur,11.5,male,Unknown Mix,6/1/18,6/1/18,6/7/18,black and brown,medium,medium,nan,nan,nan,nan,nan,nan,nan,nan
793,Kormika,5.0,female,Unknown Mix,6/5/18,6/5/18,6/7/18,black,medium,small,yes,nan,yes,yes,yes,yes,nan,both flat and garden
3252,Noel,3.42,male,Unknown Mix,7/4/18,8/4/18,7/16/18,brown,wirehaired,medium,nan,nan,nan,nan,nan,nan,nan,garden
803,Ficánka,1.58,female,Unknown Mix,6/22/18,8/19/18,7/13/18,black,short,medium,nan,nan,yes,nan,yes,yes,nan,both flat and garden
4014,Sion,2.08,male,Unknown Mix,6/9/18,6/9/18,6/30/18,apricot,short,medium,yes,nan,nan,nan,nan,nan,nan,both flat and garden
4010,Rocco,5.17,male,Rottweiler Mix,9/4/16,9/4/16,6/27/18,black and brown,short,medium,nan,nan,yes,nan,nan,nan,nan,both flat and garden
1112,Molly,8.58,female,Hungarian Vizsla, Labrador Retriever Mix,3/6/18,3/6/18,5/22/18,apricot,medium,medium,yes,yes,yes,yes,no,no,nan,flat
3974,Athos,2.33,male,Chinese Shar-Pei, Staffordshire Terrier Mix,3/24/18,3/24/18,6/21/18,apricot,short,medium,yes,nan,yes,nan,nan,nan,nan,both flat and garden
1455,Debreceni Bosco,2.5,male,Unknown Mix,6/27/18,6/28/18,7/15/18,striped,short,medium,yes,nan,yes,yes,yes,yes,yes,both flat and garden
4023,Umas,1.83,male,Akita Mix,6/17/18,6/17/18,6/30/18,apricot,short,large,yes,nan,yes,nan,yes,yes,nan,both flat and garden
3975,Porthos,3.17,male,Chinese Shar-Pei, Staffordshire Terrier Mix,3/24/18,3/24/18,6/21/18,apricot,short,medium,yes,nan,yes,nan,nan,nan,nan,both flat and garden
22380,nan,2.42,female,Unknown Mix,6/15/18,6/30/18,6/15/18,yellow-brown,short,medium,yes,nan,nan,nan,nan,nan,nan,nan
951,Tomi,10.17,male,Rottweiler Mix,11/9/17,11/9/17,6/7/18,black and brown,short,medium,yes,nan,yes,nan,no,yes,no,both flat and garden
94,Ihar,4.5,male,Mudi,4/21/18,6/2/18,6/2/18,black,medium,medium,yes,yes,yes,nan,yes,yes,yes,both flat and garden
796,Mona,2.42,female,Unknown Mix,6/17/18,7/5/18,6/20/18,yellow-brown,short,medium,nan,nan,yes,nan,yes,yes,nan,flat
